Charges,Bail
Outside Agency Misdemeanor Warrant,75000
Outside Agency Misdemeanor Warrant,75000
Outside Agency Misdemeanor Warrant,75000
Outside Agency Misdemeanor Warrant,75000
Outside Agency Misdemeanor Warrant,1000
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,100
Outside Agency Misdemeanor Warrant,20000
Outside Agency Misdemeanor Warrant,20000
Outside Agency Misdemeanor Warrant,15000
Outside Agency Misdemeanor Warrant,15000
Outside Agency Misdemeanor Warrant,50000
Outside Agency Misdemeanor Warrant,26000
Outside Agency Misdemeanor Warrant,2500
Outside Agency Misdemeanor Warrant,75000
Outside Agency Misdemeanor Warrant,20000
Outside Agency Misdemeanor Warrant,50000
Outside Agency Misdemeanor Warrant,50000
Outside Agency Misdemeanor Warrant,15000
Outside Agency Misdemeanor Warrant,1000
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,125000
Outside Agency Misdemeanor Warrant,36000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,15000
Outside Agency Misdemeanor Warrant,40000
Outside Agency Misdemeanor Warrant,20500
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,500
Outside Agency Misdemeanor Warrant,20000
Outside Agency Misdemeanor Warrant,1000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,10000
Outside Agency Misdemeanor Warrant,5000
Outside Agency Misdemeanor Warrant,20000
Outside Agency Misdemeanor Warrant,26000
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,5000
Drug related,0
Drug related,100000
Drug related,0
Drug related,0
Drug related,0
Drug related,0
Drug related,50000
Drug related,0
Drug related,15000
Drug related,0
Drug related,0
Drug related,0
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
Drug related,0
DUI,0
DUI,0
DUI,OR
DUI,0
Drug related,0
DUI,0
Drug related,0
Drug related,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,26000
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,10000
DUI,26000
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,5000
DUI,0
DUI,0
DUI,0
DUI,20000
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,30000
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,5000
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,30000
Drug related,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,15000
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,26000
DUI,0
DUI,0
DUI,0
DUI,26000
DUI,0
DUI,0
DUI,0
DUI,0
DUI,50000
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
DUI,0
Drug related,0
DUI,0
DUI,0
Trespass,120000
Trespass,100000
Trespass,500
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,1000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,5000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,5000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,1000
Trespass,0
Trespass,0
Trespass,36000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,1000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,5000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,500
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,1000
Trespass,20000
Trespass,5000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,1000
Trespass,0
Trespass,0
Trespass,1000
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,0
Trespass,500
Trespass,0
Trespass,1000
Trespass,0
Trespass,0
Trespass,500
Trespass,1000
Trespass,0
Trespass,0
Burglary,50000
Burglary,20000
Burglary,150000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,250000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,40000
Burglary,5000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,60000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,150000
Burglary,150000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,0
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,0
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,20000
Burglary,40000
Burglary,20000
Burglary,50000
Burglary,150000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,500
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,20000
Burglary,156000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,0
Burglary,100000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,0
Burglary,0
Burglary,20000
Burglary,50000
Burglary,0
Burglary,0
Burglary,500
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,41500
Burglary,500
Burglary,60000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,5000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,50000
Burglary,0
Burglary,140000
Burglary,40000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,0
Burglary,20000
Burglary,50000
Burglary,20000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,500
Burglary,50000
Burglary,80000
Burglary,50000
Burglary,50000
Burglary,20000
Burglary,20000
Burglary,50000
Burglary,50000
Ucpd Misdemeanor Bench Warrant,2500
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,0
Ucpd Misdemeanor Bench Warrant,408
Ucpd Misdemeanor Bench Warrant,565
Ucpd Misdemeanor Bench Warrant,565
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,1893
Ucpd Misdemeanor Bench Warrant,1712
Ucpd Misdemeanor Bench Warrant,0
Ucpd Misdemeanor Bench Warrant,4782
Ucpd Misdemeanor Bench Warrant,60000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,1724
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,566
Ucpd Misdemeanor Bench Warrant,571
Ucpd Misdemeanor Bench Warrant,1508
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,566
Ucpd Misdemeanor Bench Warrant,906
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,566
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,461
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,35000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,36000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,0
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,1554
Ucpd Misdemeanor Bench Warrant,36000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,0
Ucpd Misdemeanor Bench Warrant,36000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,0
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,35000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,1553
Ucpd Misdemeanor Bench Warrant,747
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,35000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,40000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,75000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,24000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,100000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,40000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,0
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,1000
Ucpd Misdemeanor Bench Warrant,60000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,40000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,25000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,30000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,10000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,40000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,500
Ucpd Misdemeanor Bench Warrant,15000
Ucpd Misdemeanor Bench Warrant,50000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,40000
Ucpd Misdemeanor Bench Warrant,5000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,60000
Ucpd Misdemeanor Bench Warrant,26000
Ucpd Misdemeanor Bench Warrant,20000
Ucpd Misdemeanor Bench Warrant,5000
Outside Agency Infraction Warrant,670
Outside Agency Infraction Warrant,5095
Outside Agency Infraction Warrant,5095
Outside Agency Infraction Warrant,595
Outside Agency Infraction Warrant,595
Outside Agency Infraction Warrant,749
Outside Agency Infraction Warrant,1470
Outside Agency Infraction Warrant,606
Outside Agency Infraction Warrant,475
Outside Agency Infraction Warrant,571
Outside Agency Infraction Warrant,566
Outside Agency Infraction Warrant,26275
Outside Agency Infraction Warrant,1503
Outside Agency Infraction Warrant,724
Outside Agency Infraction Warrant,35000
Outside Agency Infraction Warrant,556
Outside Agency Infraction Warrant,556
Outside Agency Infraction Warrant,556
Outside Agency Infraction Warrant,560
Outside Agency Infraction Warrant,35000
Outside Agency Infraction Warrant,15000
Outside Agency Infraction Warrant,1093
Outside Agency Infraction Warrant,561
Outside Agency Infraction Warrant,30045
Outside Agency Infraction Warrant,30045
Outside Agency Infraction Warrant,30080
Outside Agency Infraction Warrant,1000
Outside Agency Infraction Warrant,757
Outside Agency Infraction Warrant,724
Outside Agency Infraction Warrant,571
Outside Agency Infraction Warrant,50000
Outside Agency Infraction Warrant,726
Outside Agency Infraction Warrant,561
Outside Agency Infraction Warrant,688
Outside Agency Infraction Warrant,1201
Outside Agency Infraction Warrant,277
Outside Agency Infraction Warrant,1125
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,406
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,452
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,529
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,30000
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,406
Outside Agency Infraction Warrant,406
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,604
Outside Agency Infraction Warrant,500
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,1349
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,15000
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,3130
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,7630
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,603
Outside Agency Infraction Warrant,2125
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,529
Outside Agency Infraction Warrant,571
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,529
Outside Agency Infraction Warrant,421
Outside Agency Infraction Warrant,165
Outside Agency Infraction Warrant,165
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,560
Outside Agency Infraction Warrant,560
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,500
Outside Agency Infraction Warrant,1000
Outside Agency Infraction Warrant,500
Outside Agency Infraction Warrant,15000
Outside Agency Infraction Warrant,250
Outside Agency Infraction Warrant,406
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,630
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,529
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,228
Outside Agency Infraction Warrant,60
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,630
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,500
Outside Agency Infraction Warrant,400
Outside Agency Infraction Warrant,604
Outside Agency Infraction Warrant,468
Outside Agency Infraction Warrant,605
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,520
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,0
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,565
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,30000
Outside Agency Infraction Warrant,20000
Outside Agency Infraction Warrant,5000
Outside Agency Infraction Warrant,1090
Outside Agency Infraction Warrant,5095
Outside Agency Infraction Warrant,5035
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,500
Outside Agency Infraction Warrant,500
Outside Agency Infraction Warrant,355
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,412
Outside Agency Infraction Warrant,415
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,335
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,35
Outside Agency Infraction Warrant,1000
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,517
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,15
Outside Agency Infraction Warrant,453
Outside Agency Infraction Warrant,100
Outside Agency Infraction Warrant,15
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,25000
Battery,25000
Battery,25000
Battery,25000
Battery,3000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,30000
Battery,0
Battery,30000
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,140000
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,30000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,40000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,40000
Battery,0
Battery,20000
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,20000
Battery,0
Battery,0
Battery,36000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,500
Battery,0
Battery,50000
Battery,0
Battery,0
Battery,0
Battery,60000
Battery,0
Battery,0
Battery,20000
Battery,30000
Battery,0
Battery,100000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,15000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,20000
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Battery,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,0
Trespass,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Trespass,1000
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Trespass,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,20000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,20000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,40000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,10000
Obstruct or Resist,0
Trespass,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
