entry_term_cd,entry_year_trailing_summer_7,admit_level,start_major,deg_major,section,headcount
18F,2018-19,Transfer,MATHEMATICS OF COMPUTATION                                                                                              ,MATHEMATICS OF COMPUTATION                                                                                              ,Fall 1 to Degree,<10
18F,2018-19,Transfer,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,Fall 1 to Degree,<10
18F,2018-19,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS OF COMPUTATION                                                                                              ,Fall 1 to Degree,<10
18F,2018-19,Transfer,PHILOSOPHY                                                                                                              ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,Fall 1 to Degree,<10
18F,2018-19,Transfer,PHYSIOLOGICAL SCIENCE                                                                                                   ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
18F,2018-19,Transfer,POLITICAL SCIENCE                                                                                                       ,CHICANA AND CHICANO STUDIES                                                                                             ,Fall 1 to Degree,<10
18F,2018-19,Transfer,POLITICAL SCIENCE                                           ,STATISTICS AND DATA SCIENCE                                                                                             ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SOCIOLOGY                                                   ,ENGLISH                                                                                                                 ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SPANISH                                                                                                                 ,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,SPANISH                                                                                                                 ,Fall 1 to Degree,<10
18F,2018-19,Transfer,STATISTICS AND DATA SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Fall 1 to Degree,64
19F,2019-20,Freshman,AEROSPACE ENGINEERING                                                                                                   ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,AEROSPACE ENGINEERING                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,AMERICAN INDIAN STUDIES                                                                                                 ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Fall 1 to Degree,<10
19F,2019-20,Freshman,APPLIED MATHEMATICS                                         ,CHEMICAL ENGINEERING                                                                                                    ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ART HISTORY                                                                                                             ,ART HISTORY                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,PHYSIOLOGICAL SCIENCE                                                                                                   ,Fall 1 to Degree,11
19F,2019-20,Freshman,BIOENGINEERING                                                                                                          ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOENGINEERING                                                                                                          ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,ASTROPHYSICS                                                                                                            ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,PSYCHOBIOLOGY                                                                                                           ,Fall 1 to Degree,51
19F,2019-20,Freshman,BIOPHYSICS                                                                                                              ,PSYCHOBIOLOGY                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,ANTHROPOLOGY                                                                                                            ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMICAL ENGINEERING                                                                                                    ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,CHICANA AND CHICANO STUDIES                                                                                             ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,GENDER STUDIES                                                                                                          ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,Fall 1 to Degree,<10
18F,2018-19,Transfer,STUDY OF RELIGION                                                                                                       ,MIDDLE EASTERN STUDIES                                                                                                  ,Fall 1 to Degree,<10
19F,2019-20,Freshman,AFRICAN AMERICAN STUDIES                                                                                                ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ANTHROPOLOGY-BS                                                                                                         ,HISTORY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,APPLIED MATHEMATICS                                         ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ASTROPHYSICS                                                                                                            ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,ASTROPHYSICS                                                                                                            ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,ENVIRONMENTAL SCIENCE                                                                                                   ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,MATHEMATICS/ECONOMICS                                                                                                   ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Fall 1 to Degree,17
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOPHYSICS                                                                                                              ,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,Did not graduate by Summer 23,Fall 1 to Degree,58
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,GLOBAL STUDIES                                                                                                          ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,LABOR STUDIES                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,SPANISH                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMICAL ENGINEERING                                                                                                    ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMISTRY                                                                                                               ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHINESE                                                                                                                 ,ECONOMICS                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CIVIL ENGINEERING                                                                                                       ,BIOENGINEERING                                                                                                          ,Fall 1 to Degree,<10
19F,2019-20,Freshman,COGNITIVE SCIENCE                                           ,Did not graduate by Summer 23,Fall 1 to Degree,15
19F,2019-20,Freshman,COGNITIVE SCIENCE                                           ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Fall 1 to Degree,<10
19F,2019-20,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,PUBLIC AFFAIRS                                                                                                          ,Fall 1 to Degree,<10
19F,2019-20,Freshman,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",ANTHROPOLOGY-BS                                                                                                         ,Fall 1 to Degree,<10
18F,2018-19,Transfer,LINGUISTICS                                                                                                             ,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,Fall 1 to Degree,<10
18F,2018-19,Transfer,LINGUISTICS AND ENGLISH                                                                                                 ,ENGLISH                                                                                                                 ,Fall 1 to Degree,<10
18F,2018-19,Transfer,MATHEMATICS/ECONOMICS                                       ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
18F,2018-19,Transfer,MIDDLE EASTERN STUDIES                                                                                                  ,MIDDLE EASTERN STUDIES                                                                                                  ,Fall 1 to Degree,<10
18F,2018-19,Transfer,MUSICOLOGY                                                                                                              ,MUSICOLOGY                                                                                                              ,Fall 1 to Degree,<10
18F,2018-19,Transfer,NEUROSCIENCE                                                                                                            ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
18F,2018-19,Transfer,PHYSICS                                                                                                                 ,ATMOSPHERIC AND OCEANIC SCIENCES/MATHEMATICS                                                                            ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SOCIOLOGY                                                   ,ANTHROPOLOGY                                                                                                            ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SOCIOLOGY                                                   ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SOCIOLOGY                                                   ,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,Fall 1 to Degree,<10
18F,2018-19,Transfer,SOCIOLOGY                                                   ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,282
18F,2018-19,Transfer,STATISTICS AND DATA SCIENCE                                 ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,AEROSPACE ENGINEERING                                                                                                   ,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ANTHROPOLOGY-BS                                                                                                         ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,APPLIED MATHEMATICS                                         ,BUSINESS ECONOMICS                                                                                                      ,Fall 1 to Degree,<10
19F,2019-20,Freshman,APPLIED MATHEMATICS                                         ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ASTROPHYSICS                                                                                                            ,GEOLOGY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,ANTHROPOLOGY-BS                                                                                                         ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,53
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,GEOGRAPHY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMISTRY                                                                                                               ,DATA THEORY                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CIVIL ENGINEERING                                                                                                       ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CIVIL ENGINEERING                                                                                                       ,MATHEMATICS OF COMPUTATION                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CLASSICAL CIVILIZATION                                                                                                  ,HISTORY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,COMPUTER ENGINEERING                                                                                                    ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,COMPUTER SCIENCE                                                                                                        ,PHILOSOPHY                                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",ENVIRONMENTAL SCIENCE                                                                                                   ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,ASIAN HUMANITIES                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,COGNITIVE SCIENCE                                                                                                       ,Fall 1 to Degree,17
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,BUSINESS ECONOMICS                                                                                                      ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CIVIL ENGINEERING                                                                                                       ,ARCHITECTURAL STUDIES                                                                                                   ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CIVIL ENGINEERING                                                                                                       ,ENVIRONMENTAL SCIENCE                                                                                                   ,Fall 1 to Degree,<10
19F,2019-20,Freshman,COGNITIVE SCIENCE                                           ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,DATA THEORY                                                 ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ECONOMICS                                                   ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ENGLISH                                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,ENVIRONMENTAL SCIENCE                                                                                                   ,CIVIL ENGINEERING                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ETHNOMUSICOLOGY                                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,EUROPEAN STUDIES                                            ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,PSYCHOLOGY                                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,GLOBAL STUDIES                                              ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Fall 1 to Degree,<10
19F,2019-20,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,PSYCHOLOGY                                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,ASIAN STUDIES                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,Fall 1 to Degree,12
19F,2019-20,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,JAPANESE                                                                                                                ,JAPANESE                                                                                                                ,Fall 1 to Degree,<10
19F,2019-20,Freshman,JEWISH STUDIES                                                                                                          ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,LINGUISTICS                                                                                                             ,COGNITIVE SCIENCE                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,LINGUISTICS AND PHILOSOPHY                                                                                              ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Freshman,MATHEMATICS                                                 ,BUSINESS ECONOMICS                                                                                                      ,Fall 1 to Degree,<10
19F,2019-20,Freshman,MATHEMATICS                                                 ,ECONOMICS                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,MATHEMATICS                                                 ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,Fall 1 to Degree,<10
19F,2019-20,Freshman,MATHEMATICS                                                 ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,15
19F,2019-20,Freshman,MATHEMATICS/ECONOMICS                                       ,PSYCHOLOGY                                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,MECHANICAL ENGINEERING                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,18
19F,2019-20,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",DESIGN / MEDIA ARTS                                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PHYSIOLOGICAL SCIENCE                                                                                                   ,NEUROSCIENCE                                                                                                            ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PSYCHOBIOLOGY                                               ,ANTHROPOLOGY                                                                                                            ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PSYCHOBIOLOGY                                               ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PSYCHOBIOLOGY                                               ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PSYCHOLOGY                                                  ,BIOENGINEERING                                                                                                          ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PSYCHOLOGY                                                  ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,13
19F,2019-20,Freshman,PUBLIC AFFAIRS                                              ,ENGLISH                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PUBLIC AFFAIRS                                              ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Freshman,PUBLIC AFFAIRS                                              ,PSYCHOBIOLOGY                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,SOCIOLOGY                                                   ,BUSINESS ECONOMICS                                                                                                      ,Fall 1 to Degree,<10
19F,2019-20,Freshman,SOCIOLOGY                                                   ,PSYCHOLOGY                                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,STATISTICS AND DATA SCIENCE                                 ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,STATISTICS AND DATA SCIENCE                                 ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,UNDECLARED-ENGINEERING AND APPLIED SCIENCE                                                                              ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,UNDECLARED-LIFE SCIENCE                                                                                                 ,ANTHROPOLOGY-BS                                                                                                         ,Fall 1 to Degree,<10
19F,2019-20,Freshman,UNDECLARED-LIFE SCIENCE                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,13
19F,2019-20,Freshman,UNDECLARED-LIFE SCIENCE                                                                                                 ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
19F,2019-20,Transfer,AMERICAN INDIAN STUDIES                                                                                                 ,AMERICAN INDIAN STUDIES                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Transfer,ANTHROPOLOGY                                                                                                            ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Transfer,ART                                                                                                                     ,ART                                                                                                                     ,Fall 1 to Degree,13
19F,2019-20,Transfer,ART HISTORY                                                                                                             ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Transfer,ASIAN LANGUAGES AND LINGUISTICS                                                                                         ,ASIAN LANGUAGES AND LINGUISTICS                                                                                         ,Fall 1 to Degree,<10
19F,2019-20,Transfer,BIOLOGY                                                                                                                 ,ENVIRONMENTAL SCIENCE                                                                                                   ,Fall 1 to Degree,<10
19F,2019-20,Transfer,BIOLOGY                                                                                                                 ,PSYCHOBIOLOGY                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Transfer,ECONOMICS                                                   ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,Fall 1 to Degree,<10
19F,2019-20,Transfer,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Fall 1 to Degree,11
19F,2019-20,Transfer,GLOBAL STUDIES                                              ,GEOGRAPHY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Transfer,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Transfer,LATIN AMERICAN STUDIES                                      ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Transfer,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,<10
19F,2019-20,Transfer,LINGUISTICS AND ENGLISH                                                                                                 ,APPLIED LINGUISTICS                                                                                                     ,Fall 1 to Degree,<10
18F,2018-19,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS/ECONOMICS                                                                                                   ,Fall 1 to Degree,23
18F,2018-19,Transfer,PHILOSOPHY                                                                                                              ,PHILOSOPHY                                                                                                              ,Fall 1 to Degree,88
18F,2018-19,Transfer,POLITICAL SCIENCE                                                                                                       ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
18F,2018-19,Transfer,RUSSIAN STUDIES                                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,<10
18F,2018-19,Transfer,SOCIOLOGY                                                   ,CHICANA AND CHICANO STUDIES                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,AEROSPACE ENGINEERING                                                                                                   ,MECHANICAL ENGINEERING                                                                                                  ,Fall 1 to Degree,<10
19F,2019-20,Freshman,AFRICAN AMERICAN STUDIES                                                                                                ,AFRICAN AMERICAN STUDIES                                                                                                ,Fall 1 to Degree,<10
19F,2019-20,Freshman,APPLIED LINGUISTICS                                                                                                     ,LINGUISTICS AND PSYCHOLOGY                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,APPLIED MATHEMATICS                                         ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ART HISTORY                                                                                                             ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ASIAN AMERICAN STUDIES                                                                                                  ,ECONOMICS                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,ASTROPHYSICS                                                                                                            ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,DATA THEORY                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,LINGUISTICS                                                                                                             ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOCHEMISTRY                                                                                                            ,NEUROSCIENCE                                                                                                            ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOENGINEERING                                                                                                          ,HISTORY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,150
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BIOLOGY                                                                                                                 ,PHYSIOLOGICAL SCIENCE                                                                                                   ,Fall 1 to Degree,36
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,Fall 1 to Degree,<10
19F,2019-20,Freshman,BUSINESS ECONOMICS                                          ,PSYCHOLOGY                                                                                                              ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMICAL ENGINEERING                                                                                                    ,PSYCHOBIOLOGY                                                                                                           ,Fall 1 to Degree,<10
19F,2019-20,Freshman,CHEMISTRY                                                                                                               ,HISTORY                                                                                                                 ,Fall 1 to Degree,<10
19F,2019-20,Freshman,COMPUTER ENGINEERING                                                                                                    ,COMPUTER SCIENCE                                                                                                        ,Fall 1 to Degree,<10
19F,2019-20,Freshman,COMPUTER SCIENCE                                                                                                        ,COMPUTER ENGINEERING                                                                                                    ,Fall 1 to Degree,<10
19F,2019-20,Freshman,DANCE                                                                                                                   ,DANCE                                                                                                                   ,Fall 1 to Degree,18
19F,2019-20,Freshman,DESIGN / MEDIA ARTS                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,<10
