word,female,male,difference,difference_abs,POLARITY VALUE,POLARITY INTENSITY,POS
transition,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.827,NOUN
objective,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.891,NOUN
stressed,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.266,VERB
purchase,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.916,NOUN
obscure,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.313,NOUN
mediocre,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.835,NOUN
touched,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.805,VERB
correlate,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.852,NOUN
reasonably,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.968,ADV
trivial,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.998,ADJ
wire,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.994,NOUN
shout,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.988,NOUN
sleep,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.876,ADJ
space,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.3,NOUN
lie,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.857,NOUN
forum,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.932,NOUN
encouraged,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.978,VERB
solely,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.979,ADV
reflect,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.855,ADJ
war,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.923,NOUN
extensive,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.823,ADJ
political,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.859,ADJ
harp,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.814,NOUN
wholesome,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.983,NOUN
empathy,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.66,ADJ
money,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.127,NOUN
result,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.784,NOUN
quote,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.861,NOUN
boosted,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.951,VERB
sufficient,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.644,ADJ
connections,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.836,NOUN
hot,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.87,VERB
handout,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,negative,-0.802,ADV
played,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.795,VERB
sapling,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.854,NOUN
keeps,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.778,NOUN
play,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.273,VERB
grateful,0.0,0.012314765403719058,0.012314765403719058,0.012314765403719058,positive,0.85,ADJ
rely,0.03658600324047458,0.024629530807438117,-0.01195647243303646,0.01195647243303646,positive,0.874,ADV
patient,0.03658600324047458,0.024629530807438117,-0.01195647243303646,0.01195647243303646,positive,0.821,ADJ
resource,0.02090628756598547,0.03283937440991749,0.011933086843932024,0.011933086843932024,positive,0.833,NOUN
head,0.02090628756598547,0.03283937440991749,0.011933086843932024,0.011933086843932024,positive,0.859,NOUN
wording,0.02090628756598547,0.03283937440991749,0.011933086843932024,0.011933086843932024,positive,0.862,VERB
pick,0.02090628756598547,0.03283937440991749,0.011933086843932024,0.011933086843932024,positive,0.172,ADJ
drop,0.05226571891496368,0.04104921801239686,-0.011216500902566817,0.011216500902566817,negative,-0.555,NOUN
full,0.08885172215543825,0.07799351422355405,-0.010858207931884203,0.010858207931884203,positive,0.901,ADJ
appreciate,0.0313594313489782,0.02052460900619843,-0.01083482234277977,0.01083482234277977,positive,0.835,NOUN
support,0.0313594313489782,0.02052460900619843,-0.01083482234277977,0.01083482234277977,positive,0.802,NOUN
lost,0.0313594313489782,0.02052460900619843,-0.01083482234277977,0.01083482234277977,negative,-0.907,VERB
complex,0.02613285945748184,0.03694429621115718,0.010811436753675338,0.010811436753675338,positive,0.887,ADJ
happy,0.02613285945748184,0.03694429621115718,0.010811436753675338,0.010811436753675338,positive,0.372,ADJ
willing,0.04703914702346731,0.05746890521735561,0.010429758193888305,0.010429758193888305,positive,0.866,ADJ
expect,0.04703914702346731,0.05746890521735561,0.010429758193888305,0.010429758193888305,negative,-0.179,NOUN
covid,0.04703914702346731,0.05746890521735561,0.010429758193888305,0.010429758193888305,negative,-0.873,NOUN
lol,0.04703914702346731,0.03694429621115718,-0.010094850812310131,0.010094850812310131,positive,0.97,NOUN
loved,0.06794543458945278,0.07799351422355405,0.010048079634101273,0.010048079634101273,positive,0.607,VERB
content,0.18293001620237287,0.19293132465826526,0.010001308455892394,0.010001308455892394,positive,0.996,ADJ
frustrating,0.02613285945748184,0.016419687204958747,-0.009713172252523092,0.009713172252523092,negative,-0.487,ADJ
department,0.02613285945748184,0.016419687204958747,-0.009713172252523092,0.009713172252523092,positive,0.873,NOUN
count,0.02613285945748184,0.016419687204958747,-0.009713172252523092,0.009713172252523092,positive,0.816,NOUN
realize,0.02613285945748184,0.016419687204958747,-0.009713172252523092,0.009713172252523092,positive,0.172,VERB
lecturer,0.20383630376835832,0.2134559336644637,0.009619629896105375,0.009619629896105375,positive,0.287,NOUN
excellent,0.0627188626979564,0.05336398341611592,-0.009354879281840478,0.009354879281840478,positive,0.85,ADJ
essential,0.0156797156744891,0.024629530807438117,0.008949815132949016,0.008949815132949016,positive,0.499,ADJ
thorough,0.0156797156744891,0.024629530807438117,0.008949815132949016,0.008949815132949016,positive,0.933,NOUN
focused,0.0156797156744891,0.024629530807438117,0.008949815132949016,0.008949815132949016,positive,0.913,VERB
move,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.256,NOUN
model,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.851,NOUN
call,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,negative,-0.556,NOUN
supplement,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.795,ADJ
doubt,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,negative,-0.329,NOUN
academic,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.752,ADJ
concern,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,negative,-0.928,NOUN
interactive,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.849,ADJ
benefit,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.623,NOUN
additional,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.194,ADJ
honest,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.321,NOUN
breeze,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,positive,0.844,NOUN
assign,0.02090628756598547,0.012314765403719058,-0.008591522162266411,0.008591522162266411,negative,-0.991,NOUN
cover,0.03658600324047458,0.04515413981363655,0.008568136573161973,0.008568136573161973,positive,0.179,NOUN
reasonable,0.057492290806460046,0.04925906161487623,-0.008233229191583813,0.008233229191583813,positive,0.197,ADJ
caring,0.057492290806460046,0.04925906161487623,-0.008233229191583813,0.008233229191583813,positive,0.694,NOUN
expected,0.057492290806460046,0.04925906161487623,-0.008233229191583813,0.008233229191583813,positive,0.873,VERB
sense,0.057492290806460046,0.04925906161487623,-0.008233229191583813,0.008233229191583813,positive,0.875,NOUN
friendly,0.03658600324047458,0.028734452608677807,-0.00785155063179677,0.00785155063179677,positive,0.873,ADJ
idea,0.03658600324047458,0.028734452608677807,-0.00785155063179677,0.00785155063179677,positive,0.465,NOUN
home,0.02090628756598547,0.028734452608677807,0.007828165042692337,0.007828165042692337,positive,0.497,NOUN
9,0.02090628756598547,0.028734452608677807,0.007828165042692337,0.007828165042692337,negative,0.66,NUM
loves,0.02090628756598547,0.028734452608677807,0.007828165042692337,0.007828165042692337,positive,0.796,NOUN
hate,0.02090628756598547,0.028734452608677807,0.007828165042692337,0.007828165042692337,negative,-0.66,VERB
saying,0.02090628756598547,0.028734452608677807,0.007828165042692337,0.007828165042692337,positive,0.213,VERB
tell,0.0783985783724455,0.08620335782603342,0.007804779453587915,0.007804779453587915,positive,0.934,NOUN
big,0.04181257513197094,0.04925906161487623,0.007446486482905294,0.007446486482905294,positive,0.822,ADJ
old,0.04181257513197094,0.04925906161487623,0.007446486482905294,0.007446486482905294,negative,-0.587,ADJ
rest,0.04181257513197094,0.04925906161487623,0.007446486482905294,0.007446486482905294,positive,0.821,NOUN
tricky,0.0627188626979564,0.06978367062107467,0.007064807923118269,0.007064807923118269,positive,0.825,ADJ
attend,0.12021115350441647,0.12725257583843028,0.007041422334013808,0.007041422334013808,positive,0.867,VERB
learning,0.3188208853812784,0.3119740568942162,-0.006846828487062195,0.006846828487062195,positive,0.801,VERB
response,0.0313594313489782,0.024629530807438117,-0.006729900541540084,0.006729900541540084,positive,0.638,NOUN
working,0.0313594313489782,0.024629530807438117,-0.006729900541540084,0.006729900541540084,positive,0.934,VERB
light,0.0313594313489782,0.024629530807438117,-0.006729900541540084,0.006729900541540084,positive,0.802,ADJ
friend,0.02613285945748184,0.03283937440991749,0.006706514952435655,0.006706514952435655,positive,0.776,NOUN
wonderful,0.02613285945748184,0.03283937440991749,0.006706514952435655,0.006706514952435655,positive,0.822,ADJ
session,0.02613285945748184,0.03283937440991749,0.006706514952435655,0.006706514952435655,positive,0.96,NOUN
main,0.02613285945748184,0.03283937440991749,0.006706514952435655,0.006706514952435655,positive,0.822,ADJ
hated,0.02613285945748184,0.03283937440991749,0.006706514952435655,0.006706514952435655,negative,-0.823,VERB
strong,0.04703914702346731,0.05336398341611592,0.006324836392648615,0.006324836392648615,positive,0.951,ADJ
absolute,0.04703914702346731,0.05336398341611592,0.006324836392648615,0.006324836392648615,positive,0.669,ADJ
example,0.04703914702346731,0.05336398341611592,0.006324836392648615,0.006324836392648615,positive,0.871,NOUN
believe,0.04703914702346731,0.05336398341611592,0.006324836392648615,0.006324836392648615,positive,0.96,VERB
love,0.10453143782992735,0.11083288863347153,0.006301450803544176,0.006301450803544176,positive,0.66,VERB
better,0.21951601944284743,0.2134559336644637,-0.006060085778383739,0.006060085778383739,positive,0.962,ADJ
small,0.04703914702346731,0.04104921801239686,-0.005989929011070448,0.005989929011070448,negative,-0.302,ADJ
system,0.04703914702346731,0.04104921801239686,-0.005989929011070448,0.005989929011070448,positive,0.567,NOUN
together,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,positive,0.822,ADV
spring,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,positive,0.942,VERB
breakdown,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,positive,0.986,PRT
dumb,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,negative,-0.896,ADJ
directly,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,negative,-0.822,ADV
vague,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,negative,-0.988,ADJ
feedback,0.02613285945748184,0.02052460900619843,-0.005608250451283409,0.005608250451283409,positive,0.833,NOUN
avoid,0.0313594313489782,0.03694429621115718,0.005584864862178976,0.005584864862178976,negative,-0.175,NOUN
detailed,0.0313594313489782,0.03694429621115718,0.005584864862178976,0.005584864862178976,positive,0.795,VERB
smart,0.0313594313489782,0.03694429621115718,0.005584864862178976,0.005584864862178976,positive,0.906,ADJ
doable,0.08885172215543825,0.09441320142851278,0.005561479273074529,0.005561479273074529,positive,0.204,ADJ
solid,0.04181257513197094,0.03694429621115718,-0.004868278920813762,0.004868278920813762,positive,0.859,ADJ
lose,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,negative,-0.847,ADJ
dependent,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,negative,-0.857,NOUN
ability,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,positive,0.434,NOUN
click,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,positive,0.81,NOUN
ass,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,negative,-0.835,NOUN
consist,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,positive,0.859,NOUN
slow,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,negative,-0.441,ADJ
careful,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,positive,0.865,ADJ
suck,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,negative,-0.645,NOUN
hear,0.0156797156744891,0.02052460900619843,0.0048448933317093296,0.0048448933317093296,positive,0.869,VERB
easily,0.07317200648094915,0.07799351422355405,0.004821507742604897,0.004821507742604897,positive,0.928,ADV
major,0.13589086917890555,0.13135749763966997,-0.004533371539235581,0.004533371539235581,positive,0.836,ADJ
weekend,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,positive,0.42,NOUN
wait,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,negative,-0.169,NOUN
lower,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,positive,0.178,ADV
stupid,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,negative,-0.876,ADJ
humor,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,positive,0.857,NOUN
pace,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,positive,0.91,NOUN
speed,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,positive,0.146,NOUN
effective,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,positive,0.854,ADJ
mistake,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,negative,-0.221,NOUN
sit,0.02090628756598547,0.016419687204958747,-0.004486600361026723,0.004486600361026723,negative,-0.814,NOUN
giving,0.03658600324047458,0.04104921801239686,0.004463214771922283,0.004463214771922283,positive,0.321,VERB
choose,0.03658600324047458,0.04104921801239686,0.004463214771922283,0.004463214771922283,positive,0.17,ADJ
regret,0.03658600324047458,0.04104921801239686,0.004463214771922283,0.004463214771922283,negative,-0.66,ADJ
low,0.057492290806460046,0.05336398341611592,-0.004128307390344123,0.004128307390344123,negative,-0.52,ADJ
require,0.03658600324047458,0.03283937440991749,-0.0037466288305570833,0.0037466288305570833,negative,-0.858,NOUN
perfect,0.03658600324047458,0.03283937440991749,-0.0037466288305570833,0.0037466288305570833,positive,0.832,NOUN
unfortunately,0.02090628756598547,0.024629530807438117,0.003723243241452647,0.003723243241452647,negative,-0.845,ADV
boost,0.02090628756598547,0.024629530807438117,0.003723243241452647,0.003723243241452647,positive,0.927,VERB
additionally,0.02090628756598547,0.024629530807438117,0.003723243241452647,0.003723243241452647,positive,0.815,ADV
procrastinate,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,negative,-0.153,ADJ
overwhelming,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.613,ADJ
horror,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,negative,-0.999,NOUN
quantum,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.574,NOUN
fan,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,negative,-0.951,NOUN
digestible,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.158,ADJ
busywork,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,negative,-0.245,NOUN
distribution,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.652,NOUN
recall,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.854,NOUN
prompt,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.301,NOUN
affect,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.873,NOUN
complicated,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,negative,-0.823,VERB
studies,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,negative,-0.78,NOUN
mental,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.176,VERB
importantly,0.0156797156744891,0.012314765403719058,-0.003364950270770042,0.003364950270770042,positive,0.847,ADV
wanted,0.04181257513197094,0.04515413981363655,0.003341564681665611,0.003341564681665611,negative,-0.408,VERB
free,0.09930486593843098,0.10262304503099216,0.0033181790925611854,0.0033181790925611854,positive,0.867,ADJ
say,0.21428944755135107,0.21756085546570336,0.0032714079143522923,0.0032714079143522923,positive,0.967,VERB
room,0.0313594313489782,0.028734452608677807,-0.002624978740300394,0.002624978740300394,positive,0.28,NOUN
zoom,0.0313594313489782,0.028734452608677807,-0.002624978740300394,0.002624978740300394,positive,0.323,NOUN
check,0.02613285945748184,0.028734452608677807,0.002601593151195968,0.002601593151195968,positive,0.216,NOUN
finished,0.02613285945748184,0.028734452608677807,0.002601593151195968,0.002601593151195968,positive,0.864,VERB
concise,0.02613285945748184,0.028734452608677807,0.002601593151195968,0.002601593151195968,positive,0.825,NOUN
yeah,0.02613285945748184,0.028734452608677807,0.002601593151195968,0.002601593151195968,positive,0.201,NOUN
clarify,0.02613285945748184,0.028734452608677807,0.002601593151195968,0.002601593151195968,positive,0.769,NOUN
basic,0.04703914702346731,0.04515413981363655,-0.001885007209830758,0.001885007209830758,positive,0.797,ADJ
huge,0.04703914702346731,0.04515413981363655,-0.001885007209830758,0.001885007209830758,positive,0.149,ADJ
reason,0.06794543458945278,0.06978367062107467,0.0018382360316218926,0.0018382360316218926,positive,0.184,NOUN
look,0.06794543458945278,0.06978367062107467,0.0018382360316218926,0.0018382360316218926,positive,0.951,NOUN
harder,0.1254377253959128,0.12725257583843028,0.0018148504425174738,0.0018148504425174738,negative,-0.949,ADV
requirement,0.02613285945748184,0.024629530807438117,-0.001503328650043722,0.001503328650043722,positive,0.442,NOUN
large,0.02613285945748184,0.024629530807438117,-0.001503328650043722,0.001503328650043722,positive,0.798,ADJ
fill,0.02613285945748184,0.024629530807438117,-0.001503328650043722,0.001503328650043722,positive,0.149,ADJ
personal,0.02613285945748184,0.024629530807438117,-0.001503328650043722,0.001503328650043722,positive,0.802,ADJ
condescending,0.02613285945748184,0.024629530807438117,-0.001503328650043722,0.001503328650043722,negative,-0.8,NOUN
break,0.0313594313489782,0.03283937440991749,0.0014799430609392927,0.0014799430609392927,positive,0.813,NOUN
process,0.0313594313489782,0.03283937440991749,0.0014799430609392927,0.0014799430609392927,positive,0.516,NOUN
info,0.0313594313489782,0.03283937440991749,0.0014799430609392927,0.0014799430609392927,positive,0.496,ADJ
quality,0.0313594313489782,0.03283937440991749,0.0014799430609392927,0.0014799430609392927,positive,0.825,NOUN
yes,0.0627188626979564,0.0615738270185953,-0.0011450356793611047,0.0011450356793611047,positive,0.689,NOUN
spend,0.0627188626979564,0.0615738270185953,-0.0011450356793611047,0.0011450356793611047,positive,0.816,VERB
generous,0.0627188626979564,0.0615738270185953,-0.0011450356793611047,0.0011450356793611047,positive,0.842,ADJ
approachable,0.05226571891496368,0.05336398341611592,0.0010982645011522463,0.0010982645011522463,positive,0.937,ADJ
score,0.09930486593843098,0.09851812322975247,-0.0007867427086785117,0.0007867427086785117,positive,0.835,NOUN
luck,0.04181257513197094,0.04104921801239686,-0.000763357119574079,0.000763357119574079,positive,0.861,NOUN
detail,0.04181257513197094,0.04104921801239686,-0.000763357119574079,0.000763357119574079,positive,0.868,NOUN
minimal,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,negative,-0.273,ADJ
personality,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,negative,-0.476,NOUN
preparation,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,positive,0.655,NOUN
participate,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,positive,0.837,VERB
attempt,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,positive,0.859,NOUN
run,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,negative,-0.839,VERB
works,0.0156797156744891,0.016419687204958747,0.0007399715304696464,0.0007399715304696464,positive,0.836,VERB
new,0.07317200648094915,0.07388859242231435,0.0007165859413651998,0.0007165859413651998,positive,0.845,ADJ
format,0.0783985783724455,0.07799351422355405,-0.00040506414889145137,0.00040506414889145137,negative,-0.863,ADJ
health,0.02090628756598547,0.02052460900619843,-0.0003816785597870395,0.0003816785597870395,positive,0.92,NOUN
close,0.02090628756598547,0.02052460900619843,-0.0003816785597870395,0.0003816785597870395,positive,0.841,NOUN
afraid,0.02090628756598547,0.02052460900619843,-0.0003816785597870395,0.0003816785597870395,negative,-0.563,ADJ
important,0.15157058485339467,0.15188210664586838,0.0003115217924737068,0.0003115217924737068,positive,0.815,ADJ
scheme,0.057492290806460046,0.05746890521735561,-2.338558910443267e-05,2.338558910443267e-05,negative,-0.883,NOUN
set,0.057492290806460046,0.05746890521735561,-2.338558910443267e-05,2.338558910443267e-05,positive,0.972,NOUN
offers,0.057492290806460046,0.05746890521735561,-2.338558910443267e-05,2.338558910443267e-05,positive,0.748,NOUN
