word,female,male,difference,difference_abs,POLARITY VALUE,POLARITY INTENSITY,POS
punctuality,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.721,NOUN
distract,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.804,NOUN
epiphany,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.167,ADJ
zombie,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.879,NOUN
fluke,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.82,NOUN
cholesterol,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.614,NOUN
announces,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.857,VERB
prevention,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.863,NOUN
inordinate,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.809,NOUN
williamson,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.659,NOUN
dropdown,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.213,ADJ
victorian,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.607,ADJ
unnatural,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.833,ADJ
magnificent,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.852,NOUN
cutthroat,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.794,NOUN
dining,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.843,VERB
buried,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.834,VERB
erosion,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.828,NOUN
voted,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.839,VERB
pristine,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.502,ADJ
patterson,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.944,NOUN
cosmic,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.871,ADJ
yeet,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.851,NOUN
vain,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.883,NOUN
outlier,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.461,ADJ
flair,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.802,NOUN
threaten,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.637,VERB
emerge,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.84,ADJ
companion,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.844,NOUN
preferable,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.991,ADJ
implicit,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.812,ADJ
equip,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.214,NOUN
pseudo,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.6,NOUN
madly,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.862,ADV
mutually,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,positive,0.802,ADV
endeavor,0.0001230375510605837,0.00026164777395306873,0.00013861022289248504,0.00013861022289248504,negative,-0.786,ADJ
maneuver,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.856,ADV
sour,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.215,ADJ
qualm,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,negative,-0.329,ADJ
replacement,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.882,NOUN
quicker,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.194,NOUN
chemist,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.816,NOUN
hehe,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.912,NOUN
registrar,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.884,NOUN
actuality,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,negative,-0.821,NOUN
sugar,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.777,NOUN
profoundly,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.891,ADV
arise,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.849,ADV
hungry,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,negative,-0.644,ADJ
inflation,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,negative,-0.853,NOUN
protect,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.116,VERB
positively,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,positive,0.682,ADV
omitted,0.0004921502042423348,0.000627954657487365,0.00013580445324503027,0.00013580445324503027,negative,-0.892,VERB
redo,0.0029529012254540087,0.0030874437326462115,0.00013454250719220281,0.00013454250719220281,positive,0.287,NOUN
pattern,0.0015994881637875881,0.0014652275341371852,-0.00013426062965040298,0.00013426062965040298,negative,-0.784,ADJ
objects,0.0015994881637875881,0.0014652275341371852,-0.00013426062965040298,0.00013426062965040298,negative,-0.84,NOUN
sad,0.00996604163590728,0.010099604074588453,0.00013356243868117325,0.00013356243868117325,negative,-0.549,ADJ
satisfactory,0.0008612628574240858,0.0009942615410216613,0.0001329986835975754,0.0001329986835975754,positive,0.65,ADJ
rewind,0.0008612628574240858,0.0009942615410216613,0.0001329986835975754,0.0001329986835975754,negative,-0.834,NOUN
carbon,0.0008612628574240858,0.0009942615410216613,0.0001329986835975754,0.0001329986835975754,positive,0.844,NOUN
delight,0.0008612628574240858,0.0009942615410216613,0.0001329986835975754,0.0001329986835975754,positive,1.0,NOUN
strength,0.0008612628574240858,0.0009942615410216613,0.0001329986835975754,0.0001329986835975754,positive,0.834,NOUN
sympathetic,0.0008612628574240858,0.0009942615410216613,0.0001329986835975754,0.0001329986835975754,positive,0.845,ADJ
holidays,0.0012303755106058368,0.0010989206506028888,-0.000131454860002948,0.000131454860002948,positive,0.865,NOUN
aloud,0.0012303755106058368,0.0010989206506028888,-0.000131454860002948,0.000131454860002948,positive,0.865,VERB
bibliography,0.0012303755106058368,0.0010989206506028888,-0.000131454860002948,0.000131454860002948,positive,0.525,NOUN
caliber,0.0012303755106058368,0.0013605684245559576,0.00013019291395012077,0.00013019291395012077,positive,0.833,NOUN
initiative,0.0012303755106058368,0.0013605684245559576,0.00013019291395012077,0.00013019291395012077,positive,0.937,ADJ
clean,0.0012303755106058368,0.0013605684245559576,0.00013019291395012077,0.00013019291395012077,positive,0.917,ADJ
correlation,0.0012303755106058368,0.0013605684245559576,0.00013019291395012077,0.00013019291395012077,positive,0.863,NOUN
primary,0.007874403267877356,0.007744774109010835,-0.00012962915886652066,0.00012962915886652066,positive,0.768,NOUN
insert,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,positive,0.844,NOUN
passable,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,negative,-0.828,ADJ
growing,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,positive,0.895,VERB
hanging,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,positive,0.777,VERB
roundabout,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,negative,-0.893,NOUN
offense,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,negative,-0.948,ADJ
mimic,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,negative,-0.154,ADJ
differentiate,0.0008612628574240858,0.0007326137670685926,-0.00012864909035549326,0.00012864909035549326,positive,0.934,NOUN
hit,0.010704266942270781,0.010832217841657048,0.0001279508993862668,0.0001279508993862668,negative,-0.993,VERB
differ,0.0015994881637875881,0.0017268753080902537,0.0001273871443026656,0.0001273871443026656,negative,-0.816,ADJ
careless,0.0015994881637875881,0.0017268753080902537,0.0001273871443026656,0.0001273871443026656,positive,0.28,NOUN
unbiased,0.0015994881637875881,0.0017268753080902537,0.0001273871443026656,0.0001273871443026656,positive,0.963,VERB
typing,0.0029529012254540087,0.0028257959586931425,-0.0001271052667608662,0.0001271052667608662,positive,0.818,VERB
achieve,0.004060239184999262,0.0041863643832491,0.00012612519824983792,0.00012612519824983792,positive,0.859,PRT
comforting,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.619,VERB
newly,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.827,ADV
underneath,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.549,ADJ
cement,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.787,NOUN
pod,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.807,NOUN
adult,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.85,NOUN
grossly,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.847,ADV
sympathize,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.839,ADJ
swallow,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.317,ADJ
revolutionary,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.764,NOUN
renowned,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.969,VERB
yup,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.277,ADV
respecting,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.997,VERB
padding,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.899,VERB
blink,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.602,NOUN
stroke,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.686,VERB
elite,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.879,ADJ
stale,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.784,ADJ
fuss,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.833,NOUN
nomenclature,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.807,NOUN
worn,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.834,VERB
enriched,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.837,VERB
conspiracy,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.78,NOUN
tradition,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.815,NOUN
semblance,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.859,NOUN
constitution,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.183,NOUN
thoughtfully,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.831,ADV
victim,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.839,ADJ
descriptive,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.818,NOUN
hindered,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.856,VERB
alumni,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.789,NOUN
annoys,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.222,VERB
unreadable,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.831,ADJ
iconic,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.889,ADJ
scramble,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,positive,0.891,ADJ
belittle,0.0004921502042423348,0.0003663068835342963,-0.00012584332070803846,0.00012584332070803846,negative,-0.96,ADJ
eloquent,0.001968600816969339,0.00209318219162455,0.00012458137465521085,0.00012458137465521085,negative,-0.856,ADJ
taught,0.10076775431861805,0.10089138163630332,0.00012362731768526813,0.00012362731768526813,positive,0.852,NOUN
unimpressive,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.857,ADJ
delicately,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.856,ADV
tosh,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.471,ADJ
leuven,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.983,ADJ
fertility,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.904,NOUN
castigate,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.262,NOUN
blending,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.947,VERB
reek,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.441,ADJ
overshoot,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.821,ADJ
coot,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.841,NOUN
mallet,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.171,NOUN
canoe,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.14,ADJ
clearance,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.87,NOUN
asbestos,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.189,NOUN
playful,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.879,ADJ
leathery,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.859,NOUN
yeast,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.138,NOUN
wattle,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.772,ADJ
hominoid,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.858,ADJ
homeland,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.16,NOUN
loco,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.872,NOUN
sponsor,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.843,NOUN
precocious,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.776,ADJ
mystique,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.847,NOUN
dignified,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.806,VERB
simmer,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.533,ADJ
vixen,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.851,NOUN
dawson,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.1,NOUN
aggravate,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.884,VERB
counterpoint,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.641,NOUN
abreast,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.259,NOUN
berber,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.958,NOUN
maghrib,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.997,NOUN
tootsie,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.87,NOUN
whistle,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.842,ADJ
humiliation,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.659,NOUN
dismantle,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.189,ADV
frown,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.33,ADJ
condone,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.803,NOUN
flashback,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.805,NOUN
attender,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.751,NOUN
pedestal,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.835,ADJ
biochemist,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.806,NOUN
fateful,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.952,ADJ
unfeasible,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.837,ADJ
discreet,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.658,NOUN
plaintiff,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.857,NOUN
bark,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.846,NOUN
spectrophotometric,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.938,ADJ
catalytic,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.857,ADJ
unconcern,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.831,ADJ
effectually,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.425,ADV
twin,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.889,VERB
pederasty,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.91,ADJ
melatonin,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.896,NOUN
sentience,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.177,NOUN
sycophantic,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.534,ADJ
dogmatism,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.83,NOUN
explicative,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.956,ADJ
maniacal,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.888,ADJ
stagger,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.819,NOUN
pension,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.274,NOUN
oversized,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.405,VERB
twins,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.848,NOUN
beatlemania,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.805,VERB
reminisce,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.852,NOUN
overreacting,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.37,VERB
malnutrition,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.869,NOUN
spastic,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.841,ADJ
yak,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.96,NOUN
multilayer,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.221,NOUN
feeder,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.918,NOUN
paradoxically,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.851,ADV
psychopath,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.282,ADJ
barf,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.869,NOUN
fatty,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.645,ADJ
dramatize,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.786,NOUN
paraboloid,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.163,NOUN
selectable,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.165,ADJ
stricken,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.887,ADJ
overrun,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.879,NOUN
restrain,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.318,NOUN
peppermint,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.18,NOUN
sundae,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.764,NOUN
overrule,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.822,NOUN
reductive,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.844,ADJ
feigning,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.793,NOUN
indecency,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.564,NOUN
lucifer,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.832,VERB
chaotically,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.425,ADV
ventriloquist,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.839,ADJ
numerable,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.843,ADJ
reification,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.631,NOUN
heatedly,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.867,ADV
pensive,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.882,ADJ
pessimism,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.66,NOUN
baffle,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.381,NOUN
obscenity,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.898,NOUN
developers,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.849,NOUN
phylum,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.619,VERB
leaky,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.414,ADJ
maternity,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.292,NOUN
paragon,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.837,NOUN
admonition,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.873,NOUN
fungus,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.127,NOUN
affectionately,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.672,ADV
revisable,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.671,ADJ
slimy,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.874,ADJ
existance,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.905,NOUN
vile,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.857,NOUN
assertion,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.283,NOUN
embryo,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.823,NOUN
cheek,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.211,NOUN
stabs,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.856,NOUN
overburdened,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.847,VERB
crown,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.483,ADJ
disallowed,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.841,VERB
experimentally,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.844,ADV
groundwater,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.774,ADJ
payout,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.85,NOUN
gratefulness,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.642,NOUN
bossy,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.842,NOUN
diver,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.859,NOUN
crusader,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.835,NOUN
snoozer,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.824,NOUN
ponderous,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.172,ADJ
increment,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.827,NOUN
unventilated,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.517,ADJ
feces,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.205,NOUN
squiggly,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.779,ADV
egoist,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.817,VERB
pretense,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.268,ADJ
spanglish,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.907,NOUN
underhanded,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,positive,0.822,VERB
bristly,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.826,ADV
maoist,0.0001230375510605837,0.0,-0.0001230375510605837,0.0001230375510605837,negative,-0.82,ADJ
