Professor,Class Code,Class Name,Term Taken,COVID 19 Flag,Date Submitted,Grade,Review
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted March 25, 2018",A,"Pires is a good lecturer and knows the material very well. In lecture there are always lots of clicker questions, but she gives you 2 free days, so if you have to miss a class its okay. The assignments are pretty much the same every week and include readings in the textbook along with videos and animations. There weekly graded quizzes, but they're online and you get a couple tries, so its easy to work with other people and get good grades. Pires also offers a little extra credit if you do pre-class worksheets before each class, which I highly recommend because the material is very helpful too. In the discussion there are graded worksheets, so its good to go to all the discussions. Pires is a good professor, but her office hours are pretty terrible. She is often condescending and can scare people from asking questions."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Feb. 28, 2018",B,Flipped classroom which isn't my favorite. In class was mostly clicker questions and could be unclear.
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Feb. 16, 2018",B,She's fine. LS7A is flipped classroom so the professor isn't as important in learning than in most classes.
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2018,Pre COVID-19,"Submitted Feb. 13, 2018",A,"Really enjoyed her personality and her way of explaining information. Helped get through the denser material during lectures and made you feel glad for coming to lectures. She is generous on extra credit, which helps, and her ""hard"" test problems are those she explicitly goes over during clicker questions during class or those that we are given the answers to during discussion. Was a great class. Hope I can take another class with her later in the LS series."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Feb. 11, 2018",B,I felt this class was pretty difficult being a first-year University student. A lot of the material was jam-packed and went through so quickly that it became difficult to understand at times. That being said there were extra credit points for doing pre-class assignments and points for doing the readings so you definitely had some wiggle room on the midterms. I also feel like her office hours were somewhat helpful but only if you want further information.... she won't explain a whole concept to you. I learned a lot of the information needed for this class from being in a PLF and from my TA who was amazing!! Overall this class was difficult if you had no previous AP biology experience and just having taken a regular class in high school is not going to help you.
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Jan. 28, 2018",A-,"Dr. Pires is a very interactive professor. She provides everything a student may need to succeed in this class -- extra credit assignments, small homework assignments that can boost your grade, and review sessions before midterms and finals. You read and complete worksheets before class so that you have some knowledge of the material before the actual lecture. The lectures are also bruincast.
That being said, LS7A squeezes a lot of information into a short time period, and so it can be easy to become overwhelmed or fall behind. I would recommend not only going to her office hours, but going to your TA's office hours for a more in-depth explanation on confusing topics. I would also recommend forming study groups early on; they really help when midterms come around."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Dec. 28, 2017",B,"This class was pretty tough because the exams are true and false which require you to understand the concepts at an insane level. I don't agree with the previous reviews regarding the ""easy"" level of the exams."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Dec. 27, 2017",A,"LS 7A with Deb was my favorite class Fall quarter. She was a funny and engaging lecturer, and always posted slides and lectures online that were helpful for studying for exams. Reading and completing the pre-class assignments took little time and were necessary for lecture. The midterms and finals were fairly easy, and she offers pre-class worksheets as extra credit. When taking LS 7A, definitely choose Deb!"
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Dec. 26, 2017",A,"I think this was a class that if you put time into studying you got back the grade you deserved. The assigned readings and practice exams, as well as the clicker questions, are a good review for the test and Deb gives you a lot of material to prepare for the midterms and finals. I would say that your TA matters and that you spend your discussions completing graded worksheets under their supervision and with their help. Deb and your TA's are there for you and at least my TA was always happy to answer my questions."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Dec. 24, 2017",A-,"Debbie is a really engaging professor and like the other reviews say, her class is a ""flipped classroom"". You purchase the textbook online and read all your material before class and take review quizzes. The amount of material varies, but it usually took about 1 hour to read and annotate everything. After each week, you get online practice exam questions, which are what I think was the hardest part of the class. The textbook is also used for LS 7B and 7C, so it's worth purchasing for an entire year. She doesn't use a curve to grade, so every point you get matters, but you do get 10 easy extra credit points by doing a pre-class worksheet, which is honestly really helpful for reviewing. She said that she does curve however, if the class average is below 75%, so in this case, a curve will only help you.Another thing that might affect this class is which TA you have. Each week, there's an 8 point discussion worksheet that needs to be filled out during discussion. It can be helpful to have a nice TA, otherwise you could lose points that were otherwise easy to get. Other than that, this class is very manageable and the professor is very helpful and approachable."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Dec. 23, 2017",A-,"The curriculum is taught in a flipped structure, which means you are expected to self-teach yourself the material before lecture (same for Roth-Johnson). During lecture, Deb briefly reviews the materials, but focuses mainly on clicker questions to reinforce the topics taught. The clicker questions count towards in-class participation and attendance.
The required materials are an iClicker (doesn't matter which model), and access to Biology: How Life Works on LaunchPad. This is ~$95 for 24 months access (I think 7B and 7C uses the same text). This is the online textbook to learn the materials and answer homework questions/practice quizzes/tests. Homework load isn't bad if you don't procrastinate. 
Extra credit is earned by completing the Pre-Class Worksheet before each lecture and submit it online to CCLE. This helped a lot, considering it was worth an extra 10 pts each week.
Discussion is mandatory and the worksheets and activities completed during section counts toward overall grades.
There are two midterms and one final. The questions are mostly all True/False questions, which makes it very tricky. Make sure you not only understand the concepts, but make connections to other topics and know how to apply it. Pure memorization does not help a lot during the tests, since almost all of the questions are applications.
Deb is an extremely nice professor who is there to help her students during lecture and office hours. If you put in effort in pre-class assignments, this class should be easy!"
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Dec. 22, 2017",A,"This class (no matter which professor you take) is run as a ""flipped classroom."" This means that the majority of how well you learn the material is on you. During lecture, Deb spends most of her time asking us clicker questions, meaning it is pretty much expected of you to read the material and understand it by the time class starts. That being said, she still gives a brief lecture on the material you should've read previously. There is extra credit, and the extra credit is SUPER easy. Although it doesn't add up to much (10 points total), it doesn't hurt to do it. The extra credit assignments go along with the textbook readings and are helpful to do and go over before midterms and finals.To me, Deb's tests were tricky at first. There are a lot of true/false questions and her tests contain the type of questions that really apply the concepts you have read and learned about into different situations. What I mean by this is, this is not a class you'll do well in if you're just gonna memorize everything. You really need to UNDERSTAND the concepts well in order to do well on the tests.But, you get used to the tests and the class isn't so bad! Deb is an extremely nice professor and is there to help her students. If you try and put in effort into your homework assignments and discussion section worksheets, you should be just fine."
Debra B Pires,Lifesci 7A,Cell and Molecular Biology,Fall 2017,Pre COVID-19,"Submitted Nov. 17, 2017",N/A,"As an international freshman student who had never learnt biology or related subjects before, I think it is easy to start learning life science with Deb. She is nice and interesting, and the homework are really helpful to your study. (But I guess all of the professors of 7A assign the same homeworks) Also, she offers learning goals which help us to know what knowledge should we know after taking the classes. I have never fall asleep in her class. She may not be the best professor a UCLA, but she is definitely not the worst. Also, as long as you pay reasonable amount of effort to the course ( not huge amount), you will be fine, she is definitely not a professor who will effect your score or GPA negatively."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Spring 2020,Pre COVID-19,"Submitted June 6, 2020",A+,"FOR CHEM14AE SPRING 2020: From the pandemic to the recent tension affecting our lives and communities, this quarter has been particularly challenging for all of us. While many professors have adjusted their courses and attitudes to fit the obstacles many students are currently facing, few have been as kind and accommodating as Dr. Casey. There is no other class that students are taking in which the instructional team rejoices in class memes, offers office hours on the weekend, struggles with balloons for our education’s sake and understands, uplifts and encourages all of us to succeed. When I look back on how much we’ve learned over the past quarter, we have done an exceptional amount of learning thanks to the dedication of the instructional team. It is sometimes easy to forget, but at the bare core, professors and TAs do not have a specific obligation to care deeply about student wellbeing or pay an extraordinary amount of detail in creating intentional and meaningful coursework, especially for an online pilot class during a turbulent time in our society! However, Dr. Casey and the TAs/LAs have gone above and beyond in purposefully and passionately fulfilling those additional duties this quarter, all while cultivating a positive environment during class. Dr. Casey mentioned some time during the quarter that in the best case scenario, she hoped that all of us would end the class thinking chemistry is fun. Well, after Chem14AE with her, I’m glad to say that chemistry is fun (most of the time)! Although I personally really like the quarter system, this is one of the few times I actually wish we were on the semester system. This class has been my favorite class I have taken at UCLA so far, and I’m actually sad that it is coming to an end so soon. I’ll miss reading everyone’s responses to the opening question, writing sassy responses on the lab worksheets with my team and feeling just a little more happiness in the world when Dr. Casey’s face lights up in fascination from chiweenies, carrots and random chemistry facts. It even gave me the final push to switch my major to something chem-related. What happens in this course truly is the best of UCLA, and why I love going to this school so much. I recommend everyone take this class with her.
During a normal quarter, the grade breakdown may be as follows (could change in the future):Surveys 5 points (1%)Homework 50 points (10%)Clicker Questions 40 points (8%) <--you have more than enough opportunities to earn these 40 pointsPre-Discussion Quizlet 45 points (9%) <--lowest one is droppedLearn Before Lecture 45 points (9%) <--lowest one is droppedDiscussion Worksheets 90 points (18%) <--was made out of 80 points this quarter, there were nine worksheets worth 90 points, you can miss up to 10 points to still get full credit, collaborative with lab group+LA, includes reflectionsCalibrated Peer Review 30 points (6%) <--was replaced with a group essay this quarter, not too bad, 500-600 words!Quizzes 45 points (9%) <--solitary, timed, closed book/note, lowest quiz is droppedMidterm 50 points (10%) <--collaborative with lab group, open book/note, timedFinal Exam 100 points (20%) <--was replaced with a cumulative discussion worksheet this quarter due to academic senate, collaborative with the lab group and class, open book/note, not timedTotal 500 points (There are extra credit opportunities provided as well.)
This class heavily relies on group work. You'll come to love it and your team. During discussion sections, LAs are placed with teams of four to guide you through the worksheets. This class can be challenging at times if you do not have a strong chemistry foundation, but there is a huge support system and is extremely rewarding. This class covers way more material than the regular Chem14 series but will prepare you for later courses in the series. However, you won't be spending endless hours on weekly assignments, all of which are extremely useful for coming to lecture prepared and doing well in the class. There are less weekly homework assignments than a typical science class because there is an additional hour added to discussions, which might seem terrible on the surface, but you'd rather suffer through the material with help from peers, LAs, TAs and the professor than by yourself late at night. Everything is very intentional and meaningful in this class. You MUST attend lecture. Classes are not recorded. However, you will enjoy coming to class. It's actually fun (even though we were online)! The instructional team does EVERYTHING in its power to try to help you succeed. Don't cut yourself short by not taking advantage of the resources (office hours, study lounges, LA workshops, videos, piazza discussion forum, etc.) they provide. I wish I would have known how amazing this class was going to be (I had zero clue going in), so I could have savored every moment. Good luck!"
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Spring 2020,Pre COVID-19,"Submitted June 8, 2020",A,"REVIEW FOR SPRING 2020 CHEMAE: Really not sure why there are negative reviews for Professor Casey because she is truly one of the most helpful and caring professors I've had here at UCLA. Chemistry in general is difficult but she breaks it down into much simpler topics for us to understand. If you have the oppurtunity to take the AE class, I would HIGHLY recommend it. Though there is ""extra"" class time, the extra discussion time is really essential to developing accurate conclusions and properly learning the material. You can think of it as less time needed for studying as you are essentially reviewing the material during discussion. Anyways, if anything I'd highly recommend that you take Casey for Chem14, as the grading is pretty lenient and you can still get an A in the class after a low grade on one either the midterm or final."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Fall 2017,Pre COVID-19,"Submitted May 3, 2018",A,"To put it simply: an absolutely amazing professor. Although CHEM14A with her covered a lot more material than with other professors, I do not regret taking this class with her. Dr. Casey gave amazing lectures and did everything in her power to give her students the opportunity to succeed. Her midterms and final were extremely fair, the homework is optional (but you should definitely do all of the homework), and her office hours were the most helpful office hours I've ever been to at UCLA. If Dr. Casey teaches CHEM14A again, do yourself a favor and take the class with her; you will leave her class with a newfound appreciation for chemistry and a strong foundation for the rest of the chemistry series here at UCLA."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Summer 2019,Pre COVID-19,"Submitted March 30, 2020",A-,"I would highly recommend this class. Even though it was during a six-week summer session, the class was very understandable thanks to Dr. Casey's in-depth explanations. Definitely go to her office hours, Casey is very approachable and wants you to succeed. The exams are challenging but fair. We also had a group final exam during discussion, which was more difficult, and your grade in that is dependent on the ability of your group. The textbook is confusing, so I would recommend going over the discussion worksheets and slides to better understand the content."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Spring 2019,Pre COVID-19,"Submitted March 30, 2019",A,"Casey is an absolute sweetheart. She jointly taught with Prado and Caram for our 14A class when our original professor bounced unexpectedly. There were kinda two camps of students: those that had taken AP Chem and seen 90% of what we were doing and those that this was completely new to. I was of the former, and, because of it, didn't have to do much work. The class used iclicker points based partially on if you were correct , but there are enough opportunities that you could probably never be right and still get full points. There's homework but it is not collected and I didn't find it or the book helpful in the slightest so I never utilized those. There were weekly quizzes that were awful for the first two because the time crunch was impossible, but after students voiced their concerns our instructors were completely receptive and adapted the remaining quizzes; they were then pretty easy. The midterms were a mixed bag: one had a low D average and the other had a mid B average (made easier to compensate for the first one). I got a 90% and 94% on the midterms, but then got an 81% on my final. Because we had lost the first week, the ending was kinda crammed so the final focused on a concept that I knew I didn't really understand all that well. The average was a 70%. The class was ultimately curved a couple percentage points in our favor I believe, because my raw score was an A- and I received an A. Honestly if you're worried about 14A, don't be. It's entirely do-able as long as you maintain responsibility for understanding the material. Casey is a fantastic lecturer, easily able to explain concepts at their simplest level and build it up slowly so anyone can understand. She's funny and warm and never makes anyone feel unwelcome or shut down. She is also so in-tune with her students and can sense confusion without anyone even saying anything and adapts the course in response. I would take her again in a heartbeat."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Winter 2019,Pre COVID-19,"Submitted March 21, 2019",,"Dr. Casey is my absolute favorite person on this whole planet. She is the kindest human being that you will ever meet. She is incredibly intelligent and knows everything there is to know about chemistry. If you don't understand a topic, go to office hours and she will walk you through it until you know it like the back of your hand. She genuinely cares about learning and isn't out to tank your grade. Get to know her! She gives off mom vibes! It's so comforting when youre a depressed freshman to know that there's a professor that actually cares about you and knows your name. I got lucky with her! She wasn't supposed to teach 14A this quarter but something happened to my professor and she was thrown into teaching it on day 3 of first week. I LOVE HER!!! TAKE HER!!! THANK ME LATER"
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Summer 2019,Pre COVID-19,"Submitted Feb. 10, 2020",B-,I do not like chemistry and I don't like Dr. Casey even more. She made me cry and want to drop UCLA my first quarter here. I do not recommend her. I do not recommend Chem 14A either. Pick a different major.
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Summer 2019,Pre COVID-19,"Submitted Feb. 10, 2020",B-,"This class was SO frustrating for me. As a student who is not a natural at chemistry, I knew I had to work 5x harder than the average student to achieve the same grade. However, despite going to office hours, scheduling private meetings, and studying for hours, I just couldn't get do well on her exams. Her questions are confusing and meant to trip you up, which as an incoming freshman is not conducive to a positive first quarter experience. Her class had me questioning my major and if I even deserved to go to UCLA. Her lecture style is pretty boring and her slides don't have nearly enough detail. I wanted to like her and this class but I just felt like she wanted me and the other students in her class to fail to prove her toughness as a professor. Honestly if you can take another professor for 14A I would genuinely recommend it."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Summer 2019,Pre COVID-19,"Submitted Oct. 2, 2019",A,"i enjoyed chem 14A w prof Casey. She uploads all the lecture slides a day before class, which is really awesome. imo the homework problems don't help that much with tests but are rly similar to the quizzes. Dr. Casey is super nice and approachable, and i loved taking her class. She also gives out clicker points, group finals, discussion points, surveys, etc. which helps a lot w the grade!! take her if u can!!"
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Winter 2019,Pre COVID-19,"Submitted March 29, 2019",A+,"I had Dr. Casey along with Dr. Caram and Dr. Prado, and I feel that both Dr. Prado and Dr. Casey really made me appreciate Chemistry. They were both very approachable and would answer all of my million questions during office hours. The coursework itself consists of reviewing material that will be on the quizzes and doing the recommended homework. I would 100% recommend this professor for Chem 14A."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Fall 2017,Pre COVID-19,"Submitted Nov. 5, 2018",C,"This class is very challenging. Professor Casey has a unique teaching style that I personally did not click with. She was not straightforward with her lectures or with her homework. I felt confused taking this class because I did not know exactly what to study and in what order. This class requires extreme effort to do well, as in actually going to office hours. The pdf of the textbook is on the ucla textbook page for free. I would recommend buying the solutions manual for the homework problems as they are helpful step by step guides and taught me more than anything else. Always do all of the problems recommended. Do not forget to turn in the CPR assignment-- which actually sucks. It is an actual writing assignment in a chemistry class and for south campus majors like me this is not okay. Chemistry is hard and Casey is liked and disliked but I would not recommend her."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Summer 2018,Pre COVID-19,"Submitted Nov. 1, 2018",A,"I loved her class. I was so worried about taking chemistry in college, but her class made me feel more confident in my abilities. At the beginning, the class definitely was difficult, but Dr. Casey wants you to succeed. If you are struggling, just go talk to her."
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Spring 2020,Pre COVID-19,"Submitted June 6, 2020",A,"14AE--To pass up a class taught by Dr. Casey is a huge mistake. She is one of the most wonderful professors I have ever had the privilege of learning from. She is extremely knowledgeable and clear, and never turns down a question. But what I loved most about Dr. Casey is her dedication to the students. Everything she did was to help us in any way she could. She cares more about you as an individual more than content, and that is hard to find in stem classes. Her class was fair and manageable, and I found all of the work worthwhile (no busy work). I urge you to take a class from Dr. Casey, you will NOT regret it!"
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Summer 2019,Pre COVID-19,"Submitted Feb. 11, 2020",A-,i only cried a couple of times
Jennifer Casey,Chem 14A,"Atomic and Molecular Structure, Equilibria, Acids, and Bases",Spring 2018,Pre COVID-19,"Submitted July 6, 2018",A,"I'm selling PDFs of The Chemical Principles, Official Studyguide, and Student Solutions Manual. Text me at (619) 402-5049."
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted Feb. 26, 2021",A,"I took this class fall quarter of my freshman year which was online due to covid and I'm currently in 14B with Lavelle. Even though there are already a lot of reviews for Lavelle and this class, I'm gonna try to make this as unbiased as I can.
For context: I've taken honors and AP chemistry in high school so going into this class I was already pretty well versed on general chemistry but I'm gonna try to write this with consideration of those who have little to no background in chemistry.
Pros:-Lavelle is one of the most caring and compassionate professors I've had so far and I think it's so evident even if you dont like him for other reasons you cant deny that this man truly cares about his students and wants them to succeed. Every email he sends is so heartwarming and filled with smiley faces. He is constantly encouraging students and assisting them on chemistry community in any way that he can. He even filmed all the lectures in the normal lecture hall to give us the sense that we were on campus which was a small effort but one that I think a lot of people appreciated. He also plays music at the beginning of every lecture and jams out. 10/10 Very wholesome. And he gave a lot of bonus points both in 14A and 14B (bonus questions on the midterm and an extra 10 points on the 14A final just to be kind even though he didnt have to because the average was already pretty high)
-Sooooo many resources provided by Lavelle. Basically any time of the day you want to get help you can attend an Undergraduate Assistant or TA office hours on zoom for help. Or you can ask on Chemistry Community and your question will be answered by another student relatively quickly.
Cons:-The main con I would say is that Lavelle isnt the best lecturer. You can tell that he is very enthusiastic about what he teaches but his delivery isn't the most student friendly in the sense that he doesn't convey information the most clearly. I can say this with confidence because I'll often think back to how I learned it in high school from my AP chem teacher and see that he couldve explained it much better/clearer if he had simply done in so-and-so way instead. He's definitely not the worst lecturer but there have been times where I was confused on what he was saying even though I've learned it before.
-He always goes way over time in (virtual/recorded) lectures. Almost every lecture will be around 55 min and at least once or twice a week (out of 3 total lectures per week) they will be over an hour long. I think theyve only been under 50 minutes a few times total each quarter. This is annoying when you consider the fact that the lectures would probably be a lot shorter if they were more concise and straight to the point.
-Lack of examples in lectures is another annoying con. I feel like most students learn better by doing and seeing the concepts being applied/in action. Instead we have to do all that by ourselves in the homework and textbook problems which is annoying because for people with little to no chemistry background those problems can seem insanely difficult/confusing to do on your own the first time. When we learned electrochemistry, he barely taught us how to balance redox reactions but then all the homework problems were way more difficult and complex and required concepts he never even mentioned before in class. If I didn't have my notes from AP chemistry then I would not have been able to do them and I feel bad for the students who had to figure it out on their own because of this.
Other notes:-The sapling homework and textbook assignments are very reflective of the exam difficulty. The midterms and exams are completely fair and not tricky at all. People just love to exaggerate in the GroupMe and say they are hard but truthfully, they are not. The averages are always 80% or above. TIP: do the textbook problems 2-3 days before the exam because you can always count on seeing AT LEAST one question copied word for word from the textbook. On one midterm prof explicitly stated that 30% of the midterm questions would be from the textbook.
-If you've taken AP chemistry in high school and didn't suck at it, you will be totally fine in this class. Itll be mainly review of AP chem. Just put in the time and effort and you will get an A. Near the end of 14A I slacked off a little to focus on my other classes and as a result I scored a little lower than normal on the final but that was expected and all my mistakes were silly ones that I could've corrected if I had just put in a little more time. The point: if you stay on top of things you'll be set.
-If you've never taken any chemistry before or only have taken a low level chemistry class in high school, honestly you're probably gonna struggle a little. There were people in my class who have never taken any chemistry before so you definitely wont be the only one but it wont be easy. If I took this class with Lavelle without any background in chem I probably wouldnt have gotten an A. Even though he starts off each new unit with ""review"" before moving onto the newer concepts, it still doesnt really make up for having previous chemistry knowledge. There are some things that he will simply assume you already know like molarity, how to do dimensional analysis/converting between units, what the numbers on the periodic table mean, basic polyatomics, and much more. That being said I don't know if other ""better"" professors will go over these things either since they are considered so fundamental to chemistry. 
-DONT overlook the conceptual concepts in each unit. Even though most of the homework and textbook problems are calculation problems (depending on how math-y the unit was) the exam always has a good amount of conceptual questions which generally shouldnt be an issue if you have a good understanding of the concepts we learn and understand WHY something is happening."
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2019,Pre COVID-19,"Submitted July 28, 2021",C+,"There probably is another ring in Dante's Inferno specifically for Dr. Lavelle. 
This man has an ego the size of the g*ddamn eiffel tower and thinks he is gods gift to the world. (ex: first day of class he played rock music or something at the beginning of class and people began to cheer thinking it would be a fun class and he literally stood in the center of the class and held out his arms as if they were giving him a standing ovation for curing cancer..) 
He loves to stress how many hours of extra help are offered but neglects to mention that if you don't either know EVERYTHING from AP chem or go to ALL 23 hours/week, you wont do well in this class. 
He always sped through lectures and didn't give out his slides so you couldn't go back and look at them if you missed something and he always wrote problems on the board knowing damn well that >75% of the class couldn't see the board... 
He was soo obsessed with ""chemistry community"" basically a discussion forum where he forced us to post questions and answer them to get our participation and acted as if that was a substitute for him teaching, he wouldn't post solutions to problems and act as if he was helping us figure them out for ourselves, or that chemistry community would take care of it somehow but again neglected the fact that we had to answer questions to get credit so half the answers on there were just wrong (not people trying to sabotage you though just most people didn't understand it themselves and needed credit or even those people that *thought* they understood it and were actually trying to be helpful were often wrong). 
Take this class with a different professor."
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2014,Pre COVID-19,"Submitted July 12, 2021",A,f
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted April 14, 2021",C+,"I took this class Fall quarter of 2020 on the online format and had a terrible experience. Lavelle's lectures are clear but boring and he talks really slow. But that's not even relevant. The material feels easy/manageable during lecture and the sapling assignments. In fact, you feel like you actually understand the material! But the tests are literally the hardest tests I've ever taken. Lavelle came out and said he wrote the final to be too hard and he curved it. Still only raised my F to a D, though. Anyway, he provides a lot of study sessions with TA and LAs so definitely attend those, especially workshops. Set-ups are pretty rudimentary and not helpful for tests because the tests are anything but rudimentary. It's a shame Lavelle has been teaching here for decades and yet still thinks treating Chem 14A as a weeder is a good way to inspire undergrads, especially freshmen. He's (part of) the reason I gave up on becoming a doctor :)"
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted March 19, 2021",A,"When I first looked at reviews for Lavelle before taking the class, I didn't have a good opinion of him because I was just parroting off what people had said about him only caring about his metrics and the 100+ hours of chem help offered, and the success of his website chem community.But honestly, after taking both Chem14A and Chem14B with Lavelle, that is completely false. He constantly mentions his extra help UA sessions and they are so helpful. And later in the quarter I really felt that he cared for the students as he boosted our final exam scores by 10 points when it was really hard. His class is not a free A, but it is a very doable A if you watch lectures, go to at least 1 UA session a week, do all the textbook practice problems (he includes some in his tests).Stats: MT1 100%, MT2 100%, Final 83%"
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted Feb. 17, 2021",C-,"I did not do the greatest, but I have always struggled with chemistry. He does offer a lot of help which is so worth going to. But I will say this, it is very possible to pass. He was very proud of himself for my quarter 98% of students passed his class. To pass, you just need 50% of all the points possible. I barely got over that and I got a C- so it doable!"
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted Feb. 5, 2021",A,"This professor is very clear and good at explaining. There is barely any mandatory class homework. However, for this class you really have to put in a lot of work yourself if you don't have a strong chemistry background. The tests are very similar to the textbook problems so I suggest even if it is not mandatory to do all of the textbook problems. The lectures are asynchronous which is nice but make sure to stay on top of watching them and take notes of everything. The hardest part about it being online is that the tests are multiple choice and short so if you miss more than one question you are already at a B. Tests are also proctored on zoom with your TA. Although you need to put a lot of work into this class it is very rewarding. There are also tons and tons of resources if you are confused on anything."
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted Feb. 24, 2021",A,"Lavelle goes above and beyond to make every resource possible available to his students and he's proud of it. Some find it annoying when he repeatedly mentions the UA review sessions, Step-up sessions, office hours, etc, etc that are offered, but honestly, it always made me smile. He truly cares about student understanding and it shows. At the beginning of the quarter when students said they liked the music he played before lecture, he decided to DJ for us every class. He dances around and vibes; it's amazing. 
Exams are proctored by your TA over Zoom. The exams are 1 hour long. Each question is worth a significant part of your grade so missing just 1 or 2 will cost you a lot of points. I did well on the 1st and 2nd midterm but the final was HARD. Content-wise I understood the final but the timing was off, and I was really pushing it to finish. The class is graded on a straight grading scale with no curving (he did give us an extra 10 points on the final but he said this wasn't common).
How to do well in this class: - Go to the UA sessions. Personally, these were the most helpful resource for me. - Do the assigned (but not mandatory) textbook probs because some will show up on the exams - Listen in lecture (but watch on x1.5 speed because he almost always goes overtime by at least 10 min)"
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,,Pre COVID-19,"Submitted Feb. 24, 2021",B+,"Lavelle is a fun man, and he is also quite hip. He is in with the memes, and understands the importance of ""exercising your mind and body"". For the final lecture before winter break, Lavelle displayed a GIF of a dancing orangutan, and he too got down.He is not at all self-absorbed or snobby, as some of the past posts have claimed. He is very proud of the many hours of helpful resources available to you, but only because he is happy to see you learning. I feel as if he is doing all he can to help us learn and understand the material (especially in an online setting). Before taking this class, I'd heard a lot of chemistry horror stories and I am happy to declare that I did not experience this with Professor Lavelle. I recommend taking his class."
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2019,Pre COVID-19,"Submitted Sept. 20, 2021",A,Selling textbook Chemical Principles seventh edition and solutions manual (used for both Chem 14A and 14B). Email me at [email protected] if interested!
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Winter 2021,Pre COVID-19,"Submitted June 27, 2021",A+,Selling Textbook. Contact for more details: [email protected]
Laurence Lavelle,Chem 14A,General Chemistry for Life Scientists I,Fall 2020,Pre COVID-19,"Submitted June 24, 2021",A-,"I loved this class, specifically because of Dr. Lavelle. He was amazing and so passionate about the class. Would definitely recommend the class. If anyone taking the class next year is in need of a textbook I have a perfectly good one that I will sell for half the price of the Amazon one. My email is is [email protected]!! Please message me if you are interested."
