"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"GERMAN 59 - FUCHS, R.T.",0.2,0.25,0.35,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"GLB HLT 100 - BRANDT, C.E.",0.296,NA,0.667,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA
"GLBL ST 1 - THIES, M.F.",0.261,0.333,NA,0.13,0.029,0.116,NA,NA,NA,0.014,NA,0.014,NA
"GLBL ST 10 - THIES, M.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLBL ST 120 - PARK, P.S.",0.308,0.154,0.115,NA,NA,0.231,NA,0.038,NA,NA,NA,NA,NA
"GLBL ST 140 - FRANKLIN, A.S.",0.93,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 13C - KELLEY, R.D.",0.256,0.159,0.073,0.061,0.012,0.134,0.012,NA,NA,NA,NA,NA,0.037
"HIST 140A - COREY, M.F.",0.513,0.154,0.077,0.026,NA,0.128,NA,NA,NA,NA,NA,NA,NA
"HIST 141B - HILL, M.",0.652,0.174,NA,0.087,NA,0.043,NA,NA,NA,0.043,NA,NA,NA
"HIST 142D - AVILA, E.R.",0.1,0.467,0.033,0.1,0.033,0.067,NA,NA,0.067,0.067,NA,NA,NA
"HIST 154 - CHAM, A.",0.231,0.365,NA,0.154,NA,0.135,NA,NA,NA,NA,NA,NA,NA
"HIST 179B - ZELENY, C.L.",0.839,NA,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST 180A - LAWRENCE, A.",0.258,0.129,0.258,NA,0.032,0.194,NA,NA,NA,NA,NA,NA,NA
"HIST 191A - LANGDON, J.S.",0.304,0.348,0.043,NA,NA,0.174,NA,NA,NA,NA,NA,NA,NA
"HIST 191F - MOMDJIAN, M.",0.5,0.235,0.118,NA,NA,0.088,NA,NA,NA,NA,NA,NA,NA
"HIST 1B - RUIZ, T.F.",0.415,0.094,0.226,0.038,0.019,0.038,0.019,NA,NA,NA,NA,NA,NA
"HIST 1C - HUNT, L.A.",0.397,0.068,0.356,NA,0.014,0.055,NA,NA,NA,NA,NA,NA,0.041
"HIST 5 - STEIN, S.A.",0.718,0.107,NA,0.029,0.019,0.019,0.01,NA,0.01,NA,NA,NA,0.019
"HIST 97M - WOODS, D.L.",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST M103A - COONEY, K.M.",0.2,0.233,0.3,0.033,0.033,0.067,0.067,NA,NA,NA,NA,NA,0.067
"HIST M103B - PRICE, J.R.",0.364,0.136,0.136,NA,NA,0.227,NA,NA,NA,NA,NA,NA,NA
"HIST M133C - DAYTON, E.C.",0.754,0.046,NA,0.046,NA,0.031,NA,NA,0.015,NA,NA,NA,0.015
"HIST M142C - JOSEPH, S.J.",0.526,NA,0.421,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"HIST M150B - STEVENSON, B.",0.95,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIST M150D - BROWN, S.D.",0.083,0.167,0.583,0.042,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"HIST M155 - GANTNER, D.C.",0.175,0.211,NA,0.14,NA,0.193,NA,NA,NA,NA,NA,NA,0.018
"HLT POL 100 - MAY, J.W.",0.606,0.091,0.182,NA,NA,0.091,NA,NA,NA,NA,NA,0.03,NA
"HNRS 101A - SAN JUAN, C.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 101A - TURLO, K.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 19 - STEVENSON, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 19 - TUNSTALL, J.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 19 - TUNSTALL, J.D. LEC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 26 - FISHER, C.",0.2,0.4,NA,0.114,0.029,0.257,NA,NA,NA,NA,NA,NA,NA
"HNRS M145 - ROMERO, R.C.",0.733,0.1,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033
"I A STD 1 - THIES, M.F.",0.333,0.167,NA,0.1,0.033,0.133,NA,0.033,0.167,NA,NA,NA,0.033
"I A STD 195CE - THIES, M.F.",0.938,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I A STD 31 - WOODS, D.L.",0.833,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I A STD 33 - JUNG-KIM, J.J.",0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INTL DV 1 - ANJUM, E.",0.475,0.2,0.2,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"INTL DV 1 - ANJUM, E. LEC 2",0.621,0.069,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INTL DV 110 - LOFCHIE, M.F.",0.676,0.135,NA,NA,NA,0.108,NA,NA,NA,NA,NA,NA,0.027
"INTL DV 130 - LOFCHIE, M.F.",0.717,0.196,0.022,0.043,NA,0.022,NA,NA,NA,NA,NA,NA,NA
"INTL DV 191 - VU, L.H.",0.107,0.179,0.107,0.321,0.071,0.071,NA,0.036,0.107,NA,NA,NA,NA
"INTL DV M120 - LOFCHIE, M.F.",0.455,NA,0.091,0.091,0.091,0.091,0.091,NA,NA,NA,NA,NA,0.091
"ISLM ST M20 - ALI, M.M.",0.5,0.125,NA,0.125,NA,0.062,0.062,NA,NA,NA,NA,NA,NA
"ITALIAN 1 - TOGNOZZI, E.A.",0.529,NA,0.294,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 3 - TOGNOZZI, E.A.",0.36,0.16,0.24,0.04,0.04,0.08,NA,NA,NA,NA,NA,NA,NA
"JAPAN 1 - TAYLOR, Y.",0.789,0.026,0.026,0.026,0.026,0.026,NA,NA,NA,NA,NA,NA,NA
"JAPAN 10 - NAGAI, A.",0.231,0.192,NA,0.154,0.077,0.115,0.115,NA,0.038,NA,NA,NA,NA
"JAPAN 100S - NISHIJIMA, R.",0.316,0.316,0.053,NA,0.158,0.053,NA,NA,NA,NA,NA,NA,NA
"JAPAN 155 - SHIMA, K.M.",0.171,0.143,0.571,NA,NA,0.029,NA,NA,NA,NA,NA,NA,0.057
"JAPAN 2 - TAYLOR, Y.",0.818,0.091,0.045,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"JAPAN 3 - TAYLOR, Y.",0.714,0.048,0.048,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA
"JAPAN 75 - KANESAKA, K.K.",0.468,0.091,0.234,NA,NA,0.091,NA,NA,0.026,NA,NA,NA,0.026
"JAPAN 75 - TRUSCOTT, D.M.",0.299,0.023,0.552,0.011,0.011,0.046,0.011,NA,NA,0.011,NA,NA,NA
"JAPAN C159 - SHIMA, K.M.",0.25,0.083,0.542,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"KOREA 1 - PARK, J.",0.444,0.111,0.222,0.028,NA,0.083,NA,NA,NA,NA,NA,NA,0.028
"KOREA 10 - BAE, E.Y.",0.1,NA,0.7,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"KOREA 155 - REIZMAN, L.H.",0.444,0.111,NA,0.056,NA,0.167,NA,NA,NA,NA,NA,NA,0.056
"KOREA 2 - PARK, J.",0.207,0.138,0.414,NA,NA,0.069,NA,NA,0.034,NA,NA,NA,NA
"KOREA 3 - PARK, J.",0.346,0.038,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 40 - CHOI, J.A.",0.2,0.2,0.267,0.067,NA,NA,0.067,NA,NA,NA,NA,NA,NA
"KOREA 50 - HILLMER, J.D.",0.529,0.118,0.235,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA
"LATIN 16 - BECKELHYMER, S.D.",0.333,0.111,0.222,0.056,0.056,NA,NA,NA,NA,0.056,NA,NA,NA
"LBR STD 177 - NARRO, V.H.",NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 194A - WAHEED, S.",0.607,0.25,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"LBR STD 194C - WAHEED, S.",0.893,NA,NA,NA,NA,0.036,NA,NA,0.036,NA,NA,NA,NA
"LGBTQS M114 - WOOLSEY, M.F.",0.143,0.095,0.429,NA,0.143,0.048,NA,NA,0.048,NA,NA,NA,NA
"LGBTQS M137 - ACE, J.",0.308,0.231,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LGBTQS M137 - FITZPATRICK, E.A.",0.062,0.062,0.688,0.062,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 107 - MALOY, J.P.",0.56,0.063,0.189,0.04,0.029,0.057,0.011,NA,0.034,NA,NA,NA,NA
"LIFESCI 15 - PHELAN, J.P.",0.448,0.104,0.075,0.09,0.03,0.119,0.045,NA,0.015,NA,NA,NA,NA
"LIFESCI 23L - PFLUEGL, G.M.",0.173,0.031,0.756,0.024,NA,0.008,NA,0.008,NA,NA,NA,NA,NA
"LIFESCI 23L - PFLUEGL, G.M. LEC 2",0.245,0.05,0.655,0.007,0.007,NA,NA,NA,0.007,0.007,NA,NA,NA
"LIFESCI 30A - LANNAN, R.",0.372,0.209,NA,0.116,0.023,0.07,0.047,NA,0.047,0.023,0.023,NA,0.047
"LIFESCI 30A - SHEVTSOV, J.",0.375,0.156,0.188,0.125,NA,0.125,NA,NA,0.031,NA,NA,NA,NA
"LIFESCI 30A - VENUGOPAL, S.",0.449,0.038,0.423,0.013,NA,0.064,NA,NA,NA,0.013,NA,NA,NA
"LIFESCI 30B - VENUGOPAL, S.",0.358,0.057,0.358,0.057,NA,0.057,0.038,NA,0.019,NA,NA,NA,0.019
"LIFESCI 7A - DAS, S.",0.403,0.078,NA,0.169,0.026,0.078,0.117,NA,0.026,0.026,NA,NA,0.026
"LIFESCI 7A - GUTIERREZ, M.A.",0.494,0.09,0.292,NA,0.022,0.011,0.011,NA,NA,0.022,NA,NA,NA
"LIFESCI 7A - KHANKAN, R.R.",0.364,0.152,0.03,0.121,0.121,0.061,0.061,NA,0.03,NA,NA,NA,NA
"LIFESCI 7A - MULJI, A.K.",0.619,0.119,NA,0.102,0.042,0.076,NA,NA,0.017,0.008,NA,NA,0.008
"LIFESCI 7B - KANE, T.L.",0.677,0.092,0.008,0.054,0.031,0.085,NA,NA,0.023,NA,NA,NA,NA
"LIFESCI 7B - PIRES, D.B.",0.545,0.182,NA,0.091,0.045,0.091,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 7B - ROBERTSON, S.Y.",0.378,0.293,NA,0.11,0.061,0.085,NA,NA,0.024,NA,NA,NA,0.012
"LIFESCI 7C - DAS, S.",0.364,0.243,NA,0.093,0.047,0.15,0.047,NA,0.037,NA,NA,NA,NA
"LIFESCI 7C - GUTIERREZ, M.A.",0.496,0.139,0.168,0.058,0.022,0.044,0.015,NA,0.015,NA,NA,NA,NA
"LIFESCI 7C - KHANKAN, R.R.",0.583,0.125,NA,0.083,NA,0.125,NA,NA,NA,NA,NA,NA,0.042
"LING 1 - MAJOR, T.J.",0.358,0.105,0.309,0.062,0.019,0.037,NA,NA,NA,NA,NA,NA,NA
"LING 1 - TORRENCE, W.H.",0.273,0.112,0.372,0.041,0.012,0.029,0.008,NA,NA,NA,NA,NA,0.017
"LING 103 - PRECHTEL, C.E.",0.238,0.238,0.095,0.095,0.048,NA,0.048,NA,0.048,NA,NA,NA,0.048
"LING 111 - RETT, J.L.",NA,0.25,0.083,0.167,0.083,0.167,NA,NA,NA,0.083,NA,NA,0.167
"LING 120A - KATSUDA, H.",0.25,0.179,0.143,0.107,0.107,0.036,0.036,NA,NA,0.071,NA,NA,NA
"LING 120B - RETT, J.L.",0.306,0.083,0.222,0.056,0.028,0.083,0.111,0.056,0.028,NA,NA,NA,NA
"LING 120C - O'LEARY, M.C.",0.207,0.069,0.345,NA,0.069,NA,NA,NA,0.034,0.034,NA,NA,NA
"LING 130 - LIU, M.",0.273,0.182,0.091,NA,NA,0.364,0.091,NA,NA,NA,NA,NA,NA
"LING 185A - MAYER, C.J.",0.176,NA,0.235,NA,0.059,0.059,NA,0.059,NA,0.059,NA,0.059,NA
"LING 20 - ABENINA-ADAR, M.",0.158,0.263,NA,0.105,0.158,0.211,NA,NA,NA,NA,NA,NA,0.053
"LING 20 - RETT, J.L.",0.045,0.091,0.591,0.045,0.045,0.045,NA,NA,0.045,NA,NA,NA,NA
"MAT SCI 104 - GOORSKY, M.S.",0.107,0.071,0.036,0.143,0.036,0.214,0.036,0.036,0.036,0.071,0.071,NA,NA
"MAT SCI 104 - GOORSKY, M.S. LEC 880",0.405,0.143,0.024,0.19,0.024,0.071,NA,NA,0.048,NA,NA,NA,NA
"MAT SCI 250B - YANG, J.",0.25,0.25,NA,0.1,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"MATH 1 - GREENE, M.P.",0.475,0.017,0.39,0.051,NA,NA,0.017,NA,NA,NA,NA,NA,0.034
"MATH 1 - OWAKA, E.A.",0.409,0.045,NA,0.273,0.091,0.091,0.045,NA,0.045,NA,NA,NA,NA
"MATH 110A - OUELLETTE, K.R.",0.261,0.043,0.043,0.217,0.13,0.261,NA,NA,NA,NA,NA,NA,0.043
"MATH 115A - HEMPEL, N.",0.243,0.229,0.057,0.171,0.086,0.114,0.014,NA,0.029,0.029,NA,NA,0.014
"MATH 115A - NURBEKYAN, L.",0.381,0.167,NA,NA,0.095,0.167,0.024,0.024,NA,NA,NA,NA,0.071
"MATH 131A - ARANT, T.J.",0.508,0.138,0.015,0.108,0.077,0.062,0.015,0.015,0.031,NA,NA,NA,0.015
"MATH 131A - MADRID PADILLA, J.",0.25,0.103,0.044,0.088,0.147,0.147,0.088,0.029,0.088,NA,NA,NA,0.015
"MATH 132 - ARANT, T.J.",0.561,0.024,NA,0.146,0.049,0.146,0.073,NA,NA,NA,NA,NA,NA
"MATH 134 - SALAZAR, R.",0.633,0.133,NA,0.033,0.067,0.067,0.033,0.033,NA,NA,NA,NA,NA
"MATH 135 - OUELLETTE, K.R.",0.44,0.08,0.08,0.12,0.08,NA,NA,0.08,NA,NA,NA,NA,0.04
"MATH 142 - SPROUSE, C.S.",0.581,0.097,0.032,0.065,NA,0.065,0.129,NA,NA,0.032,NA,NA,NA
"MATH 151A - VESE, L.A.",0.286,0.048,0.655,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA
"MATH 151B - DEUTSCH, S.",0.717,0.087,0.065,0.043,0.022,0.043,NA,0.022,NA,NA,NA,NA,NA
"MATH 156 - HADDOCK, J.",0.769,NA,0.038,0.038,NA,0.077,NA,NA,0.038,NA,NA,NA,0.038
"MATH 164 - MENZ, G.",0.297,0.216,0.135,0.081,0.054,0.216,NA,NA,NA,NA,NA,NA,NA
"MATH 167 - MENZ, G.",0.286,0.171,0.2,0.086,0.086,0.114,NA,NA,NA,NA,NA,NA,0.029
"MATH 170E - OZEL, E.",0.442,0.081,0.012,0.105,0.093,0.128,0.023,NA,0.058,NA,NA,NA,NA
"MATH 170S - LYU, H.",0.308,0.308,0.026,0.179,0.026,0.077,NA,0.026,0.026,NA,NA,NA,NA
"MATH 174E - LYU, H.",0.364,0.136,0.015,0.136,0.076,0.182,NA,0.03,0.015,NA,NA,NA,0.03
"MATH 177 - OZEL, E.",0.59,0.128,NA,0.077,0.013,0.051,0.026,0.038,0.038,NA,0.013,0.013,NA
"MATH 182 - GEHRET, A.R.",0.553,0.184,0.105,0.026,0.026,0.053,NA,NA,0.026,NA,NA,NA,NA
"MATH 31A - GREENE, M.P.",0.698,0.057,0.189,NA,0.019,0.019,NA,NA,NA,NA,NA,NA,0.019
"MATH 31A - SPROUSE, C.S.",0.559,0.074,0.029,0.059,NA,0.162,0.044,NA,NA,NA,NA,NA,0.015
"MATH 31B - MORENO, A.J.",0.343,0.1,NA,0.186,0.057,0.071,0.043,0.029,0.029,NA,NA,0.029,0.043
"MATH 32A - WANG, S.X.",0.258,0.29,NA,0.097,0.065,0.081,0.032,0.016,0.032,0.016,0.016,0.032,NA
"MATH 32A - WILLIS, M.S.",0.5,0.088,NA,0.221,0.015,0.103,0.074,NA,NA,NA,NA,NA,NA
"MATH 32B - GREENE, R.E.",0.171,0.171,0.114,0.229,0.071,0.057,0.1,0.014,0.029,NA,NA,NA,NA
"MATH 33A - FILIPAZZI, S.",0.47,0.194,0.022,0.06,0.022,0.164,0.037,NA,0.022,NA,NA,NA,0.007
"MATH 33B - SALAZAR, R.",0.802,0.083,NA,0.021,0.021,0.042,NA,NA,NA,NA,NA,NA,NA
"MATH 3C - GREENE, M.P.",0.5,0.033,0.367,0.033,NA,NA,NA,0.017,0.033,NA,NA,NA,NA
"MATH 61 - OZEL, E.",0.709,0.06,0.085,0.043,0.017,0.043,NA,NA,0.017,NA,NA,NA,NA
"MATH 95 - ARANT, T.J.",0.167,0.083,0.042,0.208,0.083,0.083,0.042,NA,0.042,NA,NA,NA,0.042
"MATH 98XB - OWAKA, E.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 100 - MCWHORTER, A.L.",0.25,0.05,0.2,0.05,0.15,0.1,0.05,NA,0.05,0.05,NA,NA,0.05
"MCD BIO 138 - RIGUEUR, D.",0.75,0.031,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 144 - RIGUEUR, D.",0.921,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 187AL - KACZOR-URBANOWICZ,",0.381,0.286,0.19,0.095,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 50 - MCWHORTER, A.L.",0.222,0.028,0.472,NA,NA,0.056,0.056,NA,NA,NA,NA,NA,NA
"MCD BIO 60 - GALLAGHER, K.J.",0.487,0.308,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 90 - HOOSHMAND, M.J.",0.194,0.387,0.032,0.032,0.032,0.032,0.097,0.032,0.032,NA,NA,NA,NA
"MECH&AE 103 - KAVEHPOUR, H.P.",0.29,0.323,0.29,NA,NA,0.065,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 105A - PILON, L.G.",0.269,0.308,0.192,0.077,NA,0.038,0.038,NA,NA,0.038,NA,NA,0.038
"MECH&AE 150B - ZHONG, X.",0.6,0.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 156A - MAL, A.K.",0.5,NA,NA,0.312,NA,0.125,0.062,NA,NA,NA,NA,NA,NA
"MECH&AE 161B - WIRZ, R.E.",0.333,0.056,0.167,0.056,NA,0.111,0.056,NA,0.056,NA,NA,NA,0.111
"MECH&AE 171A - KIM, D.D.",0.45,0.15,NA,0.05,NA,NA,0.075,0.05,0.05,NA,NA,NA,NA
"MECH&AE 250D - ZHONG, X.",0.929,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 256F - GUPTA, V.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 94 - SHAEFER, R.S.",0.362,0.207,0.172,0.052,0.034,0.086,0.017,NA,NA,NA,0.017,NA,NA
"MECH&AE C296A - GHONIEM, N.M.",0.062,0.062,NA,0.25,0.125,0.312,0.062,NA,NA,NA,NA,NA,NA
"MED 180 - MORENO, G.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MED 185 - HUI, K.P.",0.323,0.129,0.387,0.032,0.032,0.032,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - KLEIN, G.L.",0.151,0.132,0.038,0.075,0.075,0.283,NA,0.019,0.038,0.019,NA,NA,NA
"MGMT 120A - LU, M.",0.207,0.207,0.069,0.138,NA,0.31,NA,NA,0.034,NA,NA,NA,NA
"MGMT 120B - LU, M.",0.214,0.119,0.095,0.143,0.071,0.262,NA,0.024,0.048,NA,NA,NA,0.024
"MGMT 127A - KLEIN, G.L.",0.214,0.143,0.214,0.071,0.143,NA,0.071,0.071,NA,NA,NA,NA,NA
"MGMT 127B - GARDNER TRELOAR, J",0.6,0.067,NA,NA,NA,0.067,NA,0.067,NA,NA,NA,NA,0.067
"MGMT 142A - RAVETCH, D.S.",0.429,0.476,NA,NA,NA,0.048,0.024,NA,NA,NA,NA,NA,0.024
"MGMT 142A - RAVETCH, D.S. LEC 2",0.531,0.219,NA,0.062,NA,0.156,0.031,NA,NA,NA,NA,NA,NA
"MGMT 142B - RAVETCH, D.S.",0.682,0.091,NA,0.045,NA,0.045,0.045,NA,NA,NA,NA,NA,NA
"MGMT 160 - AGHILI, K.",0.429,0.143,0.048,0.095,NA,0.143,0.048,NA,0.095,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M.",0.2,0.2,0.05,0.1,NA,0.25,NA,0.05,NA,0.1,NA,NA,0.05
"MGMT 160 - WILSON, N.M. LEC 3",0.174,0.261,0.043,0.174,0.043,0.217,NA,0.043,NA,NA,NA,0.043,NA
"MGMT 163 - ROSTAMIAN, F.D.",0.212,0.242,0.03,0.121,NA,0.364,NA,NA,NA,NA,NA,NA,NA
"MGMT 167 - NORTHROP, G.S.",0.391,0.13,0.087,0.13,NA,0.261,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - BURRELL, R.A.",0.474,0.158,0.053,0.053,NA,0.053,NA,0.053,NA,NA,NA,NA,0.053
"MGMT 180 - FOROUZANDEH, F.",0.158,NA,0.579,NA,0.053,NA,0.053,NA,NA,NA,NA,NA,0.053
"MGMT 180 - FRANCIS, A.M.",0.062,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - FRANCIS, A.M. LEC 14",0.75,0.042,NA,NA,0.042,0.125,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - GEBHARDT, C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - KINBERG, M.H.",0.818,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - MACY, B.W.",0.929,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - RAVETCH, D.S.",0.222,0.222,NA,0.074,NA,0.222,NA,NA,NA,0.074,NA,NA,NA
"MGMT 180 - ULLMEN, J.B.",0.94,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - ULLMEN, J.B. LEC 9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 182 - ULLMEN, J.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 182 - ULLMEN, J.B. LEC 2",0.962,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 1A - WOO, E.A.",0.453,0.058,0.023,0.163,0.012,0.105,0.035,NA,NA,NA,NA,NA,NA
"MGMT 1B - GARDNER TRELOAR, J",0.336,0.136,0.018,0.136,0.1,0.036,0.045,0.027,0.064,NA,NA,0.018,0.073
"MGMT 241A - KRAMER, T.D.",0.306,0.167,NA,0.208,0.083,0.194,NA,0.014,0.028,NA,NA,NA,NA
"MGMT 265 - POLLACK, G.J.",0.284,0.418,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA
"MGMT 286 - UNZUETA, M.M.",0.153,0.475,0.017,0.085,NA,0.254,NA,NA,NA,NA,NA,NA,NA
"MGMT 295A - NATHANSON, D.A.",0.486,0.405,NA,0.027,NA,0.054,NA,NA,NA,NA,NA,NA,NA
"MGMT 295A - NATHANSON, D.A. LEC 2",0.444,0.429,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA
"MGMT 430 - BERNARDO, A.E.",0.446,0.066,0.05,0.289,0.017,0.132,NA,NA,NA,NA,NA,NA,NA
"MGMT 466B - KAHL, M.",0.462,0.154,0.051,0.128,NA,0.205,NA,NA,NA,NA,NA,NA,NA
"MGMT 488 - SCHEINROCK, J.I.",0.228,0.402,0.011,NA,NA,0.359,NA,NA,NA,NA,NA,NA,NA
"MGMT 88 - FREIXES, G.",0.462,0.077,0.033,0.264,0.011,0.143,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 439 - WACZIARG, R.T.",0.405,0.19,0.071,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 440 - BLEVINS, J.",0.167,0.167,0.133,0.167,0.167,0.2,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 440 - GEIS, G.T.",0.333,0.262,NA,0.19,NA,0.214,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 440 - GOLDSTEIN, N.J.",0.286,0.057,0.143,0.086,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 440 - HOLLENBECK, B.W.",0.474,0.158,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 440 - LEE, J.J.",0.204,0.265,0.163,0.143,NA,0.224,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 440 - TERECH, A.",0.111,0.278,NA,0.056,NA,0.556,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 427A - FOSTER, R.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 428A - SCHEINROCK, J.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 411 - CARO, F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIMG 158 - MILLER, J.H.",0.812,0.021,0.104,0.021,NA,0.021,NA,NA,NA,NA,NA,NA,NA
"MSC IND 101 - CARLOS, C.",0.731,0.115,0.038,NA,0.038,0.038,NA,NA,0.038,NA,NA,NA,NA
"MSC IND 101 - STEIN, D.",0.828,0.069,0.034,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA
"MSC IND 107A - GONZALEZ, R.",0.704,0.074,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037
"MSC IND 107A - GONZALEZ, R. LEC 2",0.667,0.048,0.238,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 112A - PASTERNAK, N.J.",0.682,0.227,0.045,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 115 - MOSELEY, A.M.",0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 55 - LEAF, D.A.",0.029,NA,0.914,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA
"MUSC 3 - KROUSE, I.",0.25,0.125,0.312,0.062,NA,NA,NA,NA,NA,NA,NA,NA,0.125
"MUSC 7 - KROUSE, I.",0.4,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 12W - BONCZYK, P.D.",0.375,0.188,0.312,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 12W - BRUNSON, K.A.",0.833,0.056,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 12W - HALLENBECK, A.",0.529,0.235,0.059,0.059,NA,0.118,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 12W - OTT, C.C.",0.789,0.105,NA,NA,0.053,NA,0.053,NA,NA,NA,NA,NA,NA
"MUSCLG 5 - KILMAN, S.M.",0.318,0.273,0.091,0.091,0.045,0.182,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 68 - BERNARD, R.S.",0.963,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
