"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"MATH 32B - GREENE, R.E.",0.179,0.179,0.119,0.239,0.075,0.06,0.104,0.015,0.03,0,0,0,0
"MATH 33A - FILIPAZZI, S.",0.47,0.194,0.022,0.06,0.022,0.164,0.037,0,0.022,0,0,0,0.007
"MATH 33B - SALAZAR, R.",0.828,0.086,0,0.022,0.022,0.043,0,0,0,0,0,0,0
"MATH 3C - GREENE, M.P.",0.508,0.034,0.373,0.034,0,0,0,0.017,0.034,0,0,0,0
"MATH 61 - OZEL, E.",0.728,0.061,0.088,0.044,0.018,0.044,0,0,0.018,0,0,0,0
"MATH 95 - ARANT, T.J.",0.211,0.105,0.053,0.263,0.105,0.105,0.053,0,0.053,0,0,0,0.053
"MCD BIO 100 - MCWHORTER, A.L.",0.25,0.05,0.2,0.05,0.15,0.1,0.05,0,0.05,0.05,0,0,0.05
"MCD BIO 138 - RIGUEUR, D.",0.889,0.037,0,0,0,0.074,0,0,0,0,0,0,0
"MCD BIO 144 - RIGUEUR, D.",0.972,0.028,0,0,0,0,0,0,0,0,0,0,0
"MCD BIO 187AL - KACZOR-URBANOWICZ,",0.381,0.286,0.19,0.095,0,0.048,0,0,0,0,0,0,0
"MCD BIO 50 - MCWHORTER, A.L.",0.267,0.033,0.567,0,0,0.067,0.067,0,0,0,0,0,0
"MCD BIO 60 - GALLAGHER, K.J.",0.576,0.364,0,0,0,0.061,0,0,0,0,0,0,0
"MCD BIO 90 - HOOSHMAND, M.J.",0.222,0.444,0.037,0.037,0.037,0.037,0.111,0.037,0.037,0,0,0,0
"MECH&AE 103 - KAVEHPOUR, H.P.",0.3,0.333,0.3,0,0,0.067,0,0,0,0,0,0,0
"MECH&AE 105A - PILON, L.G.",0.269,0.308,0.192,0.077,0,0.038,0.038,0,0,0.038,0,0,0.038
"MECH&AE 150B - ZHONG, X.",0.667,0.111,0,0,0,0.222,0,0,0,0,0,0,0
"MECH&AE 156A - MAL, A.K.",0.5,0,0,0.312,0,0.125,0.062,0,0,0,0,0,0
"MECH&AE 161B - WIRZ, R.E.",0.353,0.059,0.176,0.059,0,0.118,0.059,0,0.059,0,0,0,0.118
"MECH&AE 171A - KIM, D.D.",0.545,0.182,0,0.061,0,0,0.091,0.061,0.061,0,0,0,0
"MECH&AE 250D - ZHONG, X.",0.929,0,0,0,0,0.071,0,0,0,0,0,0,0
"MECH&AE 256F - GUPTA, V.",1,0,0,0,0,0,0,0,0,0,0,0,0
"MECH&AE 94 - SHAEFER, R.S.",0.382,0.218,0.182,0.055,0.036,0.091,0.018,0,0,0,0.018,0,0
"MECH&AE C296A - GHONIEM, N.M.",0.071,0.071,0,0.286,0.143,0.357,0.071,0,0,0,0,0,0
"MED 180 - MORENO, G.",0,0,1,0,0,0,0,0,0,0,0,0,0
"MED 185 - HUI, K.P.",0.345,0.138,0.414,0.034,0.034,0.034,0,0,0,0,0,0,0
"MGMT 108 - KLEIN, G.L.",0.182,0.159,0.045,0.091,0.091,0.341,0,0.023,0.045,0.023,0,0,0
"MGMT 120A - LU, M.",0.214,0.214,0.071,0.143,0,0.321,0,0,0.036,0,0,0,0
"MGMT 120B - LU, M.",0.214,0.119,0.095,0.143,0.071,0.262,0,0.024,0.048,0,0,0,0.024
"MGMT 127A - KLEIN, G.L.",0.231,0.154,0.231,0.077,0.154,0,0.077,0.077,0,0,0,0,0
"MGMT 127B - GARDNER TRELOAR, J",0.692,0.077,0,0,0,0.077,0,0.077,0,0,0,0,0.077
"MGMT 142A - RAVETCH, D.S.",0.473,0.365,0,0.027,0,0.095,0.027,0,0,0,0,0,0.014
"MGMT 142B - RAVETCH, D.S.",0.75,0.1,0,0.05,0,0.05,0.05,0,0,0,0,0,0
"MGMT 160 - AGHILI, K.",0.429,0.143,0.048,0.095,0,0.143,0.048,0,0.095,0,0,0,0
"MGMT 160 - WILSON, N.M.",0.186,0.233,0.047,0.14,0.023,0.233,0,0.047,0,0.047,0,0.023,0.023
"MGMT 163 - ROSTAMIAN, F.D.",0.219,0.25,0.031,0.125,0,0.375,0,0,0,0,0,0,0
"MGMT 167 - NORTHROP, G.S.",0.391,0.13,0.087,0.13,0,0.261,0,0,0,0,0,0,0
"MGMT 180 - BURRELL, R.A.",0.529,0.176,0.059,0.059,0,0.059,0,0.059,0,0,0,0,0.059
"MGMT 180 - FOROUZANDEH, F.",0.176,0,0.647,0,0.059,0,0.059,0,0,0,0,0,0.059
"MGMT 180 - FRANCIS, A.M.",0.514,0.027,0.351,0,0.027,0.081,0,0,0,0,0,0,0
"MGMT 180 - GEBHARDT, C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"MGMT 180 - KINBERG, M.H.",0.818,0.091,0.091,0,0,0,0,0,0,0,0,0,0
"MGMT 180 - MACY, B.W.",0.963,0.037,0,0,0,0,0,0,0,0,0,0,0
"MGMT 180 - RAVETCH, D.S.",0.273,0.273,0,0.091,0,0.273,0,0,0,0.091,0,0,0
"MGMT 180 - ULLMEN, J.B.",0.98,0,0.02,0,0,0,0,0,0,0,0,0,0
"MGMT 182 - ULLMEN, J.B.",0.99,0,0.01,0,0,0,0,0,0,0,0,0,0
"MGMT 1A - WOO, E.A.",0.534,0.068,0.027,0.192,0.014,0.123,0.041,0,0,0,0,0,0
"MGMT 1B - GARDNER TRELOAR, J",0.339,0.138,0.018,0.138,0.101,0.037,0.046,0.028,0.064,0,0,0.018,0.073
"MGMT 241A - KRAMER, T.D.",0.306,0.167,0,0.208,0.083,0.194,0,0.014,0.028,0,0,0,0
"MGMT 265 - POLLACK, G.J.",0.284,0.418,0,0,0,0.299,0,0,0,0,0,0,0
"MGMT 286 - UNZUETA, M.M.",0.155,0.483,0.017,0.086,0,0.259,0,0,0,0,0,0,0
"MGMT 295A - 0THANSON, D.A.",0.465,0.424,0,0.01,0,0.101,0,0,0,0,0,0,0
"MGMT 430 - BER0RDO, A.E.",0.446,0.066,0.05,0.289,0.017,0.132,0,0,0,0,0,0,0
"MGMT 466B - KAHL, M.",0.462,0.154,0.051,0.128,0,0.205,0,0,0,0,0,0,0
"MGMT 488 - SCHEINROCK, J.I.",0.228,0.402,0.011,0,0,0.359,0,0,0,0,0,0,0
"MGMT 88 - FREIXES, G.",0.467,0.078,0.033,0.267,0.011,0.144,0,0,0,0,0,0,0
"MGMTEX 439 - WACZIARG, R.T.",0.405,0.19,0.071,0,0,0.333,0,0,0,0,0,0,0
"MGMTEX 440 - BLEVINS, J.",0.167,0.167,0.133,0.167,0.167,0.2,0,0,0,0,0,0,0
"MGMTEX 440 - GEIS, G.T.",0.333,0.262,0,0.19,0,0.214,0,0,0,0,0,0,0
"MGMTEX 440 - GOLDSTEIN, N.J.",0.294,0.059,0.147,0.088,0,0.412,0,0,0,0,0,0,0
"MGMTEX 440 - HOLLENBECK, B.W.",0.474,0.158,0,0,0,0.368,0,0,0,0,0,0,0
"MGMTEX 440 - LEE, J.J.",0.204,0.265,0.163,0.143,0,0.224,0,0,0,0,0,0,0
"MGMTEX 440 - TERECH, A.",0.111,0.278,0,0.056,0,0.556,0,0,0,0,0,0,0
"MGMTMSA 411 - CARO, F.",1,0,0,0,0,0,0,0,0,0,0,0,0
"MIMG 158 - MILLER, J.H.",0.83,0.021,0.106,0.021,0,0.021,0,0,0,0,0,0,0
"MSC IND 101 - CARLOS, C.",0.731,0.115,0.038,0,0.038,0.038,0,0,0.038,0,0,0,0
"MSC IND 101 - STEIN, D.",0.857,0.071,0.036,0,0,0.036,0,0,0,0,0,0,0
"MSC IND 107A - GONZALEZ, R.",0.688,0.062,0.208,0.021,0,0,0,0,0,0,0,0,0.021
"MSC IND 112A - PASTER0K, N.J.",0.682,0.227,0.045,0.045,0,0,0,0,0,0,0,0,0
"MSC IND 115 - MOSELEY, A.M.",0.6,0,0.4,0,0,0,0,0,0,0,0,0,0
"MSC IND 55 - LEAF, D.A.",0.029,0,0.941,0,0,0,0,0,0.029,0,0,0,0
"MUSC 3 - KROUSE, I.",0.286,0.143,0.357,0.071,0,0,0,0,0,0,0,0,0.143
"MUSC 7 - KROUSE, I.",0.429,0,0.571,0,0,0,0,0,0,0,0,0,0
"MUSCLG 12W - BONCZYK, P.D.",0.375,0.188,0.312,0,0,0.125,0,0,0,0,0,0,0
"MUSCLG 12W - BRUNSON, K.A.",0.833,0.056,0.111,0,0,0,0,0,0,0,0,0,0
"MUSCLG 12W - HALLENBECK, A.",0.529,0.235,0.059,0.059,0,0.118,0,0,0,0,0,0,0
"MUSCLG 12W - OTT, C.C.",0.789,0.105,0,0,0.053,0,0.053,0,0,0,0,0,0
"MUSCLG 5 - KILMAN, S.M.",0.318,0.273,0.091,0.091,0.045,0.182,0,0,0,0,0,0,0
"MUSCLG 68 - BER0RD, R.S.",0.963,0,0.037,0,0,0,0,0,0,0,0,0,0
"MUSCLG 69 - VALDEZ-GUILLEN, K.",0.214,0.357,0.357,0,0,0.071,0,0,0,0,0,0,0
"MUSCLG 7 - GRAHAM, P.",1,0,0,0,0,0,0,0,0,0,0,0,0
"MUSCLG 8 - HANSLOWE, T.",0.963,0.037,0,0,0,0,0,0,0,0,0,0,0
"MUSCLG M137 - ACE, J.",0.615,0,0.308,0.077,0,0,0,0,0,0,0,0,0
"MUSCLG M137 - FITZPATRICK, E.A.",0.286,0.143,0.571,0,0,0,0,0,0,0,0,0,0
"NEUROSC 10 - BABIEC, W.E.",0.429,0.19,0.143,0.048,0.024,0.095,0.024,0,0,0,0,0,0.048
"NEUROSC 102 - LEBELLE, J.",0.548,0.131,0,0.024,0.036,0.143,0.048,0.012,0.024,0.024,0,0,0.012
"NEUROSC M145 - CHANDLER, S.H.",0.6,0,0.133,0.133,0,0.133,0,0,0,0,0,0,0
"NEUROSC M161 - BILDER, R.M.",0.273,0.091,0.636,0,0,0,0,0,0,0,0,0,0
"NURSING 13 - CARPENTER, C.L.",0.259,0.13,0.537,0.019,0,0.056,0,0,0,0,0,0,0
"NURSING 164 - KNOLL, M.P.",0.08,0.34,0,0.22,0.16,0.14,0,0.04,0.02,0,0,0,0
"NURSING 165 - JACOB, E.",0.412,0.216,0.255,0.039,0,0.078,0,0,0,0,0,0,0
"NURSING 175 - FREDRICKSON, J.M.",0.349,0.133,0.47,0,0,0.048,0,0,0,0,0,0,0
"NURSING 204 - THOMAS, E.A.",0.468,0.213,0.298,0,0,0.021,0,0,0,0,0,0,0
"NURSING 268 - CUENCA, E.L.",0.5,0.353,0.132,0,0,0.015,0,0,0,0,0,0,0
"NURSING 3 - CARPENTER, C.L.",0.337,0.253,0.253,0.042,0.021,0.095,0,0,0,0,0,0,0
"NURSING 408 - KEE0N, C.K.",0.1,0.5,0.4,0,0,0,0,0,0,0,0,0,0
"NURSING 410 - SHINNICK, M.A.",0.357,0,0.643,0,0,0,0,0,0,0,0,0,0
"NURSING 461 - BRIDEWELL, P.A.",0.667,0.028,0.306,0,0,0,0,0,0,0,0,0,0
"NURSING 465C - SHINNICK, M.A.",0.099,0.38,0,0.211,0.07,0.197,0.014,0.028,0,0,0,0,0
"NURSING 470A - BUSH, N.",0.4,0,0.5,0,0,0.1,0,0,0,0,0,0,0
"NURSING 50 - JUNG, S.",0.296,0.111,0.444,0,0.037,0.111,0,0,0,0,0,0,0
"PHILOS 129 - RESCORLA, M.A.",0.276,0.241,0,0.103,0.034,0.207,0,0,0.103,0,0,0,0.034
"PHILOS 155A - RESCORLA, M.A.",0.375,0.188,0.031,0.156,0,0.031,0.062,0.062,0,0.031,0.062,0,0
"PHILOS 166 - RESCORLA, M.A.",0.444,0.333,0,0.056,0,0.139,0,0,0,0,0,0,0.028
"PHILOS 177A - RESCORLA, M.A.",0.767,0.186,0,0,0,0.047,0,0,0,0,0,0,0
"PHILOS 22 - KAVKA-WARREN, A.S.",0.514,0.114,0,0.086,0.057,0.171,0,0,0,0,0,0,0.057
"PHILOS 3 - RESCORLA, M.A.",0.579,0.184,0,0.105,0.026,0.105,0,0,0,0,0,0,0
"PHILOS 31 - DE LEON, C.M.",0.444,0.074,0.037,0.037,0.185,0.074,0.074,0,0.037,0,0,0,0.037
"PHILOS 31 - ODLAND, T.",0.824,0.059,0,0.059,0,0,0.059,0,0,0,0,0,0
"PHILOS 6 - RESCORLA, M.A.",0.469,0.312,0,0,0,0.156,0,0.031,0,0,0.031,0,0
"PHILOS 7 - CRIMI, M.J.",0.258,0.29,0.226,0,0.065,0.065,0,0.065,0.032,0,0,0,0
"PHILOS 7 - JOHNSTON, K.",0.219,0.125,0,0.094,0.094,0.281,0.094,0,0.031,0,0,0,0.062
"PHILOS C119 - RESCORLA, M.A.",0.25,0.167,0,0.208,0.062,0.208,0.062,0,0.021,0,0,0,0.021
"PHILOS C127A - RESCORLA, M.A.",0.13,0.174,0,0.13,0.087,0.217,0.087,0,0.087,0,0,0.043,0.043
"PHILOS M187 - RESCORLA, M.A.",0.35,0.1,0.2,0.05,0.05,0.2,0,0.05,0,0,0,0,0
"PHYSCI 121 - CHOE, R.",0.524,0.095,0.095,0.048,0.048,0.19,0,0,0,0,0,0,0
"PHYSCI 122 - DAUER, E.A.",0.432,0.243,0.108,0.189,0.027,0,0,0,0,0,0,0,0
"PHYSCI 13 - KHANKAN, R.",0.581,0.128,0.081,0.07,0.023,0.081,0.012,0,0.012,0,0,0,0.012
"PHYSCI 136 - ESDIN, J.",0.5,0.306,0,0.056,0,0.139,0,0,0,0,0,0,0
"PHYSCI 166 - ESDIN, J.",0.784,0.059,0.02,0.02,0,0.078,0.039,0,0,0,0,0,0
"PHYSCI 3 - COOPER, R.H.",0.182,0.091,0,0.208,0.143,0.312,0.039,0,0.026,0,0,0,0
"PHYSCI 5 - ESDIN, J.",0.606,0.182,0,0.121,0,0.03,0.061,0,0,0,0,0,0
"PHYSCI M145 - CHANDLER, S.H.",0.25,0,0.125,0.312,0.188,0.125,0,0,0,0,0,0,0
"PHYSICS 10 - SIMON, M.D.",0.492,0.215,0,0.077,0.015,0.108,0,0.015,0.046,0,0,0.015,0.015
"PHYSICS 1A - BELLAFARD, A.",0.222,0.289,0,0.111,0.178,0.133,0,0,0.067,0,0,0,0
"PHYSICS 1B - CORBIN, B.",0.375,0.125,0,0.167,0.208,0.083,0.042,0,0,0,0,0,0
"PHYSICS 1B - MILLS, E.A.",0.25,0.188,0.35,0.038,0.025,0.1,0.013,0.013,0.013,0.013,0,0,0
"PHYSICS 1C - ME0CHEKANIAN, E.",0.364,0.127,0,0.273,0.036,0.091,0.036,0.036,0.018,0.018,0,0,0
"PHYSICS 1C - ROMBES III, N.D.",0.356,0.178,0.244,0.067,0,0.122,0.022,0,0.011,0,0,0,0
"PHYSICS 4AL - NI, N.",0.293,0.021,0.679,0.007,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K.",0.46,0.345,0.08,0.053,0,0.062,0,0,0,0,0,0,0
"PHYSICS 5A - BAUER, D.J.",0.424,0.134,0.262,0.07,0.012,0.064,0,0.006,0.023,0,0,0.006,0
"PHYSICS 5A - TUNG, N.C.",0.864,0.057,0,0.017,0.02,0.028,0.006,0.003,0,0,0.003,0,0.003
"PHYSICS 5B - BAUER, D.J.",0.278,0.05,0.594,0.039,0.017,0.011,0.011,0,0,0,0,0,0
"PHYSICS 5B - PAU, J.T.",0.214,0.114,0.292,0.063,0.078,0.093,0.051,0.024,0.054,0.003,0,0.009,0.003
"PHYSICS 5C - MILLS, E.A.",0.154,0.047,0.692,0.053,0.006,0.018,0.018,0.006,0.006,0,0,0,0
"PHYSICS 5C - WAUNG, R.T.",0.454,0.167,0.033,0.069,0.036,0.116,0.027,0.042,0.042,0.003,0.003,0.006,0.003
"POL SCI 10 - JOINES, J.A.",0.214,0.393,0.107,0.036,0,0.107,0.036,0,0,0,0,0,0.107
"POL SCI 119 - CUCHARO, S.J.",0.56,0.12,0,0,0,0.24,0,0,0,0,0,0,0.08
"POL SCI 119 - NORTON, A.D.",0.462,0.154,0.231,0.026,0.051,0.026,0,0,0,0,0,0,0.051
"POL SCI 122A - SHEVCHENKO, A.V.",0.157,0.129,0,0.429,0.1,0.129,0,0.014,0.014,0.014,0,0,0.014
"POL SCI 135 - SHEVCHENKO, A.V.",0.167,0.119,0,0.286,0.155,0.19,0.036,0.012,0.024,0.012,0,0,0
"POL SCI 140B - HANSON, E.G.",0.486,0.297,0.108,0,0.027,0.027,0,0,0,0,0,0.027,0.027
"POL SCI 149 - BALDWIN, E.A.",0.5,0.25,0.188,0.062,0,0,0,0,0,0,0,0,0
"POL SCI 149 - HOLLIDAY, D.E.",0.333,0.095,0.286,0.095,0,0.095,0.048,0,0.048,0,0,0,0
"POL SCI 149 - LESLIE, G.J.",0.778,0.033,0.144,0.022,0.011,0.011,0,0,0,0,0,0,0
"POL SCI 149 - RUSH, T.A.",0.364,0.182,0.273,0.091,0,0.091,0,0,0,0,0,0,0
"POL SCI 149 - SLAUGHTER, C.M.",0.5,0.182,0,0.068,0.023,0.068,0.023,0.023,0.068,0,0.023,0.023,0
"POL SCI 150 - SIMON, J.D.",0.306,0.278,0.065,0.12,0.009,0.194,0.009,0,0.009,0,0,0,0.009
"POL SCI 169 - HAMILTON, J.A.",0.389,0.278,0.278,0,0,0.056,0,0,0,0,0,0,0
"POL SCI 169 - MARTINEZ ALVAREZ,",0.308,0.115,0.462,0,0.019,0.038,0,0,0.019,0,0,0,0.038
"POL SCI 186 - GUTIERREZ, A.E.",0.877,0.015,0,0.031,0.015,0,0,0.015,0,0.015,0,0,0.031
"POL SCI 186 - LEE, J.",0.533,0.173,0,0.107,0,0.16,0,0,0.013,0,0,0,0.013
"POL SCI 195CE - BAWN, K.",0.857,0.071,0,0,0,0.071,0,0,0,0,0,0,0
"POL SCI 20 - PERRY, J.B.",0.283,0.264,0.094,0.113,0.075,0.113,0.038,0,0,0,0,0.019,0
"POL SCI 40 - HAMEL, B.T.",0.92,0.067,0,0,0,0.013,0,0,0,0,0,0,0
"POL SCI 40 - LEUNG, V.",0.371,0.371,0,0.114,0.057,0.057,0,0,0,0,0,0.029,0
"POL SCI 40 - VITALONE, A.",0.256,0.128,0.302,0.105,0.047,0.07,0.07,0.012,0.012,0,0,0,0
"POL SCI 50 - BARROS DE MELLO, F",0.293,0.317,0,0.073,0.049,0.22,0,0,0,0,0,0,0.049
"POL SCI 6 - ZHENG, B.Q.",0.174,0.217,0.217,0.13,0,0.13,0,0,0.087,0,0,0,0.043
"PSYCH 10 - GRAY, M.E.",0.872,0,0,0.064,0,0,0.043,0,0,0,0,0,0.021
"PSYCH 10 - PAQUETTE-SMITH, M.",0.352,0.124,0.306,0.036,0.021,0.062,0.026,0,0.026,0.01,0.005,0.01,0.021
"PSYCH 100A - BLAKE, A.B.",0.455,0.005,0.283,0.116,0.005,0.076,0.035,0,0.015,0.005,0,0,0.005
"PSYCH 100B - ANKOWSKI, A.N.",0.1,0.217,0.083,0.15,0.1,0.15,0.05,0.05,0.083,0,0,0.017,0
"PSYCH 100B - FIRSTENBERG, I.",0.224,0.164,0.104,0.09,0.119,0.164,0.045,0,0.075,0,0,0.015,0
"PSYCH 110 - WIKENHEISER, A.M.",0.24,0.16,0.2,0.16,0.08,0.12,0,0,0.04,0,0,0,0
"PSYCH 115 - YE, T.",0.085,0.077,0.711,0.049,0.007,0.028,0.021,0,0.014,0,0,0.007,0
"PSYCH 116 - GRISHAM, W.E.",0.227,0.273,0.091,0.136,0,0.136,0,0,0.091,0.045,0,0,0
"PSYCH 116 - WONG, J.",0.174,0.304,0.217,0.087,0.043,0.043,0,0.043,0.087,0,0,0,0
"PSYCH 118 - COX, C.",0.625,0.062,0,0.125,0,0.062,0.062,0.062,0,0,0,0,0
"PSYCH 119A - IZQUIERDO EDLER, A",0.157,0.196,0.176,0.137,0.059,0.137,0.059,0.02,0.02,0.039,0,0,0
"PSYCH 119V - ZAIDEL, D.",0.324,0.147,0,0.147,0,0.324,0,0,0.029,0.029,0,0,0
"PSYCH 120A - RISSMAN, J.A.",0.378,0.177,0.152,0.085,0.037,0.122,0.018,0.012,0.012,0.006,0,0,0
"PSYCH 124C - CASTEL, A.D.",0.057,0,0.943,0,0,0,0,0,0,0,0,0,0
"PSYCH 124G - CASTEL, A.D.",0.051,0,0.949,0,0,0,0,0,0,0,0,0,0
"PSYCH 124K - RISSMAN, J.A.",0.542,0.25,0.167,0.042,0,0,0,0,0,0,0,0,0
"PSYCH 126 - TAYLOR, S.",0.474,0.053,0.421,0,0,0,0,0,0.053,0,0,0,0
"PSYCH 127A - COX, J.R.",0.179,0.026,0.731,0.013,0,0.051,0,0,0,0,0,0,0
"PSYCH 129E - FREDERICK, D.A.",0.279,0.314,0.081,0.07,0.023,0.198,0,0,0.012,0,0.012,0,0.012
"PSYCH 129F - LEE, S.S.",0.389,0.083,0.139,0.167,0.056,0.083,0.028,0,0.056,0,0,0,0
"PSYCH 130 - PAQUETTE-SMITH, M.",0.349,0.238,0.159,0.032,0.063,0.079,0.016,0.032,0.032,0,0,0,0
"PSYCH 131 - GOFF, B.S.",0.478,0.174,0.304,0.043,0,0,0,0,0,0,0,0,0
"PSYCH 133E - JOHNSON, S.P.",0.071,0.464,0.429,0,0,0.036,0,0,0,0,0,0,0
"PSYCH 134I - BLACKSTOCK-BERNSTE",0.739,0.087,0.087,0.043,0,0.043,0,0,0,0,0,0,0
"PSYCH 135 - WARD, A.H.",0.441,0.235,0.044,0.103,0.029,0.147,0,0,0,0,0,0,0
"PSYCH 136A - SMURDA, J.D.",0.227,0.273,0,0.136,0.227,0.091,0.045,0,0,0,0,0,0
"PSYCH 137C - KARNEY, B.R.",0.208,0.125,0.146,0.021,0.104,0.167,0.042,0.062,0.083,0.021,0,0,0.021
"PSYCH 137G - LIEBERMAN, M.D.",0.395,0.184,0.211,0.105,0,0.026,0.026,0,0.026,0,0.026,0,0
"PSYCH 15 - PAQUETTE-SMITH, M.",0.237,0.237,0.289,0,0.053,0.105,0.053,0.026,0,0,0,0,0
"PSYCH 167 - TEHRANIAN, Y.J.",0.559,0.162,0.029,0.074,0.015,0.074,0.029,0.015,0.044,0,0,0,0
"PSYCH 175 - HARRELL, S.P.",0.528,0.278,0.056,0.028,0,0.111,0,0,0,0,0,0,0
"PSYCH 188B - GOFF, B.S.",0.377,0.13,0.403,0.065,0.013,0.013,0,0,0,0,0,0,0
"PSYCH 188B - MANSOLF, M.A.",0.222,0.074,0.63,0,0,0.074,0,0,0,0,0,0,0
"PSYCH 188B - MESRI, B.",0.562,0.062,0.062,0.125,0,0.125,0,0,0,0,0,0,0.062
"PSYCH 188B - WIMER, S.",0.636,0.227,0,0,0,0.091,0,0,0,0.045,0,0,0
"PSYCH 189 - HARRELL, S.P.",1,0,0,0,0,0,0,0,0,0,0,0,0
"PSYCH 20A - MANSOLF, M.A.",0.284,0.023,0.659,0.023,0,0,0.011,0,0,0,0,0,0
"PSYCH 85 - MCAULIFFE, S.P.",0.278,0.13,0.074,0.167,0.074,0.148,0.074,0.037,0,0,0,0,0.019
"PSYCH M139 - TARLETON, C.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"PSYCTRY 175 - BELZER, M.G.",0.987,0.013,0,0,0,0,0,0,0,0,0,0,0
"PSYCTRY M182 - BILDER, R.M.",0.333,0.067,0.467,0,0,0.067,0.067,0,0,0,0,0,0
"PUB AFF 10 - COVINGTON, K.L.",0.259,0.352,0.037,0.093,0.037,0.13,0.056,0,0.019,0,0,0,0.019
"PUB AFF 110 - MUKHIJA, V.",0.318,0.364,0.091,0.045,0,0.182,0,0,0,0,0,0,0
"PUB AFF 175 - LIEBEN, A.K.",0.409,0.182,0.318,0.045,0,0.045,0,0,0,0,0,0,0
"PUB AFF 30 - GILENS, M.I.",0.478,0.348,0,0.087,0.043,0,0,0,0.043,0,0,0,0
"PUB AFF 40 - GILENS, M.I.",0.561,0.122,0.146,0.098,0,0.049,0,0,0,0,0,0,0.024
"PUB AFF 80 - SANTOS, C.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"PUB AFF M109 - MUKHIJA, V.",0.286,0.143,0.143,0,0,0.429,0,0,0,0,0,0,0
"PUB PLC 10C - ROWE, B.T.",0.5,0.214,0,0.214,0,0.071,0,0,0,0,0,0,0
"RELIGN 11 - POLK, P.",0.778,0,0.111,0,0,0,0.111,0,0,0,0,0,0
"ROMANIA 103 - GALATEANU, G.",0.75,0,0.188,0.062,0,0,0,0,0,0,0,0,0
"ROMANIA 103 - MANOLESCU, Z.",0.333,0,0.2,0.067,0.067,0.333,0,0,0,0,0,0,0
"RUSSN 10 - KUDYMA, A.",0.571,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0
"SCAND 50 - WEN, P.J.",0.347,0.025,0.61,0,0.008,0.008,0,0,0,0,0,0,0
"SCAND 50W - LA PALM, K.J.",0.639,0.222,0.111,0,0,0.028,0,0,0,0,0,0,0
"SCAND 50W - PURDY, W.C.",0.9,0.05,0,0,0,0.05,0,0,0,0,0,0,0
"SCAND 50W - WEN, P.J.",0.955,0,0,0.045,0,0,0,0,0,0,0,0,0
"SCAND 50W - YAMASAKI, L.J.",0.744,0.081,0.174,0,0,0,0,0,0,0,0,0,0
"SCAND 60W - AJAY, A.",0.634,0.049,0.317,0,0,0,0,0,0,0,0,0,0
"SOC GEN 180 - KIESOW, S.M.",0.765,0.088,0.147,0,0,0,0,0,0,0,0,0,0
"SOC GEN 5 - KELTY, C.M.",0.25,0.325,0.05,0.125,0.05,0.125,0,0.025,0.025,0,0,0.025,0
"SOCIOL 1 - COLLETT, J.L.",0.569,0.072,0.241,0.02,0.015,0.037,0.011,0.006,0.013,0.004,0,0.002,0.011
"SOCIOL 101 - COLLETT, J.L.",0.17,0.152,0.143,0.098,0.143,0.179,0.036,0.018,0.027,0.009,0,0.009,0.018
"SOCIOL 102 - COLLETT, J.L.",0.311,0.207,0.131,0.104,0.023,0.153,0.027,0,0.014,0,0.005,0.005,0.023
"SOCIOL 111 - COLLETT, J.L.",0.053,0.133,0.013,0.253,0.107,0.173,0.213,0,0.04,0,0,0,0.013
"SOCIOL 128 - COLLETT, J.L.",0.514,0.284,0.055,0.046,0,0.073,0.028,0,0,0,0,0,0
"SOCIOL 130 - YERITSIAN, G.",0.156,0.13,0.039,0.351,0.091,0.13,0.039,0,0.052,0,0,0,0.013
"SOCIOL 132 - COLLETT, J.L.",0.193,0.158,0,0.193,0.158,0.175,0.035,0,0.07,0,0,0.018,0
"SOCIOL 145 - COLLETT, J.L.",0.228,0.188,0.337,0.089,0.01,0.069,0.02,0,0.03,0,0.01,0,0.02
"SOCIOL 147A - COLLETT, J.L.",0.189,0.149,0.541,0.027,0.014,0.054,0,0,0.014,0,0,0,0.014
"SOCIOL 156 - COLLETT, J.L.",0.478,0.254,0.06,0.015,0,0.119,0,0,0,0,0,0,0.075
"SOCIOL 158 - COLLETT, J.L.",0.37,0.13,0.174,0.043,0.065,0.196,0,0,0,0,0,0,0.022
"SOCIOL 169 - COLLETT, J.L.",0.333,0.381,0.048,0.095,0,0.095,0,0,0,0,0,0,0.048
"SOCIOL 171 - SIGMON, J.P.",0.63,0.23,0,0.05,0.03,0.04,0.01,0,0,0,0,0,0.01
"SOCIOL 182 - COLLETT, J.L.",0.25,0.25,0.031,0.156,0.062,0.156,0,0.031,0,0,0,0,0.062
"SOCIOL 195CE - COLLETT, J.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"SOCIOL 20 - COLLETT, J.L.",0.109,0.196,0.196,0.065,0.13,0.174,0.065,0,0.043,0,0,0,0.022
"SOCIOL M162 - COLLETT, J.L.",0.98,0,0,0,0,0,0,0,0,0.02,0,0,0
"SOCIOL M174 - COLLETT, J.L.",0.991,0,0,0.009,0,0,0,0,0,0,0,0,0
