"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"I A STD 111B - CEVIK, S.B.",0.2,0.2,0.4,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"I A STD 191 - HEUVELINE, P.C.",0.353,0.118,0.059,0.059,0.059,0.176,0.059,NA,0.118,NA,NA,NA,NA
"I A STD 195CE - THIES, M.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I E STD M20 - SMOAK, J.D.",0.639,0.111,0.167,0.056,0.028,NA,NA,NA,NA,NA,NA,NA,NA
"INDO 3 - WIJAYA, J.",0.909,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 208 - LEAZER, G.H.",0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 212 - SRINIVASAN, R.",0.804,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 279 - ZIDE, M.C.",0.25,0.167,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 289 - GOSART, J.O.",0.556,0.222,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 289 - HANSEN, L.J.",0.375,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 289 - MAACK, M.N.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 289 - TADIC, L.K.",0.5,0.125,NA,NA,NA,0.25,NA,NA,0.125,NA,NA,NA,NA
"INF STD 289 - VANCOUR, S.G.",0.167,0.667,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"INF STD 291C - DRUCKER, J.R.",0.818,NA,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"INF STD 410 - ROBERTS, S.T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 427 - MACK, C.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 433 - CASWELL, M.L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 462 - MENDES, L.H.",0.947,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 464 - GILL, M.A.",0.769,0.154,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"INTL DV 191 - CARNEY, J.A.",0.52,0.24,NA,NA,NA,0.2,NA,0.04,NA,NA,NA,NA,NA
"INTL DV 191 - HARRIS, K.K.",0.7,0.25,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INTL DV M120 - ROSS, M.L.",0.644,0.056,0.233,0.022,0.011,0.033,NA,NA,NA,NA,NA,NA,NA
"IRANIAN 140 - INGENITO, D.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRANIAN 187 - STEELE, R.",0.4,NA,NA,0.1,0.1,0.2,NA,NA,NA,NA,0.1,NA,0.1
"IRANIAN 20C - HAGIGI, L.E.",0.933,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRANIAN CM163 - MOUSAVI, S.",0.808,NA,0.154,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRANIAN M105C - SAIEDI, N.",0.897,0.086,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA
"IRANIAN M110C - MOUSAVI, S.",0.52,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLM ST M115 - YARBROUGH, L.B.",0.189,0.189,0.27,0.081,NA,0.108,0.081,NA,NA,0.027,NA,NA,0.054
"ITALIAN 1 - LAVAGNINO, C.G.",0.267,0.2,0.467,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 1 - LAVAGNINO, C.G. LEC 2",0.235,0.118,0.353,0.059,0.059,0.059,0.059,0.059,NA,NA,NA,NA,NA
"ITALIAN 1 - LAVAGNINO, C.G. LEC 3",0.412,0.235,0.235,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 121 - HARRISON, T.J.",0.636,0.273,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 2 - LAVAGNINO, C.G.",0.286,0.071,0.571,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 2 - SPANO, O.",0.636,NA,0.091,0.091,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 2 - TRUONG, H.T.",0.562,0.25,0.125,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 3 - LAVAGNINO, C.G.",0.545,0.091,0.091,0.182,NA,NA,NA,NA,0.091,NA,NA,NA,NA
"ITALIAN 3 - LAVAGNINO, C.G. LEC 3",0.455,0.045,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 3 - LAVAGNINO, C.G. LEC 4",0.476,NA,0.429,0.048,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 3 - TRUONG, H.T.",0.444,NA,0.333,NA,NA,0.111,NA,0.111,NA,NA,NA,NA,NA
"JAPAN 100C - KAWANISHI, Y.",0.706,0.235,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"JAPAN 100C - NOGAMI, Y.",0.333,0.167,NA,0.25,NA,0.167,NA,NA,0.083,NA,NA,NA,NA
"JAPAN 103B - TAKAKURA, A.H.",0.5,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAPAN 170 - KANESAKA, K.K.",0.387,0.161,0.226,0.129,0.032,0.032,NA,0.032,NA,NA,NA,NA,NA
"JAPAN 191B - LIPPIT, S.M.",0.643,NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAPAN 3 - KAWANISHI, Y.",0.773,0.114,NA,0.045,0.023,0.045,NA,NA,NA,NA,NA,NA,NA
"JAPAN 3 - TAKAKURA, A.H.",0.583,0.155,0.214,0.024,NA,0.012,NA,NA,NA,NA,NA,NA,0.012
"JAPAN 6 - IKEDA, E.",0.158,0.368,0.263,0.105,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"JAPAN 6 - MENJO, S.",0.357,0.286,NA,NA,0.071,0.214,NA,NA,NA,0.071,NA,NA,NA
"JAPAN 75 - KANESAKA, K.K.",0.733,0.068,0.159,0.006,NA,0.006,0.006,0.017,0.006,NA,NA,NA,NA
"JAPAN M120 - LEE, D.",0.462,0.192,0.231,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEWISH 170 - BONESHO, C.E.",0.615,NA,0.154,NA,NA,0.154,NA,NA,0.077,NA,NA,NA,NA
"JEWISH 177 - ALON AMIT, N.",0.556,NA,0.111,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"JEWISH M142 - DORCHIN, U.",0.75,0.167,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEWISH M80 - KLIGMAN, M.L.",0.583,0.167,0.083,0.083,NA,NA,NA,NA,NA,NA,NA,NA,0.083
"KOREA 100C - YOON, J.E.",0.591,0.364,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 104C - JU, H.",0.188,0.062,0.688,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"KOREA 180C - LEE, N.",0.357,0.071,0.071,0.214,0.071,0.107,0.036,NA,NA,NA,0.036,NA,0.036
"KOREA 184B - JUNG-KIM, J.J.",0.194,0.129,0.129,0.161,0.097,0.194,NA,NA,0.097,NA,NA,NA,NA
"KOREA 3 - CHOI, J.B.",0.288,0.034,0.661,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 3 - MITSUNAGA, J.I.",0.274,0.048,0.613,0.032,NA,0.016,NA,NA,NA,NA,NA,NA,0.016
"KOREA 3A - JU, H.",0.5,0.05,0.3,0.05,0.075,0.025,NA,NA,NA,NA,NA,NA,NA
"KOREA 6 - JEON, S.",0.533,0.033,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 80 - HANSCOM, C.P.",0.41,0.205,0.082,0.057,0.008,0.18,NA,0.016,0.016,0.008,NA,NA,0.016
"KOREA C150 - PARK, H.",0.3,0.2,0.3,0.15,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"KOREA C151 - HANSCOM, C.P.",0.5,0.167,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA CM120 - SOHN, S.S.",0.312,0.312,0.25,0.062,NA,NA,NA,NA,NA,NA,NA,0.062,NA
"LATIN 106 - VINE, B.H.",0.571,NA,0.143,NA,NA,0.143,NA,0.143,NA,NA,NA,NA,NA
"LATIN 2 - BECKELHYMER, S.D.",0.375,0.125,NA,0.125,0.125,NA,0.125,NA,0.125,NA,NA,NA,NA
"LATIN 3 - BECKELHYMER, S.D.",0.692,0.077,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LATIN 3 - BECKELHYMER, S.D. LEC 2",0.136,0.091,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LATIN 3 - BECKELHYMER, S.D. LEC 3",0.333,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 120 - LANGER, M. LEC 2",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"LAW 130 - SANDER, R.H. LEC 8",NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 148 - WINKLER, A.D. LEC 8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 202 - COLGAN, B.",0.5,NA,NA,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"LAW 205 - WENDEL, P.T.",0.333,0.333,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 211 - BERGMAN, P.B.",0.667,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 211 - REICH, P.L.",0.161,0.29,0.065,0.129,0.016,0.339,NA,NA,NA,NA,NA,NA,NA
"LAW 211 - SCALLEN, E.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 212 - RE, R.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 214 - CRENSHAW, K.W.",0.571,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 216 - MICHAELS, J.",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 220 - STARK, K.J.",0.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"LAW 230 - BANK, S.",NA,0.286,NA,0.286,NA,0.429,NA,NA,NA,NA,NA,NA,NA
"LAW 230 - KIM, S.H.",0.083,0.25,NA,0.083,0.167,0.417,NA,NA,NA,NA,NA,NA,NA
"LAW 231 - BAINBRIDGE, S.M.",0.1,0.2,NA,0.3,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"LAW 236 - PARK, J.",0.182,0.303,0.03,0.121,0.03,0.333,NA,NA,NA,NA,NA,NA,NA
"LAW 244 - STERN, S.B.",0.167,0.083,0.167,0.417,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"LAW 250 - LOPUCKI, L.M.",0.263,0.211,0.105,0.105,NA,0.316,NA,NA,NA,NA,NA,NA,NA
"LAW 251 - ZOLT, E.M.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"LAW 260 - STONE, K.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 261 - AMES, S.R.",0.111,0.222,0.111,0.111,NA,0.444,NA,NA,NA,NA,NA,NA,NA
"LAW 271 - STEINBERG, R.H.",0.333,0.167,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"LAW 273 - ACHIUME, E.T.",0.25,0.417,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"LAW 285 - CUMMINGS, S.",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 291 - OH, J.S.",0.545,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA
"LAW 295 - THAXTON, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 299 - THAXTON, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 300 - GOODMAN, P.D.",0.167,0.333,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"LAW 301 - RILEY, A.R.",0.2,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 304 - TANG, X.",0.25,0.25,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"LAW 307 - LICHTMAN, D.G.",0.261,0.13,NA,0.13,0.174,0.304,NA,NA,NA,NA,NA,NA,NA
"LAW 312 - CUMMINGS, S.",0.5,0.083,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA
"LAW 312 - LIPNER, J.M.",0.206,0.294,0.029,0.118,0.015,0.338,NA,NA,NA,NA,NA,NA,NA
"LAW 312 - WINKLER, A.D.",0.3,0.1,0.1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"LAW 317 - BALDWIN CLARK, L.J",0.333,0.167,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"LAW 321 - EICHENSEHR, K.E.",0.2,0.4,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"LAW 325 - ZATZ, N.D.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 343 - MARMORSTEIN, V.E.",0.2,0.2,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"LAW 345 - PEAKE, J.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 357 - MONSON, C.A.",0.444,0.222,0.111,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA
"LAW 386 - VILLASENOR, J.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 389 - DOLOVICH, S.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 403 - KHAN, A.M.",0.176,0.353,0.059,0.137,0.02,0.255,NA,NA,NA,NA,NA,NA,NA
"LAW 413 - PARK, J.S.",0.579,NA,0.053,0.053,NA,0.316,NA,NA,NA,NA,NA,NA,NA
"LAW 419 - KARLAN, M.S.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"LAW 434 - HABIBI, P.B.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"LAW 437 - LICHTMAN, D.G.",0.143,0.071,0.071,0.214,0.214,0.286,NA,NA,NA,NA,NA,NA,NA
"LAW 438 - PARSON, E.",0.333,0.333,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"LAW 465 - DICKER, R.",0.25,0.5,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 468 - WANG, A.",0.5,0.125,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA
"LAW 475 - REICH, P.L.",0.135,0.378,0.054,0.108,0.027,0.297,NA,NA,NA,NA,NA,NA,NA
"LAW 480 - ZIFFREN, K.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"LAW 489 - PARSON, E.",0.25,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 503 - COLGAN, B.",0.95,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 506 - PARK, J.",0.643,0.071,0.143,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"LAW 507 - STONE, K.",0.5,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 511B - NETANEL, N.W.",0.533,0.2,0.133,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"LAW 515 - MICHAELS, J.",0.769,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 525 - HEINRICH, A.",0.538,0.308,0.077,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"LAW 543 - OH, J.S.",0.867,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 551 - DOLINKO, D.H.",0.364,0.364,NA,0.182,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"LAW 560 - MALLOY, T.",0.938,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 569B - SHIFFRIN, S.",0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 572B - CRAMER, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 591 - HOROWITZ, C.",0.944,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 603 - CHACON, J.M.",0.95,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 606 - ANABTAWI, I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 613 - OLSEN, F.E.",0.727,0.091,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 668 - DOLOVICH, S.",0.364,0.455,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"LAW 670 - BALDWIN CLARK, L.J",0.588,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 675 - SEARS, R.B.",0.8,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 682 - KIM, S.H.",0.583,0.333,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 692 - SALZMAN, J.E.",0.688,0.25,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 719 - HARRIS, B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 727 - WINKLER, A.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 728 - VAN SCHILFGAARDE,",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 744 - ANABTAWI, I.",0.786,0.179,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"LAW 759 - WERTLIEB, N.J.",0.455,0.182,0.273,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"LAW 762 - BABBE, D.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 763 - KOROBKIN, S.A.",0.583,0.333,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"LAW 763 - WORRELL, R.R.",0.667,0.133,0.067,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"LAW 768 - DERIAN, S.K.",0.944,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 769 - COHEN, D.M.",0.833,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 782 - DASTEEL, J.",0.583,0.333,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"LAW 785 - SCULLY, E.P.",0.318,0.364,0.045,0.091,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"LAW 790 - BERNSTEIN, J.B.",0.583,0.167,0.167,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"LAW 790 - SCALLEN, E.",0.5,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 798 - BERNSTEIN, J.B.",0.895,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 805 - HIRSCH, R.G.",0.818,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 807 - CHRIST, A.C.",0.4,0.333,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 808 - TOMA, J.M.",0.4,0.3,NA,0.1,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"LAW 809 - SCHNAPS, A.",0.727,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 820 - BABBE, D.B.",0.667,0.25,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 908 - SCHWARTZ, J.C.",0.5,0.273,0.045,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"LAW 913 - WINTERS, D.R.",0.2,0.2,0.1,0.1,0.2,0.2,NA,NA,NA,NA,NA,NA,NA
"LAW 915 - REYNOLDS, J.L.",0.385,0.154,NA,0.154,NA,0.231,NA,NA,NA,0.077,NA,NA,NA
"LAW 918 - FEUER, J.",0.2,0.3,NA,0.2,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"LAW 926 - LOPEZ, G.P.",0.6,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAW 963 - HARRIS, C.I.",0.278,0.333,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,0.056
"LAW 972 - BIRNHOLZ, D.E.",0.211,0.211,0.105,0.053,NA,0.421,NA,NA,NA,NA,NA,NA,NA
"LAW 972 - FELDMAN, R.C.",0.235,0.294,0.118,0.059,NA,0.294,NA,NA,NA,NA,NA,NA,NA
"LAW 972 - KOROBKIN, R.",0.353,0.235,0.118,0.059,NA,0.235,NA,NA,NA,NA,NA,NA,NA
"LAW 972 - KOROBKIN, R. LEC 1D",0.286,0.19,0.095,0.143,NA,0.286,NA,NA,NA,NA,NA,NA,NA
"LAW 977 - BERNSTEIN, J.B.",0.75,0.083,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 101 - HIGBIE, F.T.",0.63,0.014,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 168 - NEWMAN, C. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 181 - RIVERA-SALGADO, G. ",0.389,0.278,0.167,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"LBR STD 188 - ESPINO, V.R. ",0.195,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 188 - GAFFNEY, L.M. ",0.949,0.026,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 191 - GRIFFEY, T.S. ",0.143,0.214,0.071,0.214,0.071,0.286,NA,NA,NA,NA,NA,NA,NA
"LBR STD 97 - HIGBIE, F.T.",NA,0.071,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD M136 - SHADDUCK-HERNAND1",0.846,0.038,NA,0.038,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"LBR STD M167 - NARRO, V.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD M173 - WONG, K. ",0.64,0.153,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LGBTQS 180SL - FLEMING, M.F.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LGBTQS 181 - WOOLSEY, M.F.",0.19,0.143,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LGBTQS 183 - MORRIS, M.B.",0.652,0.043,0.174,0.043,NA,0.043,0.043,NA,NA,NA,NA,NA,NA
"LGBTQS M137 - MORRIS, M.B. ",0.947,0.035,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA
"LIFESCI 107 - COHN, D.H.",0.541,0.125,0.185,0.064,0.018,0.067,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - COMSTOCK, L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - PIRES, D.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - SHEVTSOV, J.",0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA
"LIFESCI 192C - COMSTOCK, L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192C - PFLUEGL, G.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192C - PIRES, D.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192C - SHEVTSOV, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192D - COMSTOCK, L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192E - COMSTOCK, L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192E - ROMERO, R.R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 23L - LAZAZZERA, B.A.",0.108,0.012,0.858,0.007,0.001,0.008,0.001,NA,0.004,NA,NA,NA,NA
"LIFESCI 30A - LAZAZZERA, B.A.",0.291,0.013,0.658,NA,NA,0.025,0.013,NA,NA,NA,NA,NA,NA
"LIFESCI 30B - CONLEY, W.J.",0.725,0.021,0.168,0.031,0.014,0.021,0.007,0.003,0.003,NA,NA,NA,0.007
"LIFESCI 30B - JAROSZEWICZ, A.T.",0.791,0.013,0.124,0.013,NA,0.027,0.009,NA,0.004,NA,NA,NA,0.018
"LIFESCI 30B - LAZAZZERA, B.A.",0.706,0.059,0.118,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 40 - LAZAZZERA, B.A.",0.291,0.094,0.48,0.047,0.008,0.031,0.031,NA,0.008,NA,NA,NA,0.008
"LIFESCI 40 - LAZAZZERA, B.A. LEC 3",0.628,0.051,0.218,0.038,0.013,NA,NA,0.013,NA,NA,NA,NA,0.038
"LIFESCI 7A - CAMPBELL, D.A.",0.857,0.049,0.039,0.01,NA,0.02,0.015,NA,NA,0.005,NA,NA,0.005
"LIFESCI 7A - LAZAZZERA, B.A.",0.898,0.037,0.04,0.008,NA,0.011,NA,NA,0.003,NA,NA,NA,0.003
"LIFESCI 7B - LAZAZZERA, B.A.",0.76,0.071,0.126,0.015,NA,0.022,0.006,NA,NA,NA,NA,NA,NA
"LIFESCI 7B - PHAM, H.D.",0.764,0.105,0.018,0.033,0.014,0.047,0.011,NA,0.004,NA,NA,NA,0.004
"LIFESCI 7B - PHAM, H.D. LEC 3",0.796,0.085,0.004,0.054,0.015,0.027,0.008,NA,0.004,NA,NA,NA,0.008
"LIFESCI 7C - COOPER, R.H.",0.785,0.087,0.023,0.03,0.004,0.053,0.019,NA,NA,NA,NA,NA,NA
"LIFESCI 7C - ESDIN, J.",0.718,0.112,0.063,0.043,0.009,0.04,0.003,0.003,0.006,NA,NA,NA,0.003
"LIFESCI 7C - KHANKAN, R.R.",0.76,0.12,0.02,0.038,0.012,0.035,0.006,NA,0.006,NA,NA,NA,0.003
"LIFESCI M174 - MAYS, V.M.",0.593,0.037,0.185,0.074,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"LING 1 - TORRENCE, W.H.",0.163,0.037,0.726,0.012,0.013,0.023,0.007,0.001,0.012,NA,0.001,NA,0.004
"LING 1 - TORRENCE, W.H. LEC 2",0.417,0.083,0.25,0.083,NA,NA,0.083,NA,0.083,NA,NA,NA,NA
"LING 102 - FAYTAK, M.",0.154,0.231,0.115,0.192,0.038,0.154,NA,NA,0.038,0.077,NA,NA,NA
"LING 111 - JUN, S.",0.5,0.25,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"LING 115 - AHN, S.",0.5,0.147,0.235,0.029,NA,0.088,NA,NA,NA,NA,NA,NA,NA
