"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"DESMA 10 - HUHTAMO, E.I.",0.414,0.26,0.032,0.081,0.025,0.147,0.007,0.007,0.025,0,0,0,0.004
"DESMA 101 - HUHTAMO, E.I.",0.282,0.296,0.07,0.085,0.028,0.155,0.014,0.042,0.028,0,0,0,0
"DESMA 152 - MCWILLIAMS, C.B.",0.857,0,0,0,0.071,0,0,0,0,0.071,0,0,0
"DESMA 156 - STEINKAMP, J.J.",0.333,0.238,0.19,0.143,0,0.048,0.048,0,0,0,0,0,0
"DESMA 157 - STERN, E.I.",0.143,0.429,0.071,0,0,0.286,0.071,0,0,0,0,0,0
"DESMA 160 - ALEKHUOGIE, D.O.",0.238,0.095,0.667,0,0,0,0,0,0,0,0,0,0
"DESMA 160 - TRIANTAFYLLIDIS, T",0.143,0.333,0.238,0,0,0.286,0,0,0,0,0,0,0
"DESMA 161 - MCCARTHY, L.",0.444,0.167,0.222,0,0.056,0,0.056,0,0,0,0,0,0.056
"DESMA 171 - REAS, C.",0.444,0.278,0.111,0.111,0,0.056,0,0,0,0,0,0,0
"DESMA 172 - JIANG, Y.",0,0.364,0.636,0,0,0,0,0,0,0,0,0,0
"DESMA 21 - JIANG, Y.",0.455,0.045,0.5,0,0,0,0,0,0,0,0,0,0
"DESMA 22 - ESPOSITO, P.C.",0.643,0.071,0.214,0,0.071,0,0,0,0,0,0,0,0
"DESMA 25 - LUCAS, W.H.",0.444,0.222,0.278,0.056,0,0,0,0,0,0,0,0,0
"DESMA 289 - WILLIS, H.L.",0,0,1,0,0,0,0,0,0,0,0,0,0
"DGT HUM 101 - SANDERS, A.",0.868,0.017,0.099,0,0,0.017,0,0,0,0,0,0,0
"DGT HUM 150 - CHO, S.",0.6,0,0.133,0.067,0.067,0.067,0,0,0.067,0,0,0,0
"DGT HUM 201 - POSNER, M.",0.75,0.062,0,0.062,0.062,0.062,0,0,0,0,0,0,0
"DIS STD 101W - HER0NDEZ, F.A.",0.351,0.091,0.481,0.026,0,0.026,0.013,0,0.013,0,0,0,0
"DIS STD 195CE - MARKS, V.E.",0.867,0.067,0,0,0,0.067,0,0,0,0,0,0,0
"DIS STD M103 - WOLF, S.M.",0.455,0.273,0.182,0,0,0.091,0,0,0,0,0,0,0
"DIS STD M148 - SCHOTTMILLER, C.D.",0.967,0.033,0,0,0,0,0,0,0,0,0,0,0
"DUTCH 103A - BRIER, M.F.",0.417,0,0.542,0.042,0,0,0,0,0,0,0,0,0
"EC ENGR 100 - PAMARTI, S.",0.11,0.153,0.043,0.163,0.115,0.196,0.062,0.014,0.1,0.01,0,0.019,0.014
"EC ENGR 101A - EMAMINEJAD, S.",0.224,0.336,0.037,0.093,0.037,0.206,0,0,0.065,0,0,0,0
"EC ENGR 102 - KAO, J.C.",0.317,0.143,0.053,0.111,0.116,0.127,0.016,0.026,0.032,0.021,0.011,0.011,0.016
"EC ENGR 10H - ABIDI, A.A.",0.118,0.294,0,0.294,0.176,0.118,0,0,0,0,0,0,0
"EC ENGR 110L - MESGHALI, F.",0.333,0.222,0,0.222,0.028,0.194,0,0,0,0,0,0,0
"EC ENGR 112 - CASTANEDA, J.J.",0.556,0.074,0.296,0.037,0,0.037,0,0,0,0,0,0,0
"EC ENGR 113 - ALWAN, A.A.",0.2,0.133,0.067,0.333,0.2,0,0,0,0,0,0,0,0.067
"EC ENGR 113 - CABRIC, D.",0.151,0.132,0.094,0.151,0.132,0.132,0.019,0.075,0.113,0,0,0,0
"EC ENGR 114 - LORENZELLI, F.",0.186,0.163,0,0.163,0.14,0.279,0.023,0,0.023,0,0,0.023,0
"EC ENGR 115A - DARABI, H.",0.195,0.134,0.195,0.146,0.061,0.122,0.037,0.037,0.061,0,0,0,0.012
"EC ENGR 11L - ABIDI, A.A.",0.85,0.15,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 121B - IYER, S.S.",0.136,0.136,0.136,0.091,0.227,0.091,0.045,0.045,0.045,0,0,0,0.045
"EC ENGR 123A - CANDLER, R.N.",0.242,0.152,0,0.212,0.03,0.152,0,0,0.182,0,0,0,0.03
"EC ENGR 131A - DOLECEK, L.",0.077,0.308,0.077,0.077,0.077,0.385,0,0,0,0,0,0,0
"EC ENGR 131A - PANDYA, A.N.",0.152,0.239,0.043,0.163,0.12,0.152,0.065,0,0.065,0,0,0,0
"EC ENGR 132B - RUBIN, I.",0.4,0.182,0.036,0.055,0,0.309,0.018,0,0,0,0,0,0
"EC ENGR 133A - VANDENBERGHE, L.",0.306,0.097,0.065,0.161,0.097,0.081,0.048,0.048,0.032,0.016,0,0,0.048
"EC ENGR 163A - BABAKHANI, A.",0.136,0.227,0.182,0.045,0,0.409,0,0,0,0,0,0,0
"EC ENGR 170A - JALALI, B.",0.094,0.132,0.019,0.208,0.226,0.038,0.075,0.019,0.132,0.038,0,0,0.019
"EC ENGR 188 - BASIRKAZERUNI, S.",0.25,0,0.083,0.167,0,0.25,0,0.083,0.083,0,0,0,0.083
"EC ENGR 189 - KAO, J.C.",0.857,0,0.143,0,0,0,0,0,0,0,0,0,0
"EC ENGR 194 - OZCAN, A.",0.826,0,0.174,0,0,0,0,0,0,0,0,0,0
"EC ENGR 2 - SOKOLICH, M.",0.274,0.119,0.048,0.226,0.095,0.214,0.012,0,0.012,0,0,0,0
"EC ENGR 205A - RYU, E.K.",0.232,0.152,0.111,0.192,0.071,0.152,0.03,0,0.061,0,0,0,0
"EC ENGR 209AS - CHEN, X.",0.417,0.306,0.139,0.028,0,0.111,0,0,0,0,0,0,0
"EC ENGR 209AS - MEHTA, A.M.",0.387,0.323,0.032,0.065,0,0.161,0,0,0,0,0,0,0.032
"EC ENGR 215A - MOLOUDI, S.",0.128,0.149,0.064,0.128,0.106,0.298,0.043,0.043,0.021,0,0,0,0.021
"EC ENGR 216B - MARKOVIC, D.",0.286,0.286,0.286,0,0,0.143,0,0,0,0,0,0,0
"EC ENGR 223 - WONG, C.",0.69,0.069,0.069,0,0.069,0.103,0,0,0,0,0,0,0
"EC ENGR 230A - YAO, K.",0.273,0.545,0,0,0,0.182,0,0,0,0,0,0,0
"EC ENGR 236A - FRAGOULI, C.P.",0.255,0.314,0.01,0.137,0.029,0.225,0.02,0,0.01,0,0,0,0
"EC ENGR 239AS - KADAMBI, A.",0.475,0.35,0.013,0.088,0,0.075,0,0,0,0,0,0,0
"EC ENGR 241A - DIGGAVI, S.N.",0.485,0.121,0.03,0.061,0,0.303,0,0,0,0,0,0,0
"EC ENGR 260A - RAHMAT-SAMII, Y.",0.4,0.2,0,0.133,0,0.267,0,0,0,0,0,0,0
"EC ENGR 262 - WANG, Y.",0.455,0.182,0.091,0.091,0,0.182,0,0,0,0,0,0,0
"EC ENGR 270 - WILLIAMS, B.S.",0.409,0.318,0,0.182,0.045,0.045,0,0,0,0,0,0,0
"EC ENGR 3 - BRIGGS, D.M.",0.314,0.199,0.09,0.103,0.051,0.192,0.019,0.006,0.019,0,0.006,0,0
"EC ENGR M116C - GUPTA, P.",0.344,0.156,0,0.125,0.094,0.062,0.031,0.031,0.062,0,0.031,0.062,0
"EC ENGR M202A - SRIVASTAVA, M.B.",0.261,0.391,0.217,0.043,0,0.087,0,0,0,0,0,0,0
"EC ENGR M216A - YANG, C.K.",0.233,0.233,0,0.1,0.067,0.367,0,0,0,0,0,0,0
"EC ENGR M240A - TABUADA, P.",0.4,0,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0.1
"ECON 1 - OSEI TWUMASI, O.I.",0.157,0.099,0.066,0.157,0.083,0.182,0.116,0.066,0.066,0.008,0,0,0
"ECON 1 - ROJAS, R.R.",0.144,0.088,0.072,0.088,0.144,0.112,0.048,0.088,0.088,0.024,0.008,0.064,0.032
"ECON 101 - VOGEL, J.E.",0.219,0.082,0.087,0.112,0.107,0.153,0.031,0.02,0.122,0.041,0,0,0.026
"ECON 102 - GEEROLF, F.",0.119,0.119,0.048,0.137,0.119,0.075,0.097,0.075,0.097,0.031,0.009,0.035,0.04
"ECON 103 - CONVERY, P.D.",0.206,0.058,0.041,0.16,0.107,0.107,0.119,0.053,0.099,0.029,0.004,0.008,0.008
"ECON 103L - CONVERY, P.D.",0.206,0.058,0.041,0.16,0.107,0.107,0.119,0.053,0.099,0.029,0.004,0.008,0.008
"ECON 106M - WILLIAMS, T.J.",0.241,0.038,0.013,0.342,0.101,0.076,0.101,0.038,0.051,0,0,0,0
"ECON 106ML - WILLIAMS, T.J.",0.241,0.038,0.013,0.342,0.101,0.076,0.101,0.038,0.051,0,0,0,0
"ECON 106P - MCDEVITT, E.P.",0.153,0.109,0.131,0.213,0.131,0.131,0.055,0,0.071,0,0,0,0.005
"ECON 106PL - MCDEVITT, E.P.",0.153,0.109,0.131,0.213,0.131,0.131,0.055,0,0.071,0,0,0,0.005
"ECON 11 - MAZZOCCO, M.",0.261,0.098,0.053,0.174,0.081,0.097,0.074,0.042,0.068,0.008,0.002,0.024,0.019
"ECON 111 - OSEI TWUMASI, O.I.",0.257,0.125,0.092,0.138,0.053,0.257,0.039,0,0.039,0,0,0,0
"ECON 121 - FAJGELBAUM, P.D.",0.096,0.241,0.036,0.205,0.133,0.253,0.012,0,0.012,0,0,0,0.012
"ECON 121L - FAJGELBAUM, P.D.",0.671,0.171,0.159,0,0,0,0,0,0,0,0,0,0
"ECON 130 - LLERAS-MUNEY, A.",0.344,0.151,0.301,0.043,0.032,0.108,0.011,0,0.011,0,0,0,0
"ECON 130L - LLERAS-MUNEY, A.",0.344,0.14,0.301,0.043,0.032,0.118,0.011,0,0.011,0,0,0,0
"ECON 134 - TAKATSUKA, Y.",0.152,0.145,0.014,0.304,0.072,0.109,0.08,0.036,0.065,0.022,0,0,0
"ECON 143 - MATZKIN, R.L.",0.167,0.167,0.267,0.15,0.033,0.15,0.017,0.033,0.017,0,0,0,0
"ECON 150 - MCDEVITT, E.P.",0.186,0.085,0.11,0.203,0.059,0.136,0.076,0.034,0.093,0.017,0,0,0
"ECON 160 - SAEIDINEZHAD, E.",0.077,0.137,0.043,0.197,0.12,0.179,0.06,0.026,0.128,0.026,0,0.009,0
"ECON 167 - ATKESON, A.G.",0.718,0.282,0,0,0,0,0,0,0,0,0,0,0
"ECON 168 - SIMON, W.E.",0.513,0.487,0,0,0,0,0,0,0,0,0,0,0
"ECON 2 - SAEIDINEZHAD, E.",0.059,0.11,0.029,0.221,0.118,0.287,0.059,0.022,0.074,0,0,0.022,0
"ECON 201A - OBARA, I.",0.273,0.242,0.091,0.152,0.03,0.212,0,0,0,0,0,0,0
"ECON 202A - HANSEN, G.D.",0.182,0.091,0.091,0.273,0.091,0.273,0,0,0,0,0,0,0
"ECON 203A - HAHN, J.",0.421,0.158,0,0.105,0.053,0.263,0,0,0,0,0,0,0
"ECON 211B - MEYER-TER-VEHN, M.",0.5,0.3,0.2,0,0,0,0,0,0,0,0,0,0
"ECON 221A - GEEROLF, F.",0.333,0.167,0.333,0.083,0,0.083,0,0,0,0,0,0,0
"ECON 241 - GIORCELLI, M.",0.533,0,0.467,0,0,0,0,0,0,0,0,0,0
"ECON 261A - MAZZOCCO, M.",0.308,0.154,0.077,0,0,0.462,0,0,0,0,0,0,0
"ECON 262P - LLERAS-MUNEY, A.",0.4,0.133,0.267,0,0,0.2,0,0,0,0,0,0,0
"ECON 401A - BOARD, S.A.",0.333,0.286,0.095,0.143,0,0.143,0,0,0,0,0,0,0
"ECON 402A - OHANIAN, L.",0.288,0.327,0.115,0.077,0,0.192,0,0,0,0,0,0,0
"ECON 41 - HAHN, J.",0.079,0.105,0.079,0.105,0.105,0.158,0.079,0.079,0.105,0,0,0.053,0.053
"ECON 41 - ROJAS, R.R.",0.04,0.126,0.132,0.106,0.086,0.146,0.06,0.04,0.099,0.02,0.013,0.066,0.066
"ECON 410 - TORNELL, A.",0.114,0.043,0.843,0,0,0,0,0,0,0,0,0,0
"ECON 429A - ROTHMAN, V.",0.538,0.282,0.077,0,0,0.103,0,0,0,0,0,0,0
"ECON 429A - SHATZER, N.J.",0.3,0.367,0.067,0,0,0.267,0,0,0,0,0,0,0
"ECON 430 - ROJAS, R.R.",0.116,0.319,0.13,0.145,0.043,0.217,0,0,0.029,0,0,0,0
"ECON 431 - CONVERY, P.D.",0.217,0.203,0.072,0.188,0.014,0.304,0,0,0,0,0,0,0
"ECON 89 - MAZZOCCO, M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ECON M188 - ATKESON, A.G.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 10 - MANCEVICE, N.A.",0.429,0.208,0.351,0,0.013,0,0,0,0,0,0,0,0
"EDUC 129 - PURDY, W.C.",0.967,0,0,0,0,0,0,0,0,0,0,0,0.033
"EDUC 152A - DESJARDINS, R.",0.222,0.25,0.083,0.139,0,0.25,0,0.056,0,0,0,0,0
"EDUC 187 - DENG, M.C.",0.308,0.231,0.385,0,0.077,0,0,0,0,0,0,0,0
"EDUC 187 - KARRAS, J.E.",0.265,0.235,0.324,0.059,0,0.059,0.029,0,0.029,0,0,0,0
"EDUC 187 - MARKOWITZ, A.J.",0.368,0.211,0.053,0.158,0.079,0.132,0,0,0,0,0,0,0
"EDUC 187 - MECHIKOFF, R.A.",0.375,0.188,0,0,0.312,0.125,0,0,0,0,0,0,0
"EDUC 187 - SUAREZ-OROZCO, C.E",0.619,0.19,0.071,0.024,0.024,0.071,0,0,0,0,0,0,0
"EDUC 191B - HARRISON, O.C.",0.158,0.263,0,0.211,0,0.368,0,0,0,0,0,0,0
"EDUC 196C - NIMMO-RAMIREZ, L.A",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 196D - BANG, S.H.",0.926,0.037,0,0.037,0,0,0,0,0,0,0,0,0
"EDUC 200B - MARTINEZ-FER0NDE",0.562,0.062,0.312,0,0,0.062,0,0,0,0,0,0,0
"EDUC 200D - GARCIA, D.G.",0.833,0.083,0,0,0,0.083,0,0,0,0,0,0,0
"EDUC 204A - DORIO, J.",0,0,1,0,0,0,0,0,0,0,0,0,0
"EDUC 204B - OMWAMI, E.S.",0.538,0.077,0.308,0,0,0.077,0,0,0,0,0,0,0
"EDUC 217D - BAILEY, A.",0.684,0.105,0.211,0,0,0,0,0,0,0,0,0,0
"EDUC 222A - GOMEZ, K.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 222A - MCCARTY, T.L.",0.917,0,0.042,0.042,0,0,0,0,0,0,0,0,0
"EDUC 229 - COOPER, R.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 229 - NOGUERA, P.A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 230A - SELTZER, M.H.",0.967,0,0,0,0,0.033,0,0,0,0,0,0,0
"EDUC 230A - WEBB, N.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 234 - DESJARDINS, R.",0.417,0.5,0.083,0,0,0,0,0,0,0,0,0,0
"EDUC 250A - HURTADO, S.",0.643,0.143,0.143,0,0,0.071,0,0,0,0,0,0,0
"EDUC 250A - MCDONOUGH, P.M.",0.385,0.385,0.154,0,0,0.077,0,0,0,0,0,0,0
"EDUC 255C - JEON, M.",0.273,0,0.727,0,0,0,0,0,0,0,0,0,0
"EDUC 261F - HARRIS, J.C.",0,0,1,0,0,0,0,0,0,0,0,0,0
"EDUC 263 - JAQUETTE, O.",0.938,0.062,0,0,0,0,0,0,0,0,0,0,0
"EDUC 296I - MCADOO, D.S.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 296J - MARTINEZ-FER0NDE",0.414,0.345,0,0,0,0.241,0,0,0,0,0,0,0
"EDUC 299A - JEON, M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 299A - RIOS AGUILAR, C.",0.688,0,0.312,0,0,0,0,0,0,0,0,0,0
"EDUC 299B - BAILEY, A.",0.733,0,0.267,0,0,0,0,0,0,0,0,0,0
"EDUC 315 - KERSEY, S.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 319 - ARIAS, M.S.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 319 - LEE, J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - ALBER, R.L.",0.231,0.154,0.615,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - 0VA-LANDEROS, I.",0.444,0.111,0.444,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - PARK, J.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - PEREZ, E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 35 - TOBIASON, G.A.",0.338,0.169,0.197,0.07,0.07,0.07,0.014,0.028,0.028,0,0,0,0.014
"EDUC 405A - ALBER, R.L.",0.385,0.154,0.462,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - ARIAS, M.S.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - LEE, D.O.",0.938,0.062,0,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - PARK, J.J.",0.933,0,0.033,0,0,0,0,0.033,0,0,0,0,0
"EDUC 405A - RAFI, F.H.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - LOPEZ, E.F.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - NOGUERA, P.A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - SANTIBANEZ, L.",0.625,0.094,0.188,0,0.031,0.062,0,0,0,0,0,0,0
"EDUC 406B - GUILLEN, L.I.",0.933,0,0,0.067,0,0,0,0,0,0,0,0,0
"EDUC 407 - DARBY, J.T.",0.857,0,0.143,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - ORELLA0, M.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - SANDOVAL, W.A.",0.5,0.308,0.077,0.038,0.038,0,0,0,0,0,0,0,0.038
"EDUC 411 - CHRISTIE, C.A.",0.793,0.069,0.138,0,0,0,0,0,0,0,0,0,0
"EDUC 413A - 0VARRO, B.A.",0.85,0.15,0,0,0,0,0,0,0,0,0,0,0
"EDUC 425 - RAFI, F.H.",0.816,0,0.184,0,0,0,0,0,0,0,0,0,0
"EDUC 448B - GOMEZ, L.M.",0.621,0,0.379,0,0,0,0,0,0,0,0,0,0
"EDUC 451 - COOPER, R.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 452A - MCDONOUGH, P.M.",0.6,0,0.4,0,0,0,0,0,0,0,0,0,0
"EDUC 455 - DURKIN, D.",0.708,0.042,0.25,0,0,0,0,0,0,0,0,0,0
"EDUC 458A - DURKIN, D.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - GREEN, R.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - KERSEY, S.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - LOPEZ, E.F.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - 0VA-LANDEROS, I.",0.885,0,0.115,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - GREEN, R.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - KERSEY, S.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - LOPEZ, E.F.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - 0PLES, R.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - 0VA-LANDEROS, I.",0.483,0.069,0.448,0,0,0,0,0,0,0,0,0,0
"EDUC 499A - DURKIN, D.",0.962,0.038,0,0,0,0,0,0,0,0,0,0,0
"EDUC C209A - ALLEN, W.R.",0.828,0.069,0.103,0,0,0,0,0,0,0,0,0,0
"EDUC CM178 - HAMMER, R.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC M102 - GARCIA, D.G.",0.25,0.281,0,0.062,0.172,0.125,0.031,0.016,0.031,0,0,0.016,0.016
"EDUC M194B - ORELLA0, M.E.",0.632,0.368,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100 - GORLITSKY, L.E.",0.194,0.194,0.041,0.15,0.102,0.201,0.029,0.022,0.051,0.003,0,0.01,0.003
"EE BIOL 100L - GORLITSKY, L.E.",0.718,0.065,0.206,0.012,0,0,0,0,0,0,0,0,0
"EE BIOL 109 - FONG, C.R.",0.211,0.237,0.041,0.15,0.102,0.124,0.038,0,0.056,0.015,0,0.011,0.015
"EE BIOL 109L - DEBOER, T.",0.329,0.038,0.608,0,0,0,0,0,0.025,0,0,0,0
"EE BIOL 112 - BUTH, D.G.",0.545,0,0.182,0,0,0.091,0,0.091,0.091,0,0,0,0
"EE BIOL 115 - BROWN, C.A.",0.304,0.072,0.072,0.144,0.08,0.112,0.144,0.024,0.008,0.024,0,0,0.016
"EE BIOL 116 - LIPMAN, A.J.",0.316,0.192,0.192,0.116,0.048,0.112,0.004,0.004,0.016,0,0,0,0
"EE BIOL 120 - BUCCIARELLI, G.",0.323,0.25,0.183,0.067,0.018,0.11,0.018,0,0.03,0,0,0,0
"EE BIOL 122 - BUCCIARELLI, G.",0.337,0.232,0.126,0.126,0,0.137,0,0,0.042,0,0,0,0
"EE BIOL 123B - KANE, T.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 129 - PINTER-WOLLMAN, N.",0.149,0.209,0.015,0.269,0.119,0.134,0.03,0.03,0.045,0,0,0,0
"EE BIOL 132 - LARISON, B.J.",0.2,0.533,0,0,0,0.267,0,0,0,0,0,0,0
"EE BIOL 151A - GORLITSKY, L.E.",0.284,0.119,0.09,0.134,0.119,0.194,0.015,0.015,0.03,0,0,0,0
"EE BIOL 156 - ALFARO, M.E.",0.439,0.122,0.244,0.098,0.024,0.073,0,0,0,0,0,0,0
"EE BIOL 158 - BARBER, P.H.",0.414,0.172,0.345,0,0,0.034,0.034,0,0,0,0,0,0
"EE BIOL 161 - KRAFT, N.J.",0.284,0.207,0.129,0.06,0.086,0.129,0,0.017,0.06,0.009,0,0.009,0.009
"EE BIOL 184 - SEARS, K.E.",0.338,0.207,0.062,0.11,0.034,0.179,0.014,0.007,0.048,0,0,0,0
"EE BIOL 232 - AMARASEKARE, P.A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - AMARASEKARE, P.A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - BLUMSTEIN, D.T.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - MARCOT, J.D.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL M131 - ROBINSON, C.M.",0.562,0.188,0,0.125,0,0.125,0,0,0,0,0,0,0
"EE BIOL M200A - KRAFT, N.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 1 - DICKEY, D.",0.364,0.182,0,0.091,0.182,0.182,0,0,0,0,0,0,0
"ENGCOMP 1 - WEST, A.I.",0,0.077,0,0.385,0.077,0.308,0.077,0,0.077,0,0,0,0
"ENGCOMP 130A - SAMUELSON, M.G.",0.85,0.1,0,0,0,0.05,0,0,0,0,0,0,0
"ENGCOMP 130C - RUBINSON, G.J.",0.444,0.296,0.074,0.037,0,0.111,0,0,0.037,0,0,0,0
"ENGCOMP 131B - DAVIS, M.E.",0.537,0.439,0,0,0,0.024,0,0,0,0,0,0,0
"ENGCOMP 131C - PRESCOTT, T.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - CROSBY, S.",0.773,0,0.068,0.114,0,0,0.023,0,0,0,0,0,0.023
"ENGCOMP 2 - HARTENBERGER, L.A.",0.535,0.395,0.023,0,0,0,0,0.023,0,0,0,0,0.023
"ENGCOMP 2 - HITCHNER, T.A.",0.095,0.357,0,0.119,0.071,0.31,0,0.024,0.024,0,0,0,0
"ENGCOMP 2 - LISOVSKY, K.F.",0.163,0.279,0,0.163,0.093,0.256,0,0,0.023,0,0,0.023,0
"ENGCOMP 2 - MARTINEZ, A.M.",0.708,0.125,0,0.083,0,0.083,0,0,0,0,0,0,0
"ENGCOMP 2 - NEWBY, A.",0.477,0.25,0.045,0.045,0.068,0.091,0.023,0,0,0,0,0,0
"ENGCOMP 2 - SAMUELSON, M.G.",0.182,0.227,0,0.25,0.159,0.091,0,0,0.045,0,0,0,0.045
"ENGCOMP 2I - SHERWOOD, L.A.",0.4,0.4,0,0,0.1,0,0.1,0,0,0,0,0,0
"ENGCOMP 3 - AUGER-ZIVIC, C.",0.35,0.1,0,0.15,0.1,0.05,0.05,0.05,0.15,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S.",0.131,0.328,0,0.148,0.033,0.311,0.049,0,0,0,0,0,0
"ENGCOMP 3 - CREESE, R.A.",0.409,0.242,0,0.045,0.045,0.227,0,0.015,0,0,0,0,0.015
"ENGCOMP 3 - DE, E.N.",0.318,0.455,0.045,0.091,0,0.091,0,0,0,0,0,0,0
"ENGCOMP 3 - DEUEL, N.A.",0.409,0.091,0.136,0.136,0,0.136,0.045,0,0.045,0,0,0,0
"ENGCOMP 3 - DICKEY, D.",0.364,0.273,0.364,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J.",0.415,0.185,0,0.138,0.077,0.138,0,0,0.046,0,0,0,0
"ENGCOMP 3 - FRANKEL, E.P.",0.409,0.273,0,0.091,0.045,0.182,0,0,0,0,0,0,0
"ENGCOMP 3 - GERRARD, L.",0,0.316,0,0.158,0.158,0.368,0,0,0,0,0,0,0
"ENGCOMP 3 - JAURRETCHE, C.M.",0.395,0.372,0,0.047,0.023,0.14,0,0,0,0,0.023,0,0
"ENGCOMP 3 - JOHNSON, D.",0.095,0.048,0,0.238,0.048,0.476,0.095,0,0,0,0,0,0
"ENGCOMP 3 - JULIANO, L.M.",0.364,0.227,0.227,0.045,0.045,0.045,0.045,0,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M.",0.108,0.569,0,0.031,0,0.277,0.015,0,0,0,0,0,0
"ENGCOMP 3 - MAASIK, S.",0.188,0.297,0,0.109,0.031,0.25,0.062,0.016,0.047,0,0,0,0
"ENGCOMP 3 - MOE, M.L.",0.465,0.209,0.116,0.023,0,0.14,0,0,0.023,0,0,0,0.023
"ENGCOMP 3 - POPHAM, S.A.",0.059,0.039,0,0.275,0.098,0.176,0.059,0.02,0.098,0,0,0.176,0
"ENGCOMP 3 - PRESCOTT, T.L.",0.19,0.429,0,0.048,0,0.286,0.048,0,0,0,0,0,0
"ENGCOMP 3 - RODRIGUEZ DRISSI,",0.333,0.429,0,0.048,0,0.143,0,0,0.048,0,0,0,0
"ENGCOMP 3 - STEINBERG, S.K.",0.516,0.339,0.016,0.097,0,0.016,0.016,0,0,0,0,0,0
"ENGCOMP 3 - STONE, B.D.",0.171,0.171,0,0.195,0.22,0.146,0.024,0,0.049,0,0,0.024,0
"ENGCOMP 3 - SUSSMAN, D.B.",0.558,0.302,0,0.023,0,0.093,0,0,0,0,0,0,0.023
"ENGCOMP 3 - VINCENT, D.O.",0.714,0.095,0.143,0.048,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - FRETZ, R.I.",0.55,0.35,0.05,0,0,0.05,0,0,0,0,0,0,0
"ENGCOMP 3D - JOHNSON, D.",0.195,0.293,0,0.073,0.024,0.39,0,0,0,0,0,0,0.024
"ENGCOMP 3D - JULIANO, L.M.",0.205,0.205,0.455,0.023,0.023,0.091,0,0,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M.",0.2,0.4,0,0.062,0,0.277,0,0,0.062,0,0,0,0
"ENGCOMP 3D - MEHDIZADEH, N.",0.205,0.341,0,0.045,0.023,0.364,0,0,0,0,0,0,0.023
