,CLASS,A+_x,A_x,A-_x,B+_x,B_x,B-_x,C+_x,C_x,C-_x,D+_x,D_x,D-_x,F_x,A+_y,A_y,A-_y,B+_y,B_y,B-_y,C+_y,C_y,C-_y,D+_y,D_y,D-_y,F_y
2943,"GENDER M114 - WOOLSEY, M.F.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.412,0,0.088,0.059,0,0,0,0,0,0,0,0
2944,"GENDER M133C - NORBERG, K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.389,0.333,0.111,0.111,0,0,0,0,0,0,0,0
1070,"GENDER M147D - MARINO, K.M.",0,0.429,0.333,0.095,0.048,0,0,0.048,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,"GENDER M154P - LEVINE, N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.3,0,0,0.1,0,0,0,0,0
1071,"GENDER M162 - SAGUY, A.C.",0.037,0.093,0.185,0.13,0.241,0.074,0.074,0.074,0,0.019,0.019,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,"GENDER M172 - BAIN, B.R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0,0,0,0,0,0,0,0,0,0
1072,"GEOG 111 - ROBINSON, C.M.",0,0.475,0.15,0.1,0.175,0.025,0,0.025,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,"GEOG 113 - GILLESPIE, T.W.",0.085,0.449,0.182,0.136,0.089,0.017,0.025,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,"GEOG 117 - WARD, J.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.275,0.15,0.175,0.225,0.05,0.025,0.013,0,0,0,0,0.05
1074,"GEOG 145 - FAIER, L.B.",0.031,0.175,0.227,0.103,0.165,0.072,0.082,0.031,0.041,0,0.01,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,"GEOG 148 - AGNEW, J.A.",0.167,0.192,0.154,0.064,0.09,0.038,0.077,0.09,0.064,0.026,0.026,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,"GEOG 150 - HERRERA, J.C.",0.287,0.522,0.087,0.052,0.026,0.009,0.009,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,"GEOG 151 - LEITNER, H.M.",0.06,0.02,0.28,0.08,0.18,0.12,0.04,0.16,0.02,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,"GEOG 158 - GOODWIN-WHITE, J.M",0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.169,0.034,0.112,0.258,0.045,0.056,0.09,0,0,0,0,0.022
2949,"GEOG 160 - HERRERA, J.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.358,0.126,0.074,0.063,0.011,0,0.011,0,0,0,0,0
1078,"GEOG 167 - SHIN, M.E.",0,0.523,0.215,0.031,0.092,0.062,0.015,0,0.015,0,0.031,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,"GEOG 169 - GILLESPIE, T.W.",0.185,0.508,0.169,0.062,0.062,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,"GEOG 171B - HERRERA, J.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.272,0.12,0.109,0.033,0,0.011,0,0,0,0,0.011,0.011
2951,"GEOG 172A - BELL, S.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.543,0.239,0.087,0.043,0.022,0,0,0,0,0,0,0
1080,"GEOG 173 - SHENG, Y.",0,0.375,0,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,"GEOG 180 - KAY, K.A.",0.017,0.483,0.138,0.138,0.103,0,0.017,0.017,0.034,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,"GEOG 181A - SHENG, Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.229,0.171,0.171,0.057,0.057,0.029,0,0,0,0,0
2953,"GEOG 182A - ROBINSON, C.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.022,0.043,0.043,0,0,0,0,0,0,0,0.022
2954,"GEOG 191 - KAY, K.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.81,0,0.048,0.048,0.048,0,0,0,0,0,0,0
1082,"GEOG 2 - ILLES, L.I.",0,0.143,0.33,0.121,0.231,0.066,0.011,0.033,0.033,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,"GEOG 2 - ROBINSON, C.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0.137,0.046,0.115,0.008,0.008,0.008,0,0,0.008,0,0.008
1083,"GEOG 200A - SHEPPARD, E.S.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2956,"GEOG 236 - KAY, K.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
1084,"GEOG 250 - LEITNER, H.M.",0.222,0.667,0.111,0,0,0,0,0,0,0,0,0,0,0,0.556,0.444,0,0,0,0,0,0,0,0,0,0
2957,"GEOG 3 - FAIER, L.B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.455,0.259,0.098,0.062,0.018,0.027,0.027,0,0,0,0,0.018
2958,"GEOG 4 - RIGBY, D.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.152,0.232,0.205,0.205,0.071,0.036,0.036,0.009,0.018,0.018,0,0.009
1085,"GEOG 4 - SHEPPARD, E.S.",0.058,0.321,0.241,0.182,0.109,0.051,0.015,0.007,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,"GEOG 5 - CAVANAUGH, K.C.",0.129,0.444,0.129,0.098,0.098,0.053,0.027,0.013,0,0.004,0,0.004,0,0.204,0.414,0.139,0.08,0.093,0.025,0.009,0.015,0.009,0,0.003,0,0.009
1087,"GEOG 7 - BURKHART, N.J.",0.015,0.328,0.209,0.201,0.127,0.03,0.022,0.037,0.007,0.007,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,"GEOG 7 - BURKHART, S.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0.258,0.078,0.094,0.023,0.016,0.016,0.008,0,0,0,0.023
1088,"GEOG M106 - XUE, Y.",0.083,0.383,0.15,0.067,0.167,0.05,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,"GEOG M117 - ROBINSON, C.M.",0,0.308,0.115,0.115,0.154,0.115,0.038,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,"GEOG M118 - XUE, Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.379,0.103,0.103,0.224,0.034,0.069,0.017,0,0,0,0,0
2961,"GEOG M126 - MACDONALD, G.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.15,0.342,0.15,0.117,0.083,0.033,0.025,0.033,0,0,0,0
1090,"GEOG M171 - RIGBY, D.L.",0,0.706,0.235,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,"GEOG M186 - RIGBY, D.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0.318,0.045,0,0,0,0,0,0,0,0,0.045
1091,"GERMAN 1 - TARNAWSKA SENEL, M",0.438,0.312,0.062,0.062,0.062,0,0,0.062,0,0,0,0,0,0.6,0.3,0.1,0,0,0,0,0,0,0,0,0,0
1092,"GERMAN 1 - TARNAWSKA SENEL, M LEC 2",0.5,0.278,0.111,0,0,0.056,0,0,0,0,0,0,0.056,0.368,0.632,0,0,0,0,0,0,0,0,0,0,0
1093,"GERMAN 1 - TARNAWSKA SENEL, M LEC 3",0.125,0.25,0.375,0.125,0.125,0,0,0,0,0,0,0,0,0.111,0.5,0.167,0.111,0,0.056,0.056,0,0,0,0,0,0
1094,"GERMAN 1 - TARNAWSKA SENEL, M LEC 4",0.4,0.1,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,"GERMAN 109 - PRESNER, T.S.",0.029,0.714,0.171,0,0.029,0.029,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,"GERMAN 110 - YILDIZ, Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,0.188,0,0,0,0,0,0,0,0,0,0
2964,"GERMAN 152 - TARNAWSKA SENEL, M",0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.333,0,0,0,0,0,0,0,0,0,0,0
1096,"GERMAN 155 - YILDIZ, Y.",0,0.417,0.5,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,"GERMAN 2 - FUCHS, R.T.",0.5,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,"GERMAN 2 - TARNAWSKA SENEL, M",0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.583,0,0,0,0,0,0,0,0,0,0,0
1098,"GERMAN 3 - TARNAWSKA SENEL, M",0.238,0.476,0.143,0.048,0.048,0.048,0,0,0,0,0,0,0,0.071,0.429,0.214,0.214,0.071,0,0,0,0,0,0,0,0
2966,"GERMAN 4 - FUCHS, R.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.222,0,0,0,0,0,0,0.111,0,0,0
1099,"GERMAN 4 - TARNAWSKA SENEL, M",0.235,0.235,0.176,0,0.059,0.059,0.059,0,0.059,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,"GERMAN 59 - FUCHS, R.T.",0.399,0.306,0.122,0.079,0.035,0.003,0.009,0.017,0.009,0.003,0.006,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,"GERMAN 59 - PRESNER, T.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0.793,0.017,0.017,0,0,0,0,0,0,0,0,0
1101,"GJ STDS 122A - HARRISON, C.A.",0.077,0.308,0.154,0.308,0.077,0,0,0,0,0,0,0.077,0,0.5,0.4,0.1,0,0,0,0,0,0,0,0,0,0
1102,"GJ STDS 127A - HENDELMAN, T.",0.429,0.286,0.071,0.214,0,0,0,0,0,0,0,0,0,0.267,0.467,0.2,0,0.067,0,0,0,0,0,0,0,0
2968,"GJ STDS 129A - HENDELMAN, T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.533,0.2,0,0,0,0,0,0,0,0,0,0.067
1103,"GJ STDS 176A - OBA, H.M.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,"GJ STDS 176B - OBA, H.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1104,"GJ STDS 176C - HARRISON, C.A.",0.368,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,"GJ STDS 176D - O'FARRILL, A.",0.316,0.684,0,0,0,0,0,0,0,0,0,0,0,0.933,0.067,0,0,0,0,0,0,0,0,0,0,0
1106,"GJ STDS 176F - LOZA, S.J.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,"GJ STDS 176G - LOZA, S.J.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,"GJ STDS M12A - DOLEAC, B.G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0
1108,"GJ STDS M50A - DE CASTRO, P.J.",0.564,0.179,0.077,0.103,0.051,0,0.026,0,0,0,0,0,0,0.769,0.154,0.051,0,0,0,0.026,0,0,0,0,0,0
1109,"GLB HLT 160 - FARZANEGAN, M.",0.018,0.673,0.236,0,0.073,0,0,0,0,0,0,0,0,0.067,0.822,0,0.067,0.044,0,0,0,0,0,0,0,0
1110,"GLBL ST 1 - POTTS, S.S.",0.033,0.329,0.3,0.178,0.113,0.019,0.014,0.005,0,0.005,0,0.005,0,0.013,0.46,0.27,0.133,0.088,0.022,0.004,0.004,0,0,0,0.004,0
2971,"GLBL ST 160 - ZIPPERSTEIN, S.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0.107,0.018,0.089,0,0,0,0,0,0,0,0
2972,"GLBL ST 191 - APPEL, H.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.765,0.118,0,0,0,0,0,0,0,0,0,0
1111,"GLBL ST 191 - MIN, E.A.",0,0.545,0.091,0.182,0.091,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,"GLBL ST 191 - PETERS, M.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.615,0.231,0,0,0,0,0,0,0,0,0,0
1112,"GLBL ST 191 - POTTS, S.S.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,"GLBL ST 191 - RAUSTIALA, K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.444,0,0.111,0,0,0,0,0,0,0,0
1113,"GLBL ST 191 - ZIPPERSTEIN, S.E.",0.118,0.412,0.294,0.059,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,"GLBL ST 194 - THIES, M.F.",0,0.581,0.209,0.093,0.023,0,0.07,0,0.023,0,0,0,0,0,0.816,0.132,0.026,0.026,0,0,0,0,0,0,0,0
1115,"GREEK 1 - ELLIS, R.M.",0.385,0.538,0,0,0,0,0,0,0.077,0,0,0,0,0.353,0.471,0.118,0.059,0,0,0,0,0,0,0,0,0
2975,"GREEK 200A - PURVES, A.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.2,0,0,0,0,0,0,0,0,0
1116,"GREEK 8A - ZENIOS, S.",0.1,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0.182,0.636,0.182,0,0,0,0,0,0,0,0,0,0
1117,"GRNTLGY M142SL - LEVY-STORMS, L.F.",0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0.643,0.214,0.071,0,0.071,0,0,0,0,0,0,0,0
2976,"HEBREW 102A - EZER, N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.286,0,0,0,0,0,0,0,0,0,0
1118,"HEBREW 110A - SMOAK, J.D.",0,0.75,0.15,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,"HEBREW 1A - EZER, N.",0,0.667,0.111,0.111,0.056,0.056,0,0,0,0,0,0,0,0.125,0.75,0,0.062,0,0.062,0,0,0,0,0,0,0
1120,"HIN-URD 1 - MAHAJAN, G.",0.086,0.5,0.276,0.103,0.034,0,0,0,0,0,0,0,0,0.397,0.294,0.147,0.074,0.044,0.015,0.029,0,0,0,0,0,0
1121,"HIN-URD 100A - MAHAJAN, G.",0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0
2977,"HIST 101 - DERBY, L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.233,0.189,0.144,0.2,0.078,0.011,0.044,0.011,0,0,0,0.011
1122,"HIST 101 - UNGOR, U.U.",0,0.667,0.037,0,0.259,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,"HIST 105A - MORONY, M.G.",0,0.355,0.129,0.097,0.419,0,0,0,0,0,0,0,0,0,0.471,0.147,0.059,0.324,0,0,0,0,0,0,0,0
2978,"HIST 10B - WORGER, W.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.652,0.175,0.067,0.039,0.015,0.013,0.013,0.013,0,0,0,0,0.013
1124,"HIST 111B - MOMDJIAN, M.",0,0.804,0.109,0.065,0.022,0,0,0,0,0,0,0,0,0.278,0.639,0.056,0,0.028,0,0,0,0,0,0,0,0
1125,"HIST 113A - PHILLIPS, D.D.",0,0.152,0.174,0.261,0.109,0.065,0.043,0.065,0.043,0.043,0,0,0.043,0.071,0.107,0.214,0.179,0.179,0.036,0.036,0.036,0.036,0.036,0,0,0.071
1126,"HIST 114A - LANGDON, J.S.",0.013,0.212,0.225,0.138,0.125,0.1,0.062,0.05,0.025,0,0,0,0.05,0.016,0.25,0.172,0.156,0.109,0.125,0.016,0.031,0.031,0,0,0,0.094
2979,"HIST 119B - RUIZ, T.F.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.484,0.148,0.044,0.006,0.013,0,0.009,0,0,0,0,0.003
2980,"HIST 11A - VON GLAHN, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.172,0.276,0.276,0.034,0.069,0.069,0.034,0,0,0,0,0.034
1127,"HIST 11B - GOLDMAN, A.S.",0.114,0.25,0.159,0.159,0.136,0.045,0,0.023,0,0.023,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,"HIST 120A - JOVANOVIC, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.323,0.097,0.194,0.161,0.032,0,0,0.032,0,0,0,0
1128,"HIST 121D - FRANK, S.",0.031,0.156,0.062,0.312,0.25,0.031,0.031,0.094,0,0,0,0,0.031,0.057,0.429,0.229,0.171,0.029,0.029,0,0,0,0,0,0,0.057
1129,"HIST 121F - UNGOR, U.U.",0.028,0.5,0.139,0.111,0.111,0.083,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,"HIST 122A - STACEY, P.J.",0.198,0.264,0.226,0.094,0.085,0.066,0.038,0.019,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,"HIST 124B - FORD, C.C.",0.081,0.324,0.189,0.162,0.054,0.108,0.027,0,0,0,0.027,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,"HIST 125B - KEELEY, S.B.",0,0.258,0.161,0.129,0.323,0.032,0.032,0.032,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,"HIST 12B - KELLEY, R.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.681,0.185,0.038,0.055,0.004,0,0,0.004,0,0,0,0
1133,"HIST 132 - RENTON, K.E.",0,0.463,0.195,0.146,0.098,0,0,0.024,0.024,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,"HIST 135A - SUBRAHMANYAM, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0.243,0.27,0.027,0,0,0,0,0,0,0,0
2984,"HIST 138A - YIRUSH, C.B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.206,0.176,0.147,0.059,0.088,0,0.088,0.029,0,0,0,0.059
2985,"HIST 139A - HARVELL, E.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.353,0.147,0.118,0,0.029,0,0,0,0,0,0,0.029
2986,"HIST 13A - MERANZE, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.304,0.215,0.089,0.101,0.025,0.038,0.013,0,0,0,0.013
1134,"HIST 13A - PESTANA, C.G.",0,0.129,0.248,0.188,0.139,0.059,0.089,0.089,0.03,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,"HIST 140C - COREY, M.F.",0.005,0.519,0.308,0.145,0.014,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,"HIST 141A - HILL, M.",0.029,0.471,0.088,0.118,0.147,0.059,0,0.029,0.029,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,"HIST 141B - HILL, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0.135,0.135,0.108,0,0,0,0.027,0,0.054,0,0
1137,"HIST 149A - MADLEY, B.L.",0,0.286,0.323,0.188,0.105,0.053,0.015,0.008,0.008,0,0,0,0.015,0,0.267,0.36,0.221,0.093,0.035,0,0,0,0,0,0,0.023
2988,"HIST 164B - ROSENFELD, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.353,0.147,0.088,0.059,0.029,0,0.029,0,0,0,0,0
2989,"HIST 166B - LYDON, G.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.3,0.333,0.1,0.167,0,0.067,0,0,0,0,0,0
2990,"HIST 167B - WINT, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.368,0.053,0.053,0.105,0,0,0,0,0,0,0,0.053
1138,"HIST 170A - VON GLAHN, R.",0,0.241,0.241,0.138,0.207,0,0,0.034,0,0.034,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,"HIST 172C - MAROTTI, W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.152,0.303,0.152,0.212,0.061,0.03,0,0,0,0,0,0
2992,"HIST 174F - LAL, V.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.381,0.238,0,0,0,0,0,0,0,0
1139,"HIST 176C - SALMAN, M.",0,0.171,0.086,0.314,0.114,0.143,0.086,0.029,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,"HIST 176E - HERR, J.C.",0.2,0.257,0.257,0.114,0.086,0.029,0.029,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,"HIST 179A - ZELENY, C.L.",0.091,0.875,0.034,0,0,0,0,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
1142,"HIST 180A - CAHN, P.",0.526,0.211,0.158,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,"HIST 180A - LAWRENCE, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.25,0.278,0.139,0.139,0.028,0,0,0,0,0,0,0
1143,"HIST 180A - TERRALL, M.",0.086,0.114,0.229,0.257,0.171,0.086,0,0,0,0,0.029,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,"HIST 187B - GOLDBERG, J.L.",0,0.438,0.25,0.188,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,"HIST 187C - NORBERG, K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.308,0.231,0.077,0,0,0,0.154,0,0,0,0,0.077
2995,"HIST 187D - YIRUSH, C.B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.308,0.308,0.231,0.077,0,0,0,0,0,0,0
2996,"HIST 187I - MOORE-SHEELEY, K.J",0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.273,0.182,0.091,0.091,0.182,0,0,0,0,0,0,0.091
1145,"HIST 187M - ROBINSON, G.",0.067,0.533,0.333,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,"HIST 189 - RUIZ, T.F.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.684,0,0,0,0,0,0,0,0,0,0,0
1146,"HIST 191C - FORD, C.C.",0,0.333,0.333,0.267,0.067,0,0,0,0,0,0,0,0,0.067,0.467,0.333,0.133,0,0,0,0,0,0,0,0,0
2998,"HIST 191C - JOVANOVIC, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.357,0.071,0.071,0.143,0,0,0,0,0,0,0,0.071
1147,"HIST 191C - MCCLENDON, M.C.",0,0.357,0.429,0.143,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999,"HIST 191C - PAUL, T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.1,0,0.1,0,0,0,0,0.1,0,0
1148,"HIST 191C - TUTINO, S.",0,0.538,0.077,0.077,0.077,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,"HIST 195CE - HIRANO, K.",0,0.933,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,"HIST 1A - PHILLIPS, D.D.",0.029,0.275,0.261,0.174,0.123,0.065,0.029,0.029,0,0,0,0,0.014,0.111,0.394,0.222,0.152,0.081,0.02,0,0.01,0.01,0,0,0,0
3000,"HIST 1C - FORD, C.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.272,0.328,0.139,0.061,0.039,0.017,0.006,0.017,0,0,0,0.011
1151,"HIST 1C - JACOBY, R.",0,0.391,0.186,0.172,0.126,0.042,0.028,0.028,0.014,0.005,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,"HIST 20 - GREEN, N.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.294,0.258,0.16,0.11,0.049,0,0,0,0,0,0,0
1152,"HIST 204A - HIRANO, K.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,"HIST 204A - PESTANA, C.G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.688,0.062,0,0,0,0,0,0,0,0,0,0
1153,"HIST 213A - MARINO, K.M.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,"HIST 214 - VON GLAHN, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.538,0.077,0,0,0,0,0,0,0,0,0
1154,"HIST 22 - STEIN, S.A.",0.017,0.294,0.385,0.16,0.061,0.039,0.013,0.004,0.009,0,0.004,0.004,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,"HIST 3A - ALEXANDER, A.",0.175,0.482,0.184,0.088,0.044,0.009,0,0,0,0,0,0,0.018,0.083,0.565,0.185,0.083,0.037,0.019,0.009,0,0.009,0,0,0.009,0
1156,"HIST 8A - TERRACIANO, K.B.",0.064,0.344,0.285,0.126,0.108,0.031,0.013,0.018,0,0.008,0,0,0.003,0.216,0.511,0.17,0.042,0.027,0.015,0.008,0.004,0,0,0,0,0.008
1157,"HIST 94 - SUBRAHMANYAM, S.",0,0.169,0.169,0.077,0.262,0.154,0.062,0.046,0.015,0,0.031,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,"HIST 94 - TUTINO, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.509,0.237,0.079,0.088,0,0.026,0.018,0,0,0,0,0.009
1158,"HIST 96W - HUDSON, P.J.",0,0.053,0.316,0.263,0.158,0.105,0.053,0.053,0,0,0,0,0,0,0.375,0.438,0,0.125,0.062,0,0,0,0,0,0,0
1159,"HIST 96W - HUDSON, P.J. LEC 2",0.267,0.533,0.067,0.133,0,0,0,0,0,0,0,0,0,0,0.625,0.188,0.125,0.062,0,0,0,0,0,0,0,0
1160,"HIST 96W - HUDSON, P.J. LEC 3",0.062,0.312,0.312,0.25,0.062,0,0,0,0,0,0,0,0,0.65,0.25,0.1,0,0,0,0,0,0,0,0,0,0
1161,"HIST 96W - HUDSON, P.J. LEC 4",0,0.579,0.105,0.158,0,0.053,0,0.053,0,0,0.053,0,0,0.222,0.278,0.111,0,0.056,0.056,0.111,0,0.056,0,0.111,0,0
1162,"HIST 96W - HUDSON, P.J. LEC 5",0,0.65,0.1,0.1,0.15,0,0,0,0,0,0,0,0,0.111,0.278,0.389,0.222,0,0,0,0,0,0,0,0,0
