"name","address","start","end","gcode","lat","long","status","contains"
"Home Business","10488 EASTBORNE AVENUE,LOS ANGELES,CA,90024","10/06/2016","12/30/2019","10488, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.056640137931,-118.427088206897,"closed",0
"PAWORLD INC.","1441 MIDVALE AVENUE,LOS ANGELES,CA,90024","09/12/2018","01/31/2019","1441, Midvale Avenue, West Los Angeles, Los Angeles, Los Angeles County, California, 90024-3990, United States",34.0538283,-118.442074408948,"closed",1
"WESTWOOD VILLAGE DEVELOPMENT/ INC","1125 GAYLEY AVENUE,LOS ANGELES,CA,90024","01/01/1999","09/17/2019","1125, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05974524,-118.4461888,"closed",1
"Home Business","1666 THAYER AVENUE,LOS ANGELES,CA,90024","03/01/2011","04/29/2019","1666, Thayer Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0569953333333,-118.427724333333,"closed",0
"Home Business","10401 WILSHIRE BLVD,LOS ANGELES,CA,90024","04/27/2017","12/31/2019","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",0
"BATTLEAXE ENTERTAINMENT, INC","10990 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/01/2010","05/01/2019","KB Home, 10990, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0575914,-118.447167857437,"closed",1
"Home Business","901 LEVERING AVENUE,LOS ANGELES,CA,90024","12/06/2019","12/31/2019","901, Levering Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.063327,-118.44897,"closed",0
"Home Business","10519 WELLWORTH AVENUE,LOS ANGELES,CA,90024","07/01/2009","12/31/2019","10519, Wellworth Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611138762799,-118.430992873816,"closed",0
"Home Business","10540 WILSHIRE BLVD,LOS ANGELES,CA,90024","07/05/2019","11/01/2019","10540, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0630844137931,-118.432572931034,"closed",0
"Home Business","1441 VETERAN AVENUE,LOS ANGELES,CA,90024","05/09/2017","12/31/2019","1441, Veteran Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0530450612245,-118.44380622449,"closed",0
"FACES MUSIC INC","1125 GAYLEY AVENUE,LOS ANGELES,CA,90024","09/20/1997","12/01/2019","1125, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05974524,-118.4461888,"closed",1
"Home Business","1511 SELBY AVENUE,LOS ANGELES,CA,90024","06/17/2019","06/22/2019","1511, Selby Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0553934489796,-118.438014489796,"closed",0
"GOLDMAN INVESTMENT GROUP LLC","10700 WILSHIRE BLVD,LOS ANGELES,CA,90024","07/06/2015","12/31/2019","10700, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.060744,-118.435854,"closed",1
"ANITA M SAUNDERS LCSW","10712 ASHTON AVENUE,LOS ANGELES,CA,90024","04/01/1984","12/31/2019","10712, Ashton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0595763484664,-118.435951850364,"closed",1
"PICK FAMILY TRUST","1401 WESTWOOD BLVD,LOS ANGELES,CA,90024","04/18/1997","12/31/2019","1401, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.055177,-118.441736,"closed",1
"Home Business","10877 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/12/2018","02/26/2019","10877, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05927025,-118.4423481,"closed",0
"ASHLYN'D LLC","1269 WESTHOLME AVENUE,LOS ANGELES,CA,90024","01/02/2013","01/01/2019","1269, Westholme Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0599870612245,-118.432923693878,"closed",1
"TECHSPACE GLENDON INC","1100 GLENDON AVENUE,LOS ANGELES,CA,90024","01/01/2010","04/30/2019","Westwood Center, 1100, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0605418,-118.443495411629,"closed",1
"Home Business","10940 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/28/2012","02/28/2019","The Tower, 10940, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05804765,-118.445077273047,"closed",0
"GATEWAY WESTWOOD LLC","1060 GLENDON AVENUE,LOS ANGELES,CA,90024","03/27/2014","05/14/2019","Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0622139,-118.4441672,"closed",1
"Home Business","214 CONWAY AVENUE,LOS ANGELES,CA,90024","04/01/2013","12/31/2019","214, Conway Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0791640815666,-118.434949520392,"closed",0
"AM PRODUCTIONS LLC","10750 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2011","12/31/2019","10750, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.060233,-118.438076,"closed",1
"UNEXPECTED ADVERTISING","10751 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2018","12/31/2019","10751, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.06039,-118.438137,"closed",1
"Home Business","10520 WILSHIRE BLVD,LOS ANGELES,CA,90024","07/03/2017","06/09/2019","10520, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0635982068966,-118.432373965517,"closed",0
"WEYBURN AVENUE TRUST","10936 WEYBURN AVENUE,LOS ANGELES,CA,90024","01/01/1997","10/21/2019","10936, Weyburn Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0626222916667,-118.446531833333,"closed",1
"Home Business","10755 OHIO AVENUE,LOS ANGELES,CA,90024","06/01/1980","02/01/2019","10755, Ohio Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0561662,-118.4374704,"closed",0
"Home Business","1125 GAYLEY AVENUE,LOS ANGELES,CA,90024","01/01/2014","12/01/2019","1125, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05974524,-118.4461888,"closed",0
"THREE SIX ZERO LABS LLC","10877 WILSHIRE BLVD,LOS ANGELES,CA,90024","11/27/2018","11/08/2019","10877, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05927025,-118.4423481,"closed",1
"KEY FRAME OR DIE INC","10512  EASTBORNE AVENUE,LOS ANGELES,CA,90024","01/25/2018","12/31/2019","10512, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05607375,-118.42791275,"closed",1
