LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000264522-0001-4,LESLIE J/DOROTHY B ADES,,10747 WILSHIRE BLVD #1301,LOS ANGELES,90024-4439,10747 WILSHIRE 90024-4439,,,,,,5,11/01/1973,12/31/2010,
0002541951-0001-4,DEALNERO INC,,10747 WILSHIRE BLVD #1301,LOS ANGELES,90024-4439,10747 WILSHIRE 90024-4439,,,,,,5,01/20/2011,12/31/2012,
0002424661-0001-7,MAHTAB ATAIPOUR,,10747 WILSHIRE BLVD #1302,LOS ANGELES,90024-4439,10747 WILSHIRE 90024-4439,,,,,,5,02/01/2007,06/01/2007,
0002582762-0001-9,BASSEL A CHEAIB,,10747 WILSHIRE BLVD #1204,LOS ANGELES,90024-4439,10747 WILSHIRE 90024-4439,,,,,,5,03/01/2010,12/31/2011,
0002253564-0001-3,ZEVARI FILM VENTURES LLC,,10727 WILSHIRE BLVD UNIT #2001,LOS ANGELES,90024-4440,10727 WILSHIRE 90024-4440,,,,,,5,08/20/2004,12/31/2013,
0002357654-0001-2,DOUGLAS R DOWIE,,10701 WILSHIRE BLVD APT #1505,LOS ANGELES,90024-4441,10701 WILSHIRE 90024-4441,,,,711510,"Independent artists, writers, & performers",5,01/01/2005,12/31/2009,"(34.0608, -118.4357)"
0002925131-0001-0,EQ EXCHANGE LLC,,10701   WILSHIRE BLVD   UNIT #1604,LOS ANGELES,90024-4441,10701 WILSHIRE 90024-4441,,,,,,5,07/01/2016,12/31/2018,
0002665253-0001-3,JOSHUA GHIAM,,10701 WILSHIRE BLVD UNIT #1602,LOS ANGELES,90024-4441,10701 WILSHIRE 90024-4441,,,,,,5,02/01/2013,01/01/2014,
0000046514-0001-1,TAGHI GHAVAMIAN MD,,10701 WILSHIRE BLVD SUITE #1703,LOS ANGELES,90024-4441,10701 WILSHIRE 90024-4441,,,,,,5,01/01/1999,12/31/1999,
0002576827-0001-8,ABLE MANAGEMENT SYSTEMS LLC,,10701 WILSHIRE BLVD #1601,LOS ANGELES,90024-4441,10701 WILSHIRE 90024-4441,,,,,,5,09/21/2010,09/21/2012,
0000184296-0001-1,RAH E ZENDEGI INC,,10701 WILSHIRE BLVD #1402,LOS ANGELES,90024-4442,10701 WILSHIRE 90024-4442,,,,511000,Publishing industries (except Internet),5,01/01/1997,,"(34.0608, -118.4357)"
0002440685-0001-6,MICHEL MARTINEZ-COLON,,10701 WILSHIRE BLVD #1403,LOS ANGELES,90024-4442,10701 WILSHIRE 90024-4442,,,,,,5,10/01/2007,12/31/2009,
0000852881-0001-8,TERI D GOGER,,10701 WILSHIRE BLVD #1205,LOS ANGELES,90024-4442,10701 WILSHIRE 90024-4442,,,,,,5,01/01/2000,11/28/2003,
0002906497-0001-8,AMY A STRONG,,10727   WILSHIRE BLVD   APT #305,LOS ANGELES,90024-4443,10727 WILSHIRE 90024-4443,,,,812990,All other personal services,5,03/01/2015,,"(34.0609, -118.4373)"
0002987734-0001-5,NBC APPAREL INC,,10727   WILSHIRE BLVD   UNIT #804,LOS ANGELES,90024-4444,10727 WILSHIRE 90024-4444,,,,315000,Apparel mfg.,5,05/22/2017,,"(34.0609, -118.4373)"
0003053046-0001-8,JOHN LEE,,10701   WILSHIRE BLVD   APT #1905,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,,,,621510,Medical & diagnostic laboratories,5,04/28/2018,,"(34.0612, -118.4361)"
0002461614-0001-6,LISA SKYLES,,10701 WILSHIRE BLVD APT #2005,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,1835 S BARRINGTON AVENUE PENTHOUSE #1,LOS ANGELES,90025-5986,,,5,01/01/2007,12/31/2007,
0002591041-0001-9,MPL ADVISORS INC,MPL ADVISORS INC,10701 WILSHIRE BLVD APT #1906,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,16991 STRAWBERRY DRIVE,ENCINO,91436-3820,812990,All other personal services,5,12/15/2010,12/31/2013,"(34.0608, -118.4357)"
0000856077-0002-3,JULIE CONN,DEATHLY PALE PRODUCTIONS,10701 WILSHIRE BLVD #2002,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,,,,512100,Motion picture & video industries (except video rental),5,01/01/2010,,"(34.0608, -118.4357)"
0000856077-0001-5,JULIE CONN,CHRISTINE ALLURE PRODUCTIONS,10701 WILSHIRE BLVD #2002,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,,,,561500,Travel arrangement & reservation services,5,01/01/2001,,"(34.0608, -118.4357)"
0002239671-0001-2,"TECH VISIONARY, INC",,10701 WILSHIRE BLVD #1905,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,,,,,,5,04/09/2004,10/22/2007,
0002524236-0001-1,JACKLIN RAD,,10701 WILSHIRE BLVD #2103,LOS ANGELES,90024-4445,10701 WILSHIRE 90024-4445,,,,,,5,01/13/2010,12/31/2012,
0002168482-0001-1,BENJAMIN SIMON,,10727 WILSHIRE BLVD UNIT #1505,LOS ANGELES,90024-4446,10727 WILSHIRE 90024-4446,,,,,,5,01/01/2004,08/01/2009,
0002855598-0001-0,"FATEMEH BANIHASHEMI, ESQ.",,1414 S BEVERLY GLEN BLVD APT #403,LOS ANGELES,90024-4447,1414 BEVERLY GLEN 90024-4447,1414 S BEVERLY GLEN BLVD APT #403,LOS ANGELES,90024-4447,541100,Legal services,5,07/13/2015,,"(34.0619, -118.4258)"
0002651271-0001-6,LAW OFFICES OF ANDREW B. CHEN,,1414 S BEVERLY GLEN BLVD #303,LOS ANGELES,90024-4447,1414 BEVERLY GLEN 90024-4447,,,,,,5,05/01/2011,01/05/2015,
0002476391-0001-0,"JOE AND STEVIE FRIENMAN, LLC",,10790   WILSHIRE BLVD      #PH2,LOS ANGELES,90024-4448,10790 WILSHIRE 90024-4448,10790   WILSHIRE BLVD   PENTHOUSE #2,LOS ANGELES,90024-4448,541600,"Management, scientific, & technical consulting services",5,07/01/2006,,"(34.0596, -118.4392)"
0002553245-0001-2,NICOLE CASTROGIOVANNI,,10700 WILSHIRE BLVD #605,LOS ANGELES,90024-4449,10700 WILSHIRE 90024-4449,10700   WILSHIRE BLVD   APT #510,LOS ANGELES,90024-4449,541600,"Management, scientific, & technical consulting services",5,01/01/2011,,"(34.0608, -118.4357)"
0003200848-0001-0,CALIBER EQUITY LLC,,10700 WILSHIRE BLVD APT #601,LOS ANGELES,90024-4449,10700 Wilshire 90024-4449,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/18/2017,,"(34.0604, -118.436)"
0002568174-0001-3,RAD AND REFINED INC,,10700 WILSHIRE BLVD #505,LOS ANGELES,90024-4449,10700 WILSHIRE 90024-4449,770 S GRAND AVENUE,LOS ANGELES,90017-3927,315000,Apparel mfg.,5,06/28/2011,,"(34.0608, -118.4357)"
0002836503-0001-9,BEAR NATIVE INC,,10700 WILSHIRE BLVD UNIT #508,LOS ANGELES,90024-4449,10700 WILSHIRE 90024-4449,,,,,,5,06/19/2015,01/01/2016,
0002738024-0001-9,JOSEPH TAEEDKASHANI,,10717 WILSHIRE BLVD APT #901,LOS ANGELES,90024-4450,10717 WILSHIRE 90024-4450,,,,561110,Office administrative services,5,01/01/2010,12/31/2013,"(34.0606, -118.4364)"
0002650684-0001-9,BROWGAL LLC,,10717 WILSHIRE BLVD #809,LOS ANGELES,90024-4450,10717 WILSHIRE 90024-4450,1191 CHURCH STREET,VENTURA,93001-2148,446120,"Cosmetics, beauty supplies, & perfume stores",5,09/07/2012,,"(34.0606, -118.4364)"
0000735782-0001-8,SHARON KORESH,,10795   WILSHIRE BLVD   APT #204,LOS ANGELES,90024-4452,10795 WILSHIRE 90024-4452,,,,,,5,01/01/1994,12/31/2017,
0003127765-0001-3,STUPENDOUS THOUGHTS LLC,INSURTECH LA,10724   WILSHIRE BLVD   APT #212,LOS ANGELES,90024-4453,10724 WILSHIRE 90024-4453,10724   WILSHIRE BLVD   APT #212,LOS ANGELES,90024-4453,541510,Computer systems design & related services,5,01/29/2018,,"(34.0602, -118.4366)"
0000334509-0001-5,DOROTHY W GACH PHD MFCC,,10724 WILSHIRE BLVD UNIT #301,LOS ANGELES,90024-4453,10724 WILSHIRE 90024-4453,,,,624100,Individual & family services,5,04/01/1980,12/31/2018,"(34.0606, -118.4368)"
0002663949-0001-0,MARTHA MORALES,,10724 WILSHIRE BLVD UNIT #301,LOS ANGELES,90024-4453,10724 WILSHIRE 90024-4453,,,,,,5,01/01/2012,05/30/2016,
0000794966-0001-6,PENNY ROE,,10724 WILSHIRE BLVD #305,LOS ANGELES,90024-4453,10724 WILSHIRE 90024-4453,,,,,,5,11/01/1987,01/25/2014,
0002419409-0001-5,E & R PROPERTIES LLC,,10724 WILSHIRE BLVD UNIT #305,LOS ANGELES,90024-4453,10724 WILSHIRE 90024-4453,,,,,,5,03/01/2009,12/31/2017,
0002704285-0001-3,CYRUS RAJI,,10751 WILSHIRE BLVD,LOS ANGELES,90024-4454,10751 WILSHIRE 90024-4454,,,,,,5,10/10/2012,12/31/2016,
0002572352-0001-6,OLGA MERGENTALER,,10751 WILSHIRE BLVD,LOS ANGELES,90024-4454,10751 WILSHIRE 90024-4454,,,,,,5,07/25/2011,12/31/2013,
0000085062-0001-7,CAROL ANN PIACENTE JACKSON,LOVIN PET CARE | LOVING PET CARE,10717   WILSHIRE BLVD   #904,LOS ANGELES,90024-4456,10717 WILSHIRE 90024-4456,10717   WILSHIRE BLVD   APT #904,LOS ANGELES,90024-4483,561500,Travel arrangement & reservation services,5,09/30/2001,,"(34.0611, -118.4366)"
0003027502-0001-6,AZADEH NAYEBIAN,PRESTIGE TRAVEL,10717   WILSHIRE BLVD   #308,LOS ANGELES,90024-4456,10717 WILSHIRE 90024-4456,5901 W CENTURY BLVD,LOS ANGELES,90045-5411,561500,Travel arrangement & reservation services,5,01/05/2017,,"(34.0611, -118.4366)"
0002911607-0001-1,MID MARK CONSULTING INC,,10717   WILSHIRE BLVD   #1002,LOS ANGELES,90024-4456,10717 WILSHIRE 90024-4456,,,,,,5,04/06/2016,12/31/2018,
0002472217-0001-1,KRASNE & COMPANY INC,,10763 WILSHIRE BLVD,LOS ANGELES,90024-4457,10763 WILSHIRE 90024-4457,,,,,,5,10/15/2009,06/30/2010,
0002539804-0001-3,10777 WILSHIRE INVESTORS LLC,,10763 WILSHIRE BLVD,LOS ANGELES,90024-4457,10763 WILSHIRE 90024-4457,,,,,,5,02/16/2007,12/31/2013,
0002892179-0001-8,10777 WILSHIRE BOULEVARD LLC,1111 SUNSET BOULEVARD MANAGEMENT LLC,10777   WILSHIRE BLVD,LOS ANGELES,90024-4458,10777 WILSHIRE 90024-4458,11766   WILSHIRE BLVD   SUITE #1150,LOS ANGELES,90025-6551,237210,Land subdivision,5,10/12/2015,,"(34.0605, -118.4389)"
0002082224-0001-5,C & Z PARTNERS LLC,,10777   WILSHIRE BLVD,LOS ANGELES,90024-4458,10777 WILSHIRE 90024-4458,,,,,,5,08/01/2004,12/31/2006,
0002898978-0001-2,LELA HUNG,,10787   WILSHIRE BLVD,LOS ANGELES,90024-4459,10787 WILSHIRE 90024,,,,813000,"Religious, grantmaking, civic, professional, & similar organizations",5,01/05/2016,,"(34.0604, -118.4392)"
0002719708-0001-1,ANN E WALTS,,10787 WILSHIRE BLVD,LOS ANGELES,90024-4459,10787 WILSHIRE 90024-4459,,,,621111,Offices of physicians (except mental health specialists),5,01/01/2014,,"(34.06, -118.4392)"
0003053784-0001-1,DYNAMIC PERFORMANCE WHEELS INC,,10724   WILSHIRE BLVD   #807,LOS ANGELES,90024-4460,10724 WILSHIRE 90024-4460,POST OFFICE BOX #3007,BEVERLY HILLS,90212-0007,425120,Wholesale trade agents & brokers,5,01/01/2018,,"(34.0602, -118.4366)"
0003035279-0001-1,"MAZZIOTTA CONSULTING, INC.",,10724   WILSHIRE BLVD   #604,LOS ANGELES,90024-4460,10724 WILSHIRE 90024-4460,10866   WILSHIRE BLVD   SUITE #1250,LOS ANGELES,90024-4349,621900,"Other ambulatory health care services (including ambulance services, blood, & organ banks)",5,02/19/2018,,"(34.0602, -118.4366)"
0002895284-0001-9,"WEST AVENUE J-15, LLC",,10724   WILSHIRE BLVD   #606,LOS ANGELES,90024-4460,10724 WILSHIRE 90024-4460,,,,,,5,01/01/2015,12/31/2016,
0003203328-0001-3,RONNY AUSLANDER,,10724   WILSHIRE BLVD   APT #608,LOS ANGELES,90024-4461,10724 WILSHIRE 90024,10724   WILSHIRE BLVD   APT #608,LOS ANGELES,90024-4461,,,5,07/13/2020,,"(34.0602, -118.4366)"
0003035481-0001-4,DUKE SURGERY ASSOCIATES INC,,10724   WILSHIRE BLVD   APT #408,LOS ANGELES,90024-4461,10724 WILSHIRE 90024,10724   WILSHIRE BLVD   APT #408,LOS ANGELES,90024-4461,621111,Offices of physicians (except mental health specialists),5,02/01/2018,,"(34.0602, -118.4366)"
0002958383-0001-4,AZADEH TAHERNIA,POSH DESIGN LA,10724   WILSHIRE BLVD   APT #408,LOS ANGELES,90024-4461,10724 WILSHIRE 90024,1112   TOWER ROAD,BEVERLY HILLS,90210-2131,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",5,12/24/2016,,"(34.0602, -118.4366)"
0000046036-0001-6,RICHARD W CRAIGO,"RICHARD W CRAIGO,ATTORNEY AT LAW",10724 WILSHIRE BLVD SUITE #406,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,10724 WILSHIRE BLVD APT #406,LOS ANGELES,90024-4461,541100,Legal services,5,01/01/1993,,"(34.0606, -118.4368)"
0002350448-0001-0,GERALDINE KORSS,,10724 WILSHIRE BLVD APT #603,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,,,,,,5,12/01/2006,12/31/2006,
0002290384-0001-8,ROBERT E KIM,,10724 WILSHIRE BLVD UNIT #411,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,,,,,,5,07/01/2006,12/31/2012,
0000854516-0001-5,JUAN GABRIEL CORONADO,,10724 WILSHIRE BLVD #607,LOS ANGELES,90024-4461,10724 WILSHIRE 90024,,,,541600,"Management, scientific, & technical consulting services",5,01/01/1999,,"(34.0606, -118.4368)"
0000689593-0001-5,HECTOR CORONADO ET AL,CFM GROUP,10724 WILSHIRE BLVD #607,LOS ANGELES,90024-4461,10724 WILSHIRE 90024,,,,541600,"Management, scientific, & technical consulting services",5,01/01/1999,,"(34.0606, -118.4368)"
0002101150-0001-7,SMAC HIT,,10724 WILSHIRE BLVD UNIT #413,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,,,,,,5,01/01/2002,12/31/2012,"(34.0606, -118.4368)"
0002260102-0001-4,SUSAN KERAN SOLOMON,,10724 WILSHIRE BLVD UNIT #602,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,,,,,,5,12/01/2006,12/31/2007,
0002481834-0001-2,ACF MARKETING INC,,10724 WILSHIRE BLVD #607,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,,,,,,5,10/21/2009,04/01/2011,
0000608140-0001-2,CONSTELLATION MARINE CO,,10724 WILSHIRE BLVD #509,LOS ANGELES,90024-4461,10724 WILSHIRE 90024-4461,,,,,,5,12/28/1995,12/31/2009,
0003183635-0001-3,RUMORS ROSE LLC,,10701   WILSHIRE BLVD   APT #1901,LOS ANGELES,90024-4462,10701 WILSHIRE 90024,10701   WILSHIRE BLVD   SUITE #1901,LOS ANGELES,90024-4462,424800,"Beer, wine, & distilled alcoholic beverage",5,01/01/2020,,"(34.0612, -118.4362)"
0002780257-0001-3,CAT ATTACK RECORDS LLC,,10701 WILSHIRE BLVD #1804,LOS ANGELES,90024-4462,10701 WILSHIRE 90024-4462,,,,,,5,09/08/2014,01/12/2016,
0003161661-0001-9,SAHRANG MEDICAL ANTI AGING INC A PROFESSIONAL CORPORATION,,10724 WILSHIRE BLVD APT #713,LOS ANGELES,90024-4463,10724 Wilshire 90024-4463,10451 SANDALL LANE,LOS ANGELES,90077-3111,541990,"All other professional, scientific, & technical services",5,01/01/2015,,"(34.0602, -118.4366)"
0003129657-0001-5,BEVERLY PHARMACY INC,,10724   WILSHIRE BLVD   SUITE #807,LOS ANGELES,90024-4463,10724 WILSHIRE 90024,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",5,01/01/2019,,"(34.0602, -118.4366)"
0002621624-0001-5,MIRIAM RUDES,SEVENTWO DENIM,10724 WILSHIRE BLVD #805,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,1623 S SHERBOURNE DRIVE,LOS ANGELES,90035-4414,315000,Apparel mfg.,5,02/13/2012,,"(34.0606, -118.4368)"
0002201334-0001-0,SEYMOUR KRESHEK,,10724 WILSHIRE BLVD UNIT #802,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,808 FIRE DANCE LANE,PALM DESERT,92211-5912,,,5,03/01/2005,,"(34.0606, -118.4368)"
0002464107-0001-7,GANJI ENTREPRENEURSHIP CORPORATION,MAHRAAM FOOD PRODUCTS,10724 WILSHIRE BLVD #904,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,,,,424400,Grocery & related products,5,09/22/2009,,"(34.0606, -118.4368)"
0000478529-0001-2,LORETTA MERAJ,,10724 WILSHIRE BLVD #702,LOS ANGELES,90024-4463,10724 WILSHIRE 90024,,,,,,5,03/01/2004,12/31/2004,
0000427093-0001-1,HYPERICUM INTERESTS LLC,,10724 WILSHIRE BLVD #905,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,,,,,,5,04/01/2002,05/26/2005,
0002234463-0001-5,"BERGER CONSULTING GROUP, LLC",,10724 WILSHIRE BLVD #806,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,,,,,,5,01/01/2006,12/31/2006,
0000038969-0001-2,VISION PROPERTY MANAGEMENT INC,,10724 WILSHIRE BLVD #802,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,,,,,,5,07/20/1992,07/30/2004,
0002362262-0001-4,MICHELLE BENDERSKY,,10724 WILSHIRE BLVD #710,LOS ANGELES,90024-4463,10724 WILSHIRE 90024-4463,,,,,,5,08/01/2008,12/31/2008,
0002303572-0001-1,"VIRGINIA FARRELL, INC.",,10751 WILSHIRE BLVD #707,LOS ANGELES,90024-4464,10751 WILSHIRE 90024-4464,,,,,,5,08/17/2005,10/31/2010,
0002819539-0001-6,RESILIENT MIND INC,,10751 WILSHIRE BLVD APT #907,LOS ANGELES,90024-4465,10751 WILSHIRE 90024-4465,,,,621111,Offices of physicians (except mental health specialists),5,08/01/2014,,"(34.0603, -118.438)"
0002942302-0001-1,JUDE J MCELROY M.D PH.D PC,,10751   WILSHIRE BLVD   APT #907,LOS ANGELES,90024-4465,10751 WILSHIRE 90024-4465,10751   WILSHIRE BLVD   #907,LOS ANGELES,90024-4465,621111,Offices of physicians (except mental health specialists),5,07/01/2016,,"(34.0607, -118.4384)"
0002032538-0001-0,SAHEL YAMINI,,10751 WILSHIRE BLVD UNIT #904,LOS ANGELES,90024-4465,10751 WILSHIRE 90024-4465,,,,,,5,03/31/2005,05/31/2005,
0002096553-0001-1,REZA HADDAD MASHAD,,10751 WILSHIRE BLVD UNIT #905,LOS ANGELES,90024-4465,10751 WILSHIRE 90024-4465,,,,,,5,02/17/2006,12/31/2006,
0002806810-0001-4,CHRISTINA RATH,,10787   WILSHIRE BLVD   APT #1102,LOS ANGELES,90024-4466,10787 WILSHIRE 90024-4466,10787   WILSHIRE BLVD   #1102,LOS ANGELES,90024-4466,511000,Publishing industries (except Internet),5,01/01/2015,,"(34.0604, -118.4393)"
0003058245-0001-6,BEL AIR BRANDING,,10787   WILSHIRE BLVD   APT #1102,LOS ANGELES,90024-4466,10787 WILSHIRE 90024,10787   WILSHIRE BLVD   SUITE #1102,LOS ANGELES,90024-4466,,,5,04/18/2018,,"(34.0604, -118.4392)"
0002854775-0001-8,HALOMARK PRODUCTIONS INC,,10787 WILSHIRE BLVD ##1003,LOS ANGELES,90024-4466,10787 WILSHIRE 90024-4466,,,,711510,"Independent artists, writers, & performers",5,07/14/2015,,"(34.06, -118.4392)"
0003030295-0001-3,MOISE MASJEDI,HOMEWORK,10787   WILSHIRE BLVD   UNIT #1501,LOS ANGELES,90024-4467,10787 WILSHIRE 90024-4467,11857   TEXAS AVENUE   UNIT #102,LOS ANGELES,90025-1413,561720,Janitorial services,5,02/01/2018,,"(34.0604, -118.4392)"
0000465732-0001-2,COMPUTERIZED HEALTH EVALUATION SYSTEMS INC,,10787 WILSHIRE BLVD #1402,LOS ANGELES,90024-4467,10787 WILSHIRE 90024-4467,,,,,,5,08/01/1983,12/31/2017,
0002892793-0001-7,RA SMALBERG MD INC,,10750   WILSHIRE BLVD   #1603,LOS ANGELES,90024-4468,10750 WILSHIRE 90024-4468,,,,541600,"Management, scientific, & technical consulting services",5,01/01/2015,,"(34.0599, -118.4381)"
0000815948-0001-0,DKOBY ENTERPRISES INC,,10750   WILSHIRE BLVD   #1404,LOS ANGELES,90024-4468,10750 WILSHIRE 90024-4468,,,,541600,"Management, scientific, & technical consulting services",5,01/01/1996,,"(34.0599, -118.4381)"
0002047612-0001-6,SUSAN WORKMAN,,10750 WILSHIRE BLVD #7006,LOS ANGELES,90024-4468,10750 WILSHIRE 90024-4468,,,,,,5,01/01/2002,12/31/2013,
0003169885-0001-9,MAHSHID GOLSAZ INTERPRETING LLC,,10750 WILSHIRE BLVD    #201,LOS ANGELES,90024-4469,10750 Wilshire 90024-4469,,,,238990,All other specialty trade contractors,5,06/01/2015,,"(34.0599, -118.4382)"
0002670616-0001-5,NW8 INC.,,10750 WILSHIRE BLVD #104,LOS ANGELES,90024-4469,10750 WILSHIRE 90024-4469,,,,531310,Real estate property managers,5,01/01/2012,,"(34.0603, -118.438)"
0002551235-0001-4,DEBORAH DACHINGER,DEBBI DARLING CREATIONS,10751   WILSHIRE BLVD   PENTHOUSE #4,LOS ANGELES,90024-4471,10751 WILSHIRE 90024-4471,8585   BURTON WAY   APT #110,LOS ANGELES,90048-3362,423940,"Jewelry, watch, precious stone, & precious metals",5,01/05/2010,,"(34.0607, -118.4384)"
0000853015-0001-2,SUSAN ST CLAIRE,,10751 WILSHIRE BLVD #1408,LOS ANGELES,90024-4471,10751 WILSHIRE 90024-4471,,,,561500,Travel arrangement & reservation services,5,01/01/2000,,"(34.0603, -118.438)"
0002115357-0001-1,CAMERON BUNCE,,10751 WILSHIRE BLVD PENTHOUSE #9,LOS ANGELES,90024-4471,10751 WILSHIRE 90024-4471,,,,,,5,01/01/2003,03/01/2009,
0002218153-0001-3,ROBERT NELLI,,10751 WILSHIRE BLVD #4,LOS ANGELES,90024-4471,10751 WILSHIRE 90024-4471,,,,,,5,01/15/2005,12/31/2006,
0002448322-0001-4,JACOB RASHTI,,10724 WILSHIRE BLVD APT #1103,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,POST OFFICE BOX #1843,BEVERLY HILLS,90213-1843,,,5,01/01/2006,12/31/2010,
0003131213-0001-8,NARGES TOLOUE SABOUT ZANJANI,,10724   WILSHIRE BLVD   APT #1008,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,,,,812112,Beauty salons,5,01/01/2016,,"(34.0602, -118.4366)"
0002567426-0001-1,LARRY POLLACK,,10724 WILSHIRE BLVD APT #1202,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,,,,,,5,06/01/2010,12/31/2010,
0002364041-0001-1,OLIVER CONSULTING INC,,10724 WILSHIRE BLVD APT #1005,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,,,,,,5,03/01/2002,12/31/2008,
0002544718-0001-7,NBM LIMITED PARTNERSHIP,,10724   WILSHIRE BLVD   UNIT #1102,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,POST OFFICE BOX #492182,LOS ANGELES,90049-8182,532400,Commercial & industrial machinery & equipment rental & leasing,5,02/26/2010,,"(34.0602, -118.4366)"
0000138585-0001-4,CHRISTOPHER T WYATT,WYATT INTERNATIONAL,10724 WILSHIRE BLVD #1003,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,3300   OAK LAWN AVENUE   SUITE #600,DALLAS,75219-4269,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",5,01/01/2000,,"(34.0606, -118.4368)"
0002621610-0001-3,NEEMA R NAZIF,,10724 WILSHIRE BLVD SUITE #1008,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,,,,,,5,02/01/2008,12/31/2011,
0002188090-0001-5,CHARLES L FRANKLIN INC,,10724 WILSHIRE BLVD SUITE #906,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,,,,,,5,01/02/2005,12/20/2015,
0002273560-0001-8,ABNER/HELEN SIMANTOB,,10724 WILSHIRE BLVD #1006,LOS ANGELES,90024-4472,10724 WILSHIRE 90024-4472,,,,,,5,09/11/2007,10/01/2009,
0002372199-0001-5,WARREN DAVENPORT INVESTMENTS LLC,,10724 WILSHIRE BLVD APT #1503,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/30/2000,,"(34.0606, -118.4368)"
0003183868-0001-4,INTERNATIONAL PRIME SOURCING INC,IPS INC,10724 WILSHIRE BLVD    #1504,LOS ANGELES,90024-4473,10724 Wilshire 90024-4473,,,,323100,Printing & related support activities,5,09/01/2019,,"(34.0602, -118.4366)"
0002210100-0002-1,ALLEN Y BENYAMIN,ALBEN ANTIQUES,10724 WILSHIRE BLVD UNIT #1203,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",5,07/01/2007,,"(34.0606, -118.4368)"
0002498622-0001-1,SHAREN H GHATAN,LAW OFFICES OF SHAREN H GHATAN,10724 WILSHIRE BLVD SUITE #1505,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,POST OFFICE BOX #24769,LOS ANGELES,90024-0769,541100,Legal services,5,01/01/2009,,"(34.0606, -118.4368)"
0000240775-0001-1,SHERRY YASMIN MONSEF,,10724 WILSHIRE BLVD #1503,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,8340 MELROSE AVENUE,LOS ANGELES,90069-5420,561500,Travel arrangement & reservation services,5,01/01/2000,,"(34.0606, -118.4368)"
0000325339-0001-1,LINDA FABER,,10724 WILSHIRE BLVD #1205,LOS ANGELES,90024-4473,10724 WILSHIRE 90024,,,,,,5,12/01/2001,12/31/2004,
0002085519-0001-1,WORLD FINANCIAL SERVICES CORPORATION,,10724 WILSHIRE BLVD SUITE #1506,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,,,,,,5,01/01/2002,12/31/2009,
0002200472-0001-6,SHAREN H. GHATAN,,10724 WILSHIRE BLVD #1505,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,,,,,,5,01/01/2003,12/31/2007,
0002046041-0001-6,DIANE FORD ASHBEE,,10724 WILSHIRE BLVD #1402,LOS ANGELES,90024-4473,10724 WILSHIRE 90024-4473,,,,,,5,04/01/2005,12/31/2011,
0003034791-0001-5,RICHARD RAND,,10751   WILSHIRE BLVD   APT #1207,LOS ANGELES,90024-4474,10751 WILSHIRE 90024-4474,10751   WILSHIRE BLVD   APT #1207,LOS ANGELES,90024-4474,531100,Lessors of real estate (including mini warehouses & self-storage units),5,04/01/2017,,"(34.0607, -118.4384)"
