"name","address","start","end","gcode","lat","long","status","contains"
"LIVESTATION.COM INC","10880 WILSHIRE BLVD,LOS ANGELES,CA,90024","06/04/2015","12/31/2018","U.S. Coast Guard - Motion Picture and Television Office, 10880, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.058617,-118.4432767,"closed",1
"Home Business","1390 KELTON AVENUE,LOS ANGELES,CA,90024","11/01/2001","10/01/2018","1390, Kelton Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0545244435208,-118.443546995562,"closed",0
"BLOOD MONEY FILMS, LLC","1258  DEVON AVENUE,LOS ANGELES,CA,90024","02/22/2017","12/31/2018","1258, Devon Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0654624114566,-118.426242314444,"closed",1
"CHRISTINA NATION CORRIVEAU","10600 EASTBORNE AVENUE,LOS ANGELES,CA,90024","08/10/2007","12/31/2018","10600, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.054493,-118.430211,"closed",1
"HQ PACIFIC RIM RESOURCES LLC","10920 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/22/2013","12/31/2018","UCLA Wilshire Center, 10920, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0580985,-118.444642405786,"closed",1
"Home Business","1779 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/02/2017","12/31/2018","1779, Westwood Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0502625714286,-118.437502755102,"closed",0
"ALEXANDER BYSTRITSKY MD","10850 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/01/2018","12/31/2018","English Language Center - ELC Los Angeles, 10850, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05913165,-118.44120737686,"closed",1
"BODY HIGH LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","04/19/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"Home Business","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","04/16/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",0
"Home Business","10510 WELLWORTH AVENUE,LOS ANGELES,CA,90024","05/24/2005","12/31/2018","10510, Wellworth Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0612570223708,-118.430718155152,"closed",0
"LUC INC","1386 WESTWOOD BLVD,LOS ANGELES,CA,90024","09/12/2000","05/30/2018","1386, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0556325,-118.44181675,"closed",1
"RER LLC","1067 GLENDON AVENUE,LOS ANGELES,CA,90024","08/28/2009","12/31/2018","1067, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0614126326531,-118.444397877551,"closed",1
"Home Business","10921 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/15/2013","12/31/2018","Westwood Medical Plaza, 10921, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05886315,-118.444825522401,"closed",0
"MAGROUND LLC","10787 MASSACHUSETTS AVENUE,LOS ANGELES,CA,90024","09/04/2013","04/23/2018","10787, Massachusetts Avenue, West Los Angeles, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0521195510204,-118.436475673469,"closed",1
"Home Business","10850 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2003","02/26/2018","English Language Center - ELC Los Angeles, 10850, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05913165,-118.44120737686,"closed",0
"BEVERLY PLUS CLEANERS INC","1786 WESTWOOD BLVD,LOS ANGELES,CA,90024","12/17/2008","01/07/2018","1786, Westwood Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0502111428571,-118.437214653061,"closed",1
"ANDREW H SELESNICK ALC","10880 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/1996","12/31/2018","U.S. Coast Guard - Motion Picture and Television Office, 10880, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.058617,-118.4432767,"closed",1
"AUJLA BROTHERS INC","1321 WESTWOOD BLVD,LOS ANGELES,CA,90024","11/01/2016","12/31/2018","1321, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05660575,-118.442624666667,"closed",1
"AARON THOMPSON / GARNET VENTURES INC","10900 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/25/2018","12/31/2018","Murdock Plaza, 10900, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05833715,-118.444065347594,"closed",1
"Home Business","1383 MIDVALE AVENUE,LOS ANGELES,CA,90024","10/01/1962","12/31/2018","1383, 1385, 1387, Midvale Avenue, West Los Angeles, Los Angeles, Los Angeles County, California, 90024-3990, United States",34.0551025,-118.443162028618,"closed",0
"ALLIANCE UNITED PARKING SYSTEMS LLC","1266 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/02/2015","04/01/2018","Fresh Corn Grill, 1266, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024-3990, United States",34.0575829,-118.4429283,"closed",1
"Home Business","10450 EASTBORNE AVENUE,LOS ANGELES,CA,90024","01/01/2016","12/31/2018","10450, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.057263862069,-118.426180793103,"closed",0
"PROPER PARKING CO","1300 WESTWOOD BLVD,LOS ANGELES,CA,90024","08/08/2013","10/01/2018","1300, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.056926,-118.442596,"closed",1
"Home Business","1752  WESTWOOD BLVD,LOS ANGELES,CA,90024","01/03/2006","12/31/2018","1752, Westwood Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0508377142857,-118.437754836735,"closed",0
"MARJORIE NEWMAN LIVING TRUST","11045 STRATHMORE DRIVE,LOS ANGELES,CA,90024","04/24/1985","12/31/2018","11045, Strathmore Drive, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0644854,-118.451283348024,"closed",1
"SGV RETAIL APPAREL LLC","1009 BROXTON AVENUE,LOS ANGELES,CA,90024","01/01/2013","01/17/2018","1009, Broxton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0622634506046,-118.447060357335,"closed",1
"DAYE JACK TOURING INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","10/08/2015","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"CENTRAL Z. INC","10959 ROCHESTER AVENUE,LOS ANGELES,CA,90024","04/12/2016","12/31/2018","10959, Rochester Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0556485,-118.444618,"closed",1
"Home Business","121 E WILSHIRE STREET,LOS ANGELES,CA,90024","09/01/2017","12/31/2018","The Wilshire, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.06151465,-118.432771161966,"closed",0
"Home Business","1145 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/01/2009","12/31/2018","1145, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0601472045685,-118.445332470182,"closed",0
"BARBARIAN ENTERTAINMENT INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2016","01/01/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"JUBARISS CORP","1451 VETERAN AVENUE,LOS ANGELES,CA,90024","06/05/2014","12/31/2018","1451, Veteran Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0529583265306,-118.443731530612,"closed",1
"WRIGHT BANKS CO INC","1334 WESTWOOD BLVD,LOS ANGELES,CA,90024","09/01/1984","12/31/2018","1334, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.056507375,-118.442343833333,"closed",1
"NSM CREATIVE INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2018","01/01/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"MODERN FABRICS INC","10650 KINNARD AVENUE,LOS ANGELES,CA,90024","10/27/2014","12/31/2018","10650, Kinnard Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0557077058824,-118.432804176471,"closed",1
"Home Business","10501 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/04/1983","12/31/2018","10501, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.064163,-118.432364,"closed",0
"HEAVENLY COUTURE INC","1065 BROXTON AVENUE,LOS ANGELES,CA,90024","02/19/2016","03/13/2018","1065, Broxton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0613497480062,-118.446259334993,"closed",1
"ARIAN LOUNGE INC","1563 WESTWOOD BLVD,LOS ANGELES,CA,90024","06/15/2014","01/01/2018","1563, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0530216764706,-118.4398815,"closed",1
"GLENDON CONCEPTS LLC","1071 GLENDON AVENUE,LOS ANGELES,CA,90024","04/01/2010","12/31/2018","1071, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0613504285714,-118.444413142857,"closed",1
"GLEICHER COLKER GROUP INC","1385 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/01/2017","12/31/2018","1385, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05558625,-118.442009875,"closed",1
"Home Business","1363 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/01/2001","12/31/2018","1363, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0558805,-118.44218725,"closed",0
"58 12 DESIGN LAB INC","1736 WESTWOOD BLVD,LOS ANGELES,CA,90024","09/01/2015","12/31/2018","1736, Westwood Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0511325714286,-118.438009040816,"closed",1
"Home Business","10920 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2014","12/31/2018","UCLA Wilshire Center, 10920, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0580985,-118.444642405786,"closed",0
"Home Business","10724 WILSHIRE BLVD,LOS ANGELES,CA,90024","04/01/1980","12/31/2018","10724, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0605339358381,-118.436825391376,"closed",0
"CARAVAN TOURING INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/27/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"MAYHEM GLASS WESTWOOD LLC","945 WESTWOOD BLVD,LOS ANGELES,CA,90024","05/14/2013","12/31/2018","945, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0629357388278,-118.445187556392,"closed",1
"INFORMA BUSINESS INTELLIGENCE, INC.","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/26/2016","12/31/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",1
"DAYE JACK MUSIC LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","10/07/2015","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"FAMOUSLY BLACK INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/06/2009","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"Home Business","1062 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/22/2001","12/31/2018","1062, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.061473877551,-118.44521644898,"closed",0
"CALIFORNIA CLINICAL RESEARCH FUNDATION LLC","10475 EASTBORNE AVENUE,LOS ANGELES,CA,90024","03/24/2011","12/31/2018","10475, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0569969310345,-118.426880896552,"closed",1
"JAMINA INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","05/24/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"RETROHASH LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","12/08/2015","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"CHASIN PETS SERVICE LLC","1551 ENSLEY AVENUE,LOS ANGELES,CA,90024","12/01/2003","04/10/2018","1551, Ensley Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0629706778374,-118.422562212191,"closed",1
"ELECTRIC FARM LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","03/12/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"SHL DESIGNS LLC","1100 GLENDON AVENUE,LOS ANGELES,CA,90024","05/01/2014","12/31/2018","Westwood Center, 1100, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0605418,-118.443495411629,"closed",1
"Home Business","10920 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2014","12/31/2018","UCLA Wilshire Center, 10920, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0580985,-118.444642405786,"closed",0
"MYSTOPIA ENTERTAINMENT","10877 WILSHIRE BLVD,LOS ANGELES,CA,90024","09/17/2015","12/31/2018","10877, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05927025,-118.4423481,"closed",1
"MY D INC","1008 BROXTON AVENUE,LOS ANGELES,CA,90024","08/20/2016","12/31/2018","1008, Broxton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0623181979505,-118.446819485807,"closed",1
"NOVEL CAFE INC","1101 GAYLEY AVENUE,LOS ANGELES,CA,90024","06/15/2007","12/31/2018","Novel Cafe Westwood, 1101, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0600033,-118.4465424,"closed",1
"OKYS INC","100 UCLA MEDICAL PLAZA,LOS ANGELES,CA,90024","01/01/1999","12/31/2018","",34.06558,-118.44576,"closed",1
"PRINCIPAL SOLUTIONS GROUP INC.","1015 GAYLEY AVENUE,LOS ANGELES,CA,90024","01/14/2006","12/31/2018","Postal spot, 1015, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.061433,-118.4480497,"closed",1
"IZUCHUKWU OKPARA MD INC","10880 WILSHIRE BLVD,LOS ANGELES,CA,90024","05/01/2014","08/01/2018","U.S. Coast Guard - Motion Picture and Television Office, 10880, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.058617,-118.4432767,"closed",1
"BUYPLR INC","1361 WESTWOOD BLVD,LOS ANGELES,CA,90024","04/25/2017","12/31/2018","1361, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05590725,-118.442203375,"closed",1
"TALASAZAN GALLERY INC","1391 WESTWOOD BLVD,LOS ANGELES,CA,90024","06/01/2015","12/31/2018","1391, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.055506,-118.4419615,"closed",1
"COMPTON & COMPANY LLC","10900 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2017","12/31/2018","Murdock Plaza, 10900, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05833715,-118.444065347594,"closed",1
"CLARENCE GREY INC","10501 WILSHIRE BLVD,LOS ANGELES,CA,90024","07/25/2000","12/31/2018","10501, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.064163,-118.432364,"closed",1
"DEPARTURES, LLC","10877 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/01/2016","12/31/2018","10877, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05927025,-118.4423481,"closed",1
"AGENT ORANGE TELECOM INC","11000 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/24/2016","12/31/2018","Federal Building, 11000, Wilshire Boulevard, Veterans Administration, Los Angeles County, California, 90024, United States",34.05637535,-118.447879599573,"closed",1
"JACKSON TOURING INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","06/08/2012","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"PALE FIRE ENTERPRISES INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","03/15/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"BOYCHOIR MOVIE LLC","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","12/06/2013","12/31/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",1
"ONE TOUGH COOKIE INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2006","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"SEASONED CREATIONS INC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","09/19/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"S&S JONES INC","1258  DEVON AVENUE,LOS ANGELES,CA,90024","01/01/2017","01/01/2018","1258, Devon Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0654624114566,-118.426242314444,"closed",1
"LAZ KARP ASSOCIATES LLC","10700 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2017","04/01/2018","10700, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.060744,-118.435854,"closed",1
"Home Business","10390 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2009","12/31/2018","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",0
"LAZ KARP ASSOCIATES LLC","10236 CHARING CROSS ROAD,LOS ANGELES,CA,90024","01/01/2017","02/01/2018","10236, Charing Cross Road, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.077499974723,-118.429239320156,"closed",1
