entry_term_cd,entry_year_trailing_summer_7,admit_level,start_major,end_major,end_status,section,headcount
19F,2019-20,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,ARCHITECTURAL STUDIES                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,AFRICAN AMERICAN STUDIES                                                                                                ,AFRICAN AMERICAN STUDIES                                                                                                ,Graduated,Fall 2 to Fall 3,13
19F,2019-20,Transfer,APPLIED MATHEMATICS                                                                                                     ,MATHEMATICS                                                                                                             ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,BIOENGINEERING                                                                                                          ,BIOENGINEERING                                                                                                          ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,BIOLOGY                                                                                                                 ,BIOLOGY                                                                                                                 ,Graduated,Fall 2 to Fall 3,78
19F,2019-20,Transfer,BUSINESS ECONOMICS                                          ,SOCIOLOGY                                                                                                               ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,COMPUTER ENGINEERING                                                                                                    ,COMPUTER ENGINEERING                                                                                                    ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,ELECTRICAL ENGINEERING                                                                                                  ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,ENVIRONMENTAL SCIENCE                                                                                                   ,ENVIRONMENTAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,GEOGRAPHY                                                                                                               ,GEOGRAPHY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,GEOLOGY                                                                                                                 ,GEOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,LINGUISTICS AND ASIAN LANGUAGES AND CULTURES                                                                            ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,MATERIALS ENGINEERING                                                                                                   ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,MATHEMATICS OF COMPUTATION                                  ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,MATHEMATICS/ECONOMICS                                                                                                   ,MATHEMATICS/ECONOMICS                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,MUSICOLOGY                                                                                                              ,MUSICOLOGY                                                                                                              ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,THEATER                                                                                                                 ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,APPLIED MATHEMATICS                                         ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,APPLIED MATHEMATICS                                         ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,BIOCHEMISTRY                                                                                                            ,MATHEMATICS                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,BIOLOGY                                                                                                                 ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,CHICANA AND CHICANO STUDIES                                                                                             ,POLITICAL SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,CLASSICAL CIVILIZATION                                                                                                  ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,PSYCHOBIOLOGY                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COMPUTER SCIENCE                                                                                                        ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,DATA THEORY                                                 ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ECONOMICS                                                   ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ECONOMICS                                                   ,POLITICAL SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ELECTRICAL ENGINEERING                                                                                                  ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,MATHEMATICS/ECONOMICS                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,GEOGRAPHY                                                                                                               ,GEOGRAPHY                                                                                                               ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HISTORY                                                     ,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HISTORY                                                     ,PUBLIC AFFAIRS                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,PUBLIC AFFAIRS                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,LINGUISTICS AND ANTHROPOLOGY                                                                                            ,LINGUISTICS                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATERIALS ENGINEERING                                                                                                   ,MECHANICAL ENGINEERING                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS OF COMPUTATION                                  ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,ECONOMICS                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS/ECONOMICS                                                                                                   ,Enrolled,Fall 2 to Fall 3,36
20F,2020-21,Freshman,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,NEUROSCIENCE                                                                                                            ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,NEUROSCIENCE                                                                                                            ,PHYSIOLOGICAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSICS                                                                                                                 ,BIOPHYSICS                                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                           ,BUSINESS ECONOMICS                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                                                                                       ,CHICANA AND CHICANO STUDIES                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                                                                                       ,ECONOMICS                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COGNITIVE SCIENCE                                           ,PSYCHOBIOLOGY                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,DATA THEORY                                                 ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,DATA THEORY                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,12
20F,2020-21,Freshman,DESIGN / MEDIA ARTS                                                                                                     ,DESIGN / MEDIA ARTS                                                                                                     ,Enrolled,Fall 2 to Fall 3,40
20F,2020-21,Freshman,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ECONOMICS                                                   ,HISTORY                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ELECTRICAL ENGINEERING                                                                                                  ,MATHEMATICS FOR TEACHING                                                                                                ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ENGLISH                                                                                                                 ,MATERIALS ENGINEERING                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ENVIRONMENTAL SCIENCE                                                                                                   ,PHYSIOLOGICAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,GLOBAL STUDIES                                              ,LABOR STUDIES                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,GLOBAL STUDIES                                              ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,GREEK AND LATIN                                                                                                         ,GREEK AND LATIN                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HISTORY                                                     ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HISTORY                                                     ,PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,GLOBAL STUDIES                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,HISTORY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,LINGUISTICS                                                                                                             ,LINGUISTICS                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS                                                                                                             ,PHILOSOPHY                                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS FOR TEACHING                                    ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,DATA THEORY                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",ANTHROPOLOGY-BS                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Enrolled,Fall 2 to Fall 3,15
20F,2020-21,Freshman,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ","MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MUSIC EDUCATION                                                                                                         ,MUSIC PERFORMANCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSIOLOGICAL SCIENCE                                                                                                   ,ENVIRONMENTAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,AMERICAN INDIAN STUDIES                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,MATHEMATICS FOR TEACHING                                                                                                ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,ARABIC                                                                                                                  ,ARABIC                                                                                                                  ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,ART HISTORY                                                                                                             ,ART HISTORY                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,ASIAN HUMANITIES                                                                                                        ,ASIAN HUMANITIES                                                                                                        ,Graduated,Fall 2 to Fall 3,21
19F,2019-20,Transfer,ASTROPHYSICS                                                                                                            ,ASTROPHYSICS                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,BIOPHYSICS                                                                                                              ,BIOPHYSICS                                                                                                              ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,BUSINESS ECONOMICS                                                                                                      ,BUSINESS ECONOMICS                                                                                                      ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,CHEMICAL ENGINEERING                                                                                                    ,CHEMICAL ENGINEERING                                                                                                    ,Graduated,Fall 2 to Fall 3,15
19F,2019-20,Transfer,CHEMISTRY                                                                                                               ,CHEMISTRY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,COGNITIVE SCIENCE                                                                                                       ,COGNITIVE SCIENCE                                                                                                       ,Graduated,Fall 2 to Fall 3,25
19F,2019-20,Transfer,DANCE                                                                                                                   ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH FRENCH AND FRANCOPHONE                                                ,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH FRENCH AND FRANCOPHONE                                                ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Graduated,Fall 2 to Fall 3,13
19F,2019-20,Transfer,GLOBAL STUDIES                                              ,SOCIOLOGY                                                                                                               ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,HISTORY                                                                                                                 ,HISTORY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,18
19F,2019-20,Transfer,JAPANESE                                                                                                                ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,MATERIALS ENGINEERING                                                                                                   ,MATERIALS ENGINEERING                                                                                                   ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,MUSIC EDUCATION                                                                                                         ,MUSIC EDUCATION                                                                                                         ,Graduated,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,POLITICAL SCIENCE                                                                                                       ,POLITICAL SCIENCE                                                                                                       ,Graduated,Fall 2 to Fall 3,219
19F,2019-20,Transfer,PSYCHOLOGY                                                  ,UNDECLARED                                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
19F,2019-20,Transfer,STATISTICS AND DATA SCIENCE                                                                                             ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,AFRICAN AND MIDDLE EASTERN STUDIES                          ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ANTHROPOLOGY                                                                                                            ,APPLIED MATHEMATICS                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,APPLIED MATHEMATICS                                         ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ASTROPHYSICS                                                                                                            ,APPLIED MATHEMATICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,PSYCHOBIOLOGY                                               ,Enrolled,Fall 2 to Fall 3,11
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,SPANISH                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,KOREAN                                                                                                                  ,KOREAN                                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,LABOR STUDIES                                                                                                           ,LABOR STUDIES                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS OF COMPUTATION                                  ,APPLIED MATHEMATICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MUSIC PERFORMANCE                                                                                                       ,MUSIC PERFORMANCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,31
20F,2020-21,Freshman,NEUROSCIENCE                                                                                                            ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSICS                                                                                                                 ,ASTROPHYSICS                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                           ,ANTHROPOLOGY                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                           ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                           ,PUBLIC AFFAIRS                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PSYCHOBIOLOGY                                               ,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PSYCHOBIOLOGY                                               ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PSYCHOBIOLOGY                                               ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,10
20F,2020-21,Freshman,PUBLIC AFFAIRS                                              ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,SOCIOLOGY                                                   ,ART HISTORY                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED                                                                                                              ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-ENGINEERING AND APPLIED SCIENCE                                                                              ,COMPUTER SCIENCE AND ENGINEERING                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-HUMANITIES                                                                                                   ,ENGLISH                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-LIFE SCIENCE                                                                                                 ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,ASTROPHYSICS                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,MATERIALS ENGINEERING                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,COMMUNICATION                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,ANTHROPOLOGY                                                                                                            ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,ASIAN HUMANITIES                                                                                                        ,ASIAN HUMANITIES                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,CHICANA AND CHICANO STUDIES                                                                                             ,PUBLIC AFFAIRS                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COGNITIVE SCIENCE                                           ,PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,COMPUTER ENGINEERING                                                                                                    ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,DANCE                                                                                                                   ,DANCE                                                                                                                   ,Enrolled,Fall 2 to Fall 3,12
20F,2020-21,Freshman,ECONOMICS                                                                                                               ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ENGLISH                                                                                                                 ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ENGLISH                                                                                                                 ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ENVIRONMENTAL SCIENCE                                                                                                   ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ETHNOMUSICOLOGY                                                                                                         ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,ENVIRONMENTAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,GLOBAL STUDIES                                              ,GLOBAL STUDIES                                              ,Enrolled,Fall 2 to Fall 3,28
20F,2020-21,Freshman,HISTORY                                                     ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,COMMUNICATION                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS                                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/APPLIED SCIENCE                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS OF COMPUTATION                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MECHANICAL ENGINEERING                                                                                                  ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,NEUROSCIENCE                                                                                                            ,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSICS                                                                                                                 ,BIOENGINEERING                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSIOLOGICAL SCIENCE                                                                                                   ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                           ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PSYCHOBIOLOGY                                               ,PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,18
20F,2020-21,Freshman,PSYCHOLOGY                                                  ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
