hour,minute,n_people,week,day,facility,n_people_rel
21,10,0.0,Finals Week,Sunday,wooden,0.0
21,20,0.0,Finals Week,Sunday,wooden,0.0
21,30,0.0,Finals Week,Sunday,wooden,0.0
21,40,0.0,Finals Week,Sunday,wooden,0.0
21,50,0.0,Finals Week,Sunday,wooden,0.0
22,0,0.0,Finals Week,Sunday,wooden,0.0
22,10,0.0,Finals Week,Sunday,wooden,0.0
22,20,0.0,Finals Week,Sunday,wooden,0.0
22,30,0.0,Finals Week,Sunday,wooden,0.0
22,40,0.0,Finals Week,Sunday,wooden,0.0
22,50,0.0,Finals Week,Sunday,wooden,0.0
23,0,0.0,Finals Week,Sunday,wooden,0.0
23,10,0.0,Finals Week,Sunday,wooden,0.0
23,20,0.0,Finals Week,Sunday,wooden,0.0
23,30,0.0,Finals Week,Sunday,wooden,0.0
23,40,0.0,Finals Week,Sunday,wooden,0.0
23,50,0.0,Finals Week,Sunday,wooden,0.0
0,0,52.0,Weeks 1 to 3,Monday to Thursday,bfit,0.347
0,10,45.0,Weeks 1 to 3,Monday to Thursday,bfit,0.3
0,20,39.0,Weeks 1 to 3,Monday to Thursday,bfit,0.26
0,30,31.0,Weeks 1 to 3,Monday to Thursday,bfit,0.207
0,40,24.0,Weeks 1 to 3,Monday to Thursday,bfit,0.16
0,50,18.0,Weeks 1 to 3,Monday to Thursday,bfit,0.12
1,0,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
1,10,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
1,20,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
1,30,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
1,40,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
1,50,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
2,0,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
2,10,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
2,20,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
2,30,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
2,40,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
2,50,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
3,0,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
3,10,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
3,20,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
3,30,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
3,40,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
3,50,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
4,0,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
4,10,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
4,20,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
4,30,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
4,40,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
4,50,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
5,0,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
5,10,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
5,20,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
5,30,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
5,40,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
5,50,0.0,Weeks 1 to 3,Monday to Thursday,bfit,0.0
6,0,10.0,Weeks 1 to 3,Monday to Thursday,bfit,0.067
6,10,19.0,Weeks 1 to 3,Monday to Thursday,bfit,0.127
6,20,26.0,Weeks 1 to 3,Monday to Thursday,bfit,0.173
6,30,31.0,Weeks 1 to 3,Monday to Thursday,bfit,0.207
6,40,37.0,Weeks 1 to 3,Monday to Thursday,bfit,0.247
6,50,41.0,Weeks 1 to 3,Monday to Thursday,bfit,0.273
7,0,47.0,Weeks 1 to 3,Monday to Thursday,bfit,0.313
7,10,53.0,Weeks 1 to 3,Monday to Thursday,bfit,0.353
7,20,58.0,Weeks 1 to 3,Monday to Thursday,bfit,0.387
7,30,60.0,Weeks 1 to 3,Monday to Thursday,bfit,0.4
7,40,61.0,Weeks 1 to 3,Monday to Thursday,bfit,0.407
7,50,61.0,Weeks 1 to 3,Monday to Thursday,bfit,0.407
8,0,63.0,Weeks 1 to 3,Monday to Thursday,bfit,0.42
8,10,66.0,Weeks 1 to 3,Monday to Thursday,bfit,0.44
8,20,67.0,Weeks 1 to 3,Monday to Thursday,bfit,0.447
8,30,69.0,Weeks 1 to 3,Monday to Thursday,bfit,0.46
8,40,68.0,Weeks 1 to 3,Monday to Thursday,bfit,0.453
8,50,68.0,Weeks 1 to 3,Monday to Thursday,bfit,0.453
9,0,68.0,Weeks 1 to 3,Monday to Thursday,bfit,0.453
9,10,69.0,Weeks 1 to 3,Monday to Thursday,bfit,0.46
9,20,70.0,Weeks 1 to 3,Monday to Thursday,bfit,0.467
9,30,75.0,Weeks 1 to 3,Monday to Thursday,bfit,0.5
9,40,76.0,Weeks 1 to 3,Monday to Thursday,bfit,0.507
9,50,74.0,Weeks 1 to 3,Monday to Thursday,bfit,0.493
10,0,77.0,Weeks 1 to 3,Monday to Thursday,bfit,0.513
10,10,77.0,Weeks 1 to 3,Monday to Thursday,bfit,0.513
10,20,76.0,Weeks 1 to 3,Monday to Thursday,bfit,0.507
10,30,74.0,Weeks 1 to 3,Monday to Thursday,bfit,0.493
10,40,72.0,Weeks 1 to 3,Monday to Thursday,bfit,0.48
10,50,70.0,Weeks 1 to 3,Monday to Thursday,bfit,0.467
11,0,75.0,Weeks 1 to 3,Monday to Thursday,bfit,0.5
11,10,75.0,Weeks 1 to 3,Monday to Thursday,bfit,0.5
11,20,74.0,Weeks 1 to 3,Monday to Thursday,bfit,0.493
11,30,72.0,Weeks 1 to 3,Monday to Thursday,bfit,0.48
11,40,70.0,Weeks 1 to 3,Monday to Thursday,bfit,0.467
11,50,67.0,Weeks 1 to 3,Monday to Thursday,bfit,0.447
12,0,68.0,Weeks 1 to 3,Monday to Thursday,bfit,0.453
12,10,66.0,Weeks 1 to 3,Monday to Thursday,bfit,0.44
12,20,67.0,Weeks 1 to 3,Monday to Thursday,bfit,0.447
12,30,68.0,Weeks 1 to 3,Monday to Thursday,bfit,0.453
12,40,65.0,Weeks 1 to 3,Monday to Thursday,bfit,0.433
12,50,61.0,Weeks 1 to 3,Monday to Thursday,bfit,0.407
13,0,60.0,Weeks 1 to 3,Monday to Thursday,bfit,0.4
13,10,58.0,Weeks 1 to 3,Monday to Thursday,bfit,0.387
13,20,57.0,Weeks 1 to 3,Monday to Thursday,bfit,0.38
13,30,55.0,Weeks 1 to 3,Monday to Thursday,bfit,0.367
13,40,54.0,Weeks 1 to 3,Monday to Thursday,bfit,0.36
13,50,54.0,Weeks 1 to 3,Monday to Thursday,bfit,0.36
14,0,60.0,Weeks 1 to 3,Monday to Thursday,bfit,0.4
14,10,64.0,Weeks 1 to 3,Monday to Thursday,bfit,0.427
14,20,69.0,Weeks 1 to 3,Monday to Thursday,bfit,0.46
14,30,73.0,Weeks 1 to 3,Monday to Thursday,bfit,0.487
14,40,72.0,Weeks 1 to 3,Monday to Thursday,bfit,0.48
14,50,70.0,Weeks 1 to 3,Monday to Thursday,bfit,0.467
15,0,73.0,Weeks 1 to 3,Monday to Thursday,bfit,0.487
15,10,76.0,Weeks 1 to 3,Monday to Thursday,bfit,0.507
15,20,82.0,Weeks 1 to 3,Monday to Thursday,bfit,0.547
15,30,87.0,Weeks 1 to 3,Monday to Thursday,bfit,0.58
15,40,91.0,Weeks 1 to 3,Monday to Thursday,bfit,0.607
15,50,96.0,Weeks 1 to 3,Monday to Thursday,bfit,0.64
16,0,109.0,Weeks 1 to 3,Monday to Thursday,bfit,0.727
16,10,119.0,Weeks 1 to 3,Monday to Thursday,bfit,0.793
16,20,127.0,Weeks 1 to 3,Monday to Thursday,bfit,0.847
16,30,130.0,Weeks 1 to 3,Monday to Thursday,bfit,0.867
16,40,132.0,Weeks 1 to 3,Monday to Thursday,bfit,0.88
16,50,135.0,Weeks 1 to 3,Monday to Thursday,bfit,0.9
17,0,139.0,Weeks 1 to 3,Monday to Thursday,bfit,0.927
17,10,142.0,Weeks 1 to 3,Monday to Thursday,bfit,0.947
17,20,143.0,Weeks 1 to 3,Monday to Thursday,bfit,0.953
17,30,146.0,Weeks 1 to 3,Monday to Thursday,bfit,0.973
17,40,144.0,Weeks 1 to 3,Monday to Thursday,bfit,0.96
17,50,140.0,Weeks 1 to 3,Monday to Thursday,bfit,0.933
18,0,140.0,Weeks 1 to 3,Monday to Thursday,bfit,0.933
18,10,136.0,Weeks 1 to 3,Monday to Thursday,bfit,0.907
18,20,128.0,Weeks 1 to 3,Monday to Thursday,bfit,0.853
18,30,128.0,Weeks 1 to 3,Monday to Thursday,bfit,0.853
18,40,121.0,Weeks 1 to 3,Monday to Thursday,bfit,0.807
18,50,116.0,Weeks 1 to 3,Monday to Thursday,bfit,0.773
19,0,113.0,Weeks 1 to 3,Monday to Thursday,bfit,0.753
19,10,109.0,Weeks 1 to 3,Monday to Thursday,bfit,0.727
19,20,107.0,Weeks 1 to 3,Monday to Thursday,bfit,0.713
19,30,106.0,Weeks 1 to 3,Monday to Thursday,bfit,0.707
19,40,103.0,Weeks 1 to 3,Monday to Thursday,bfit,0.687
19,50,104.0,Weeks 1 to 3,Monday to Thursday,bfit,0.693
20,0,104.0,Weeks 1 to 3,Monday to Thursday,bfit,0.693
20,10,109.0,Weeks 1 to 3,Monday to Thursday,bfit,0.727
20,20,110.0,Weeks 1 to 3,Monday to Thursday,bfit,0.733
20,30,116.0,Weeks 1 to 3,Monday to Thursday,bfit,0.773
20,40,122.0,Weeks 1 to 3,Monday to Thursday,bfit,0.813
20,50,124.0,Weeks 1 to 3,Monday to Thursday,bfit,0.827
21,0,131.0,Weeks 1 to 3,Monday to Thursday,bfit,0.873
21,10,138.0,Weeks 1 to 3,Monday to Thursday,bfit,0.92
21,20,141.0,Weeks 1 to 3,Monday to Thursday,bfit,0.94
21,30,141.0,Weeks 1 to 3,Monday to Thursday,bfit,0.94
21,40,144.0,Weeks 1 to 3,Monday to Thursday,bfit,0.96
21,50,142.0,Weeks 1 to 3,Monday to Thursday,bfit,0.947
22,0,137.0,Weeks 1 to 3,Monday to Thursday,bfit,0.913
22,10,139.0,Weeks 1 to 3,Monday to Thursday,bfit,0.927
22,20,136.0,Weeks 1 to 3,Monday to Thursday,bfit,0.907
22,30,133.0,Weeks 1 to 3,Monday to Thursday,bfit,0.887
22,40,126.0,Weeks 1 to 3,Monday to Thursday,bfit,0.84
22,50,118.0,Weeks 1 to 3,Monday to Thursday,bfit,0.787
23,0,113.0,Weeks 1 to 3,Monday to Thursday,bfit,0.753
23,10,109.0,Weeks 1 to 3,Monday to Thursday,bfit,0.727
23,20,98.0,Weeks 1 to 3,Monday to Thursday,bfit,0.653
23,30,87.0,Weeks 1 to 3,Monday to Thursday,bfit,0.58
23,40,78.0,Weeks 1 to 3,Monday to Thursday,bfit,0.52
23,50,71.0,Weeks 1 to 3,Monday to Thursday,bfit,0.473
0,0,52.0,Weeks 1 to 3,Friday,bfit,0.347
0,10,49.0,Weeks 1 to 3,Friday,bfit,0.327
0,20,43.0,Weeks 1 to 3,Friday,bfit,0.287
0,30,36.0,Weeks 1 to 3,Friday,bfit,0.24
0,40,27.0,Weeks 1 to 3,Friday,bfit,0.18
0,50,20.0,Weeks 1 to 3,Friday,bfit,0.133
1,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
1,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
1,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
1,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
1,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
1,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
2,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
2,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
2,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
2,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
2,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
2,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
3,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
3,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
3,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
3,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
3,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
3,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
4,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
4,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
4,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
4,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
4,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
4,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
5,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
5,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
5,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
5,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
5,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
5,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
6,0,8.0,Weeks 1 to 3,Friday,bfit,0.053
6,10,14.0,Weeks 1 to 3,Friday,bfit,0.093
6,20,18.0,Weeks 1 to 3,Friday,bfit,0.12
6,30,22.0,Weeks 1 to 3,Friday,bfit,0.147
6,40,25.0,Weeks 1 to 3,Friday,bfit,0.167
6,50,26.0,Weeks 1 to 3,Friday,bfit,0.173
7,0,27.0,Weeks 1 to 3,Friday,bfit,0.18
7,10,30.0,Weeks 1 to 3,Friday,bfit,0.2
7,20,30.0,Weeks 1 to 3,Friday,bfit,0.2
7,30,32.0,Weeks 1 to 3,Friday,bfit,0.213
7,40,33.0,Weeks 1 to 3,Friday,bfit,0.22
7,50,34.0,Weeks 1 to 3,Friday,bfit,0.227
8,0,37.0,Weeks 1 to 3,Friday,bfit,0.247
8,10,42.0,Weeks 1 to 3,Friday,bfit,0.28
8,20,43.0,Weeks 1 to 3,Friday,bfit,0.287
8,30,45.0,Weeks 1 to 3,Friday,bfit,0.3
8,40,44.0,Weeks 1 to 3,Friday,bfit,0.293
8,50,43.0,Weeks 1 to 3,Friday,bfit,0.287
9,0,49.0,Weeks 1 to 3,Friday,bfit,0.327
9,10,47.0,Weeks 1 to 3,Friday,bfit,0.313
9,20,48.0,Weeks 1 to 3,Friday,bfit,0.32
9,30,49.0,Weeks 1 to 3,Friday,bfit,0.327
9,40,50.0,Weeks 1 to 3,Friday,bfit,0.333
9,50,46.0,Weeks 1 to 3,Friday,bfit,0.307
10,0,49.0,Weeks 1 to 3,Friday,bfit,0.327
10,10,50.0,Weeks 1 to 3,Friday,bfit,0.333
10,20,53.0,Weeks 1 to 3,Friday,bfit,0.353
10,30,56.0,Weeks 1 to 3,Friday,bfit,0.373
10,40,58.0,Weeks 1 to 3,Friday,bfit,0.387
10,50,58.0,Weeks 1 to 3,Friday,bfit,0.387
11,0,63.0,Weeks 1 to 3,Friday,bfit,0.42
11,10,69.0,Weeks 1 to 3,Friday,bfit,0.46
11,20,69.0,Weeks 1 to 3,Friday,bfit,0.46
11,30,66.0,Weeks 1 to 3,Friday,bfit,0.44
11,40,58.0,Weeks 1 to 3,Friday,bfit,0.387
11,50,54.0,Weeks 1 to 3,Friday,bfit,0.36
12,0,58.0,Weeks 1 to 3,Friday,bfit,0.387
12,10,57.0,Weeks 1 to 3,Friday,bfit,0.38
12,20,58.0,Weeks 1 to 3,Friday,bfit,0.387
12,30,58.0,Weeks 1 to 3,Friday,bfit,0.387
12,40,56.0,Weeks 1 to 3,Friday,bfit,0.373
12,50,54.0,Weeks 1 to 3,Friday,bfit,0.36
13,0,54.0,Weeks 1 to 3,Friday,bfit,0.36
13,10,55.0,Weeks 1 to 3,Friday,bfit,0.367
13,20,50.0,Weeks 1 to 3,Friday,bfit,0.333
13,30,46.0,Weeks 1 to 3,Friday,bfit,0.307
13,40,45.0,Weeks 1 to 3,Friday,bfit,0.3
13,50,43.0,Weeks 1 to 3,Friday,bfit,0.287
14,0,49.0,Weeks 1 to 3,Friday,bfit,0.327
14,10,53.0,Weeks 1 to 3,Friday,bfit,0.353
14,20,54.0,Weeks 1 to 3,Friday,bfit,0.36
14,30,56.0,Weeks 1 to 3,Friday,bfit,0.373
14,40,62.0,Weeks 1 to 3,Friday,bfit,0.413
14,50,66.0,Weeks 1 to 3,Friday,bfit,0.44
15,0,73.0,Weeks 1 to 3,Friday,bfit,0.487
15,10,75.0,Weeks 1 to 3,Friday,bfit,0.5
15,20,85.0,Weeks 1 to 3,Friday,bfit,0.567
15,30,91.0,Weeks 1 to 3,Friday,bfit,0.607
15,40,92.0,Weeks 1 to 3,Friday,bfit,0.613
15,50,96.0,Weeks 1 to 3,Friday,bfit,0.64
16,0,115.0,Weeks 1 to 3,Friday,bfit,0.767
16,10,122.0,Weeks 1 to 3,Friday,bfit,0.813
16,20,132.0,Weeks 1 to 3,Friday,bfit,0.88
16,30,137.0,Weeks 1 to 3,Friday,bfit,0.913
16,40,139.0,Weeks 1 to 3,Friday,bfit,0.927
16,50,136.0,Weeks 1 to 3,Friday,bfit,0.907
17,0,138.0,Weeks 1 to 3,Friday,bfit,0.92
17,10,141.0,Weeks 1 to 3,Friday,bfit,0.94
17,20,150.0,Weeks 1 to 3,Friday,bfit,1.0
17,30,150.0,Weeks 1 to 3,Friday,bfit,1.0
17,40,142.0,Weeks 1 to 3,Friday,bfit,0.947
17,50,136.0,Weeks 1 to 3,Friday,bfit,0.907
18,0,132.0,Weeks 1 to 3,Friday,bfit,0.88
18,10,130.0,Weeks 1 to 3,Friday,bfit,0.867
18,20,126.0,Weeks 1 to 3,Friday,bfit,0.84
18,30,120.0,Weeks 1 to 3,Friday,bfit,0.8
18,40,111.0,Weeks 1 to 3,Friday,bfit,0.74
18,50,102.0,Weeks 1 to 3,Friday,bfit,0.68
19,0,100.0,Weeks 1 to 3,Friday,bfit,0.667
19,10,93.0,Weeks 1 to 3,Friday,bfit,0.62
19,20,88.0,Weeks 1 to 3,Friday,bfit,0.587
19,30,84.0,Weeks 1 to 3,Friday,bfit,0.56
19,40,84.0,Weeks 1 to 3,Friday,bfit,0.56
19,50,88.0,Weeks 1 to 3,Friday,bfit,0.587
20,0,92.0,Weeks 1 to 3,Friday,bfit,0.613
20,10,88.0,Weeks 1 to 3,Friday,bfit,0.587
20,20,92.0,Weeks 1 to 3,Friday,bfit,0.613
20,30,98.0,Weeks 1 to 3,Friday,bfit,0.653
20,40,102.0,Weeks 1 to 3,Friday,bfit,0.68
20,50,98.0,Weeks 1 to 3,Friday,bfit,0.653
21,0,86.0,Weeks 1 to 3,Friday,bfit,0.573
21,10,72.0,Weeks 1 to 3,Friday,bfit,0.48
21,20,58.0,Weeks 1 to 3,Friday,bfit,0.387
21,30,44.0,Weeks 1 to 3,Friday,bfit,0.293
21,40,34.0,Weeks 1 to 3,Friday,bfit,0.227
21,50,23.0,Weeks 1 to 3,Friday,bfit,0.153
22,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
22,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
22,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
22,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
22,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
22,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
23,0,0.0,Weeks 1 to 3,Friday,bfit,0.0
23,10,0.0,Weeks 1 to 3,Friday,bfit,0.0
23,20,0.0,Weeks 1 to 3,Friday,bfit,0.0
23,30,0.0,Weeks 1 to 3,Friday,bfit,0.0
23,40,0.0,Weeks 1 to 3,Friday,bfit,0.0
23,50,0.0,Weeks 1 to 3,Friday,bfit,0.0
0,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
0,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
0,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
0,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
0,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
0,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
1,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
1,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
1,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
1,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
1,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
1,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
2,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
2,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
2,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
2,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
2,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
2,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
3,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
3,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
3,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
3,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
3,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
3,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
4,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
4,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
4,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
4,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
4,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
4,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
5,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
5,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
5,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
5,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
5,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
5,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
6,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
6,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
6,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
6,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
6,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
6,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
7,0,0.0,Weeks 1 to 3,Saturday,bfit,0.0
7,10,0.0,Weeks 1 to 3,Saturday,bfit,0.0
7,20,0.0,Weeks 1 to 3,Saturday,bfit,0.0
7,30,0.0,Weeks 1 to 3,Saturday,bfit,0.0
7,40,0.0,Weeks 1 to 3,Saturday,bfit,0.0
7,50,0.0,Weeks 1 to 3,Saturday,bfit,0.0
8,0,20.0,Weeks 1 to 3,Saturday,bfit,0.133
8,10,32.0,Weeks 1 to 3,Saturday,bfit,0.213
8,20,38.0,Weeks 1 to 3,Saturday,bfit,0.253
8,30,45.0,Weeks 1 to 3,Saturday,bfit,0.3
8,40,50.0,Weeks 1 to 3,Saturday,bfit,0.333
8,50,49.0,Weeks 1 to 3,Saturday,bfit,0.327
9,0,54.0,Weeks 1 to 3,Saturday,bfit,0.36
9,10,58.0,Weeks 1 to 3,Saturday,bfit,0.387
9,20,62.0,Weeks 1 to 3,Saturday,bfit,0.413
9,30,63.0,Weeks 1 to 3,Saturday,bfit,0.42
9,40,66.0,Weeks 1 to 3,Saturday,bfit,0.44
9,50,70.0,Weeks 1 to 3,Saturday,bfit,0.467
10,0,73.0,Weeks 1 to 3,Saturday,bfit,0.487
10,10,70.0,Weeks 1 to 3,Saturday,bfit,0.467
10,20,66.0,Weeks 1 to 3,Saturday,bfit,0.44
10,30,69.0,Weeks 1 to 3,Saturday,bfit,0.46
10,40,72.0,Weeks 1 to 3,Saturday,bfit,0.48
10,50,72.0,Weeks 1 to 3,Saturday,bfit,0.48
11,0,74.0,Weeks 1 to 3,Saturday,bfit,0.493
11,10,76.0,Weeks 1 to 3,Saturday,bfit,0.507
11,20,70.0,Weeks 1 to 3,Saturday,bfit,0.467
11,30,68.0,Weeks 1 to 3,Saturday,bfit,0.453
11,40,62.0,Weeks 1 to 3,Saturday,bfit,0.413
11,50,60.0,Weeks 1 to 3,Saturday,bfit,0.4
12,0,59.0,Weeks 1 to 3,Saturday,bfit,0.393
12,10,62.0,Weeks 1 to 3,Saturday,bfit,0.413
12,20,66.0,Weeks 1 to 3,Saturday,bfit,0.44
12,30,65.0,Weeks 1 to 3,Saturday,bfit,0.433
12,40,64.0,Weeks 1 to 3,Saturday,bfit,0.427
12,50,62.0,Weeks 1 to 3,Saturday,bfit,0.413
13,0,58.0,Weeks 1 to 3,Saturday,bfit,0.387
13,10,53.0,Weeks 1 to 3,Saturday,bfit,0.353
13,20,52.0,Weeks 1 to 3,Saturday,bfit,0.347
13,30,50.0,Weeks 1 to 3,Saturday,bfit,0.333
13,40,49.0,Weeks 1 to 3,Saturday,bfit,0.327
13,50,48.0,Weeks 1 to 3,Saturday,bfit,0.32
14,0,50.0,Weeks 1 to 3,Saturday,bfit,0.333
14,10,52.0,Weeks 1 to 3,Saturday,bfit,0.347
14,20,53.0,Weeks 1 to 3,Saturday,bfit,0.353
14,30,56.0,Weeks 1 to 3,Saturday,bfit,0.373
14,40,55.0,Weeks 1 to 3,Saturday,bfit,0.367
14,50,53.0,Weeks 1 to 3,Saturday,bfit,0.353
15,0,60.0,Weeks 1 to 3,Saturday,bfit,0.4
15,10,58.0,Weeks 1 to 3,Saturday,bfit,0.387
15,20,58.0,Weeks 1 to 3,Saturday,bfit,0.387
15,30,60.0,Weeks 1 to 3,Saturday,bfit,0.4
15,40,62.0,Weeks 1 to 3,Saturday,bfit,0.413
15,50,71.0,Weeks 1 to 3,Saturday,bfit,0.473
16,0,70.0,Weeks 1 to 3,Saturday,bfit,0.467
16,10,77.0,Weeks 1 to 3,Saturday,bfit,0.513
16,20,82.0,Weeks 1 to 3,Saturday,bfit,0.547
16,30,86.0,Weeks 1 to 3,Saturday,bfit,0.573
16,40,89.0,Weeks 1 to 3,Saturday,bfit,0.593
16,50,96.0,Weeks 1 to 3,Saturday,bfit,0.64
17,0,105.0,Weeks 1 to 3,Saturday,bfit,0.7
17,10,114.0,Weeks 1 to 3,Saturday,bfit,0.76
17,20,119.0,Weeks 1 to 3,Saturday,bfit,0.793
17,30,119.0,Weeks 1 to 3,Saturday,bfit,0.793
17,40,118.0,Weeks 1 to 3,Saturday,bfit,0.787
17,50,116.0,Weeks 1 to 3,Saturday,bfit,0.773
18,0,116.0,Weeks 1 to 3,Saturday,bfit,0.773
18,10,128.0,Weeks 1 to 3,Saturday,bfit,0.853
18,20,127.0,Weeks 1 to 3,Saturday,bfit,0.847
18,30,130.0,Weeks 1 to 3,Saturday,bfit,0.867
18,40,130.0,Weeks 1 to 3,Saturday,bfit,0.867
18,50,133.0,Weeks 1 to 3,Saturday,bfit,0.887
19,0,132.0,Weeks 1 to 3,Saturday,bfit,0.88
19,10,134.0,Weeks 1 to 3,Saturday,bfit,0.893
19,20,129.0,Weeks 1 to 3,Saturday,bfit,0.86
19,30,114.0,Weeks 1 to 3,Saturday,bfit,0.76
19,40,92.0,Weeks 1 to 3,Saturday,bfit,0.613
19,50,72.0,Weeks 1 to 3,Saturday,bfit,0.48
