Instructor,Subject,title,TotClasses,TotStudents,AvgPercentile
"OLSON, J.M.",LIFESCI,LIFESCI 10H RESEARCH-GENETICS,5,106,94
"PHELAN, J.P.",LIFESCI,LIFESCI 15 LIFE-CONCPTS&ISSUES,10,2655,26
"PHELAN, J.P.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,1,285,19
"FRISCIA, A.R.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,1,354,18
"YANG, X.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,3,1036,16
"SCHEIN, S.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,3,987,15
"ESDIN, J.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,13,3920,14
"PIRES, D.B.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,4,808,14
"PFLUEGL, G.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,1,355,11
"ARNOLD, A.P.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,3,985,10
"BOK, P.D.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,1,360,10
"COOPER, R.H.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,7,2109,10
"FAIN, G.L.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,3,905,10
"ROBERTS, A.C.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,3,622,10
"ROTH-JOHNSON, E.A.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,2,219,10
"EDGERTON, V.R.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,1,290,9
"VELDMAN, M.B.",LIFESCI,LIFESCI 2 CELLS&TISSUES&ORGNS,1,60,7
"VENUGOPAL, S.",LIFESCI,LIFESCI 20 QUANT CNCPT-LIFESCI,2,71,33
"HATKOFF, M.R.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,1,94,25
"PHAM, H.D.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,3,481,24
"PIRES, D.B.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,4,949,21
"SELLAMI, N.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,2,191,19
"JOHNSON, L.M.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,6,1761,18
"CAMPBELL, D.A.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,1,321,17
"CHENG, G.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,1,231,16
MONERAWILA KEPPETI,LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,1,301,14
"PYLE, A.D.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,3,695,14
"WALL, T.R.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,3,695,14
"WANG, F.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,3,690,14
"DRAGOJLOVIC, M.L.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,3,332,13
"TAMANOI, F.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,2,648,10
"LIN, C.",LIFESCI,LIFESCI 3 INTRO-MOLECULAR BIO,2,512,7
"SHEVTSOV, Y.",LIFESCI,LIFESCI 30A MATH-LIFE SCIENTIST,1,13,66
"GARFINKEL, A.",LIFESCI,LIFESCI 30A MATH-LIFE SCIENTIST,2,154,45
"CONLEY, W.J.",LIFESCI,LIFESCI 30A MATH-LIFE SCIENTIST,4,589,43
"GARFINKEL, A.",LIFESCI,LIFESCI 30B MATH-LIFE SCIENTIST,1,31,66
"CONLEY, W.J.",LIFESCI,LIFESCI 30B MATH-LIFE SCIENTIST,3,310,33
"HALLEM, E.A.",LIFESCI,LIFESCI 4 GENETICS,1,24,80
"LASKI, F.A.",LIFESCI,LIFESCI 4 GENETICS,5,1007,39
"JONES, D.L.",LIFESCI,LIFESCI 4 GENETICS,1,317,30
"LONG, J.A.",LIFESCI,LIFESCI 4 GENETICS,1,74,30
"BILL, B.R.",LIFESCI,LIFESCI 4 GENETICS,1,153,26
"CHEN, J.",LIFESCI,LIFESCI 4 GENETICS,1,214,21
"COHN, D.H.",LIFESCI,LIFESCI 4 GENETICS,5,1377,21
"JACOBSEN, S.E.",LIFESCI,LIFESCI 4 GENETICS,5,1377,21
"PHAM, H.D.",LIFESCI,LIFESCI 4 GENETICS,17,3336,16
"SARVASY, H.S.",LING,LING 1 INTR-STUDY-LANGUAGE,2,71,55
"SHARVIT, Y.",LING,LING 1 INTR-STUDY-LANGUAGE,2,780,43
"HAYES, B.P.",LING,LING 1 INTR-STUDY-LANGUAGE,6,234,34
"SMITH, B.W.",LING,LING 1 INTR-STUDY-LANGUAGE,2,68,30
"SPORTICHE, D.L.",LING,LING 1 INTR-STUDY-LANGUAGE,2,817,26
"SCHUH, R.G.",LING,LING 1 INTR-STUDY-LANGUAGE,7,1985,25
"HWANG, H.",LING,LING 1 INTR-STUDY-LANGUAGE,1,349,17
"HYAMS, N.M.",LING,LING 1 INTR-STUDY-LANGUAGE,1,395,17
"WALKOW, M.",LING,LING 1 INTR-STUDY-LANGUAGE,1,394,15
"CHIDAMBARAM, V.",LING,LING 1 INTR-STUDY-LANGUAGE,3,465,11
"SUNDARA, M.",LING,LING 103 INTRO-GEN PHONETICS,1,45,46
"HENRY, T.P.",LING,LING 103 INTRO-GEN PHONETICS,1,44,43
"JUN, S.",LING,LING 103 INTRO-GEN PHONETICS,2,65,43
"ZURAW, K.R.",LING,LING 103 INTRO-GEN PHONETICS,1,77,41
"HAYES, B.P.",LING,LING 103 INTRO-GEN PHONETICS,4,90,39
"KEATING, P.",LING,LING 103 INTRO-GEN PHONETICS,3,121,39
"SMITH, B.W.",LING,LING 103 INTRO-GEN PHONETICS,1,35,37
"MELCHERT, H.C.",LING,LING 110 INTRO TO HIST LING,6,220,42
"HAYES, B.P.",LING,LING 110 INTRO TO HIST LING,1,15,24
"DALAND, R.T.",LING,LING 120A PHONOLOGY I,3,123,55
"SCHUH, R.G.",LING,LING 120A PHONOLOGY I,3,119,35
"SMITH, B.W.",LING,LING 120A PHONOLOGY I,2,69,33
"HAYES, B.P.",LING,LING 120A PHONOLOGY I,5,90,29
"ZURAW, K.R.",LING,LING 120A PHONOLOGY I,1,43,27
"HAYES, B.P.",LING,LING 120B SYNTAX I,4,92,38
"MAHAJAN, A.K.",LING,LING 120B SYNTAX I,2,78,28
"MATYIKU, S.M.",LING,LING 120B SYNTAX I,1,41,24
"CHIDAMBARAM, V.",LING,LING 120B SYNTAX I,1,38,16
"WALKOW, M.",LING,LING 120B SYNTAX I,3,169,10
"SCHUTZE, C.T.",LING,LING 120B SYNTAX I,3,119,5
"SHARVIT, Y.",LING,LING 120C SEMANTICS I,1,39,63
"WALKOW, M.",LING,LING 120C SEMANTICS I,2,78,27
"HAYES, B.P.",LING,LING 120C SEMANTICS I,1,17,16
"RETT, J.L.",LING,LING 120C SEMANTICS I,2,60,8
"HARRIS, J.A.",LING,LING 132 LANGUAGE PROCESSING,2,79,55
"DALAND, R.T.",LING,LING 132 LANGUAGE PROCESSING,1,35,28
"SCHUTZE, C.T.",LING,LING 132 LANGUAGE PROCESSING,1,35,28
"CHIDAMBARAM, V.",LING,LING 132 LANGUAGE PROCESSING,1,35,9
"KOOPMAN, H.",LING,LING 165B SYNTAX II,3,110,28
"SCHUTZE, C.T.",LING,LING 165B SYNTAX II,2,63,28
"CHIDAMBARAM, V.",LING,LING 165B SYNTAX II,1,36,16
"HAYES, B.P.",LING,LING 20 INTRO LING ANALYSIS,3,195,34
"GREER, K.A.",LING,LING 20 INTRO LING ANALYSIS,2,45,32
"SMITH, B.W.",LING,LING 20 INTRO LING ANALYSIS,2,52,14
"RAYMOND, C.W.",LING,LING 20 INTRO LING ANALYSIS,1,131,13
"SCHUTZE, C.T.",LING,LING 20 INTRO LING ANALYSIS,1,93,3
"SARVASY, H.S.",LING,LING 20 INTRO TO LINGUISTCS,1,33,49
"WALKOW, M.",LING,LING 20 INTRO TO LINGUISTCS,2,279,27
"HAYES, B.P.",LING,LING 20 INTRO TO LINGUISTCS,3,194,22
"IPEK, C.",LING,LING 20 INTRO TO LINGUISTCS,1,25,10
"CHIDAMBARAM, V.",LING,LING 20 INTRO TO LINGUISTCS,1,32,9
"STABLER, E.P.",LING,LING 20 INTRO TO LINGUISTCS,1,141,7
"RETT, J.L.",LING,LING 20 INTRO TO LINGUISTCS,1,113,4
"SCHUTZE, C.T.",LING,LING 20 INTRO TO LINGUISTCS,2,233,4
"TIRUVILUAMALA, N.",MATH,MATH 1 PRECALCULUS,1,66,22
"RADKE, E.M.",MATH,MATH 1 PRECALCULUS,1,205,20
"SINCLAIR, T.J.",MATH,MATH 1 PRECALCULUS,1,187,20
"OWAKA, E.A.",MATH,MATH 1 PRECALCULUS,3,113,16
"GREENE, M.P.",MATH,MATH 1 PRECALCULUS,8,1173,11
"SALAZAR, R.",MATH,MATH 1 PRECALCULUS,1,197,11
"RADKO, O.V.",MATH,MATH 1 PRECALCULUS,1,34,9
"HENDRICKS, K.E.",MATH,MATH 1 PRECALCULUS,1,176,8
"KREITLON CAROLINO,",MATH,MATH 1 PRECALCULUS,2,341,8
"REMPE-GILLEN, E.",MATH,MATH 1 PRECALCULUS,1,176,7
"RAJAGOPALAN, A.B.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,33,46
"ROTHSCHILD, B.L.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,90,41
"TAYLOR, D.W.",MATH,MATH 31A DIFF&INTGL CALCULUS,3,271,38
"HANDY, J.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,207,35
"BAO, E.",MATH,MATH 31A DIFF&INTGL CALCULUS,2,370,31
"SPROUSE, C.S.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,54,19
"DRAGOMIRETSKIY, K.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,58,18
"RADKO, O.V.",MATH,MATH 31A DIFF&INTGL CALCULUS,4,382,16
"RENFREW, D.T.",MATH,MATH 31A DIFF&INTGL CALCULUS,2,393,16
"POPA, S.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,203,14
"WATSON, L.T.",MATH,MATH 31A DIFF&INTGL CALCULUS,2,381,10
"BROWN, R.F.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,195,8
"HEILMAN, S.M.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,185,8
"ANTUNOVIC, T.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,194,7
"KIM, C.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,192,7
"BRIZOLIS, D.",MATH,MATH 31A DIFF&INTGL CALCULUS,2,347,6
"CASTELLA, F.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,202,5
"GREENE, R.E.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,195,5
"LIU, G.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,117,5
"SALAZAR, R.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,87,5
"ASCHENBRENNER, M.J",MATH,MATH 31A DIFF&INTGL CALCULUS,2,367,4
"QIN, J.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,52,4
"CONLEY, W.J.",MATH,MATH 31A DIFF&INTGL CALCULUS,1,142,3
"KIM, S.",MATH,MATH 31B INTEGRTN&INF SERIES,3,276,46
"BROWN, T.H.",MATH,MATH 31B INTEGRTN&INF SERIES,1,169,33
"ROTHSCHILD, B.L.",MATH,MATH 31B INTEGRTN&INF SERIES,1,169,31
"BAO, E.",MATH,MATH 31B INTEGRTN&INF SERIES,2,402,28
"SCHAEFFER, G.",MATH,MATH 31B INTEGRTN&INF SERIES,1,206,28
"SINCLAIR, T.J.",MATH,MATH 31B INTEGRTN&INF SERIES,1,170,25
"LIU, Y.",MATH,MATH 31B INTEGRTN&INF SERIES,1,127,16
"KWIATKOWSKA, A.",MATH,MATH 31B INTEGRTN&INF SERIES,1,191,15
"WEISBART, D.E.",MATH,MATH 31B INTEGRTN&INF SERIES,2,381,15
"XIANG, Z.",MATH,MATH 31B INTEGRTN&INF SERIES,2,128,15
"HENDRICKS, K.E.",MATH,MATH 31B INTEGRTN&INF SERIES,1,220,12
"VAN KOTEN, B.",MATH,MATH 31B INTEGRTN&INF SERIES,1,187,12
"CASTELLA, F.",MATH,MATH 31B INTEGRTN&INF SERIES,1,211,11
"TAYLOR, D.W.",MATH,MATH 31B INTEGRTN&INF SERIES,1,204,11
"ASCHENBRENNER, M.J",MATH,MATH 31B INTEGRTN&INF SERIES,2,331,10
"DUPUY, T.A.",MATH,MATH 31B INTEGRTN&INF SERIES,2,340,10
"MANOLESCU, C.",MATH,MATH 31B INTEGRTN&INF SERIES,2,399,10
"SCHROEDER, C.A.",MATH,MATH 31B INTEGRTN&INF SERIES,1,179,10
"HEILMAN, S.M.",MATH,MATH 31B INTEGRTN&INF SERIES,1,176,9
"RADKE, E.M.",MATH,MATH 31B INTEGRTN&INF SERIES,1,65,9
"RADKO, O.V.",MATH,MATH 31B INTEGRTN&INF SERIES,2,67,9
"ANTIEAU, D.B.",MATH,MATH 31B INTEGRTN&INF SERIES,1,215,7
"BURKE, J.T.",MATH,MATH 31B INTEGRTN&INF SERIES,2,269,7
"LIU, G.",MATH,MATH 31B INTEGRTN&INF SERIES,1,189,7
"RENFREW, D.T.",MATH,MATH 31B INTEGRTN&INF SERIES,1,176,7
"UNGER, S.",MATH,MATH 31B INTEGRTN&INF SERIES,1,197,7
"BROWN, R.F.",MATH,MATH 31B INTEGRTN&INF SERIES,1,202,6
"HAESEMEYER, C.",MATH,MATH 31B INTEGRTN&INF SERIES,1,194,6
"GUILLEN, N.",MATH,MATH 31B INTEGRTN&INF SERIES,1,102,5
"MESS, G.",MATH,MATH 31B INTEGRTN&INF SERIES,1,40,5
"DE SAPIO, R.",MATH,MATH 31B INTEGRTN&INF SERIES,1,191,3
"DENOMME, R.A.",MATH,MATH 32A CALC OF SEVRL VAR,1,22,80
"BROWN, T.H.",MATH,MATH 32A CALC OF SEVRL VAR,1,227,66
"MESS, G.",MATH,MATH 32A CALC OF SEVRL VAR,1,54,40
"KIM, S.",MATH,MATH 32A CALC OF SEVRL VAR,1,208,32
"GUERBEROFF, L.",MATH,MATH 32A CALC OF SEVRL VAR,1,190,28
"WEISBART, D.E.",MATH,MATH 32A CALC OF SEVRL VAR,1,207,24
"HENDRICKS, K.E.",MATH,MATH 32A CALC OF SEVRL VAR,1,210,21
"ANTIEAU, D.B.",MATH,MATH 32A CALC OF SEVRL VAR,1,60,19
"TAYLOR, D.W.",MATH,MATH 32A CALC OF SEVRL VAR,4,568,17
"CONLEY, W.J.",MATH,MATH 32A CALC OF SEVRL VAR,4,622,15
"MORALES, A.H.",MATH,MATH 32A CALC OF SEVRL VAR,1,218,15
"RALSTON JR, J.V.",MATH,MATH 32A CALC OF SEVRL VAR,1,204,14
"HEILMAN, S.M.",MATH,MATH 32A CALC OF SEVRL VAR,1,218,13
"KHITRIK, M.",MATH,MATH 32A CALC OF SEVRL VAR,1,146,13
"KOZHAN, R.",MATH,MATH 32A CALC OF SEVRL VAR,3,616,13
"LIU, G.",MATH,MATH 32A CALC OF SEVRL VAR,2,424,13
"VAN KOTEN, B.",MATH,MATH 32A CALC OF SEVRL VAR,1,210,13
"WILLIAMS, M.B.",MATH,MATH 32A CALC OF SEVRL VAR,2,412,13
"CHAYES, L.",MATH,MATH 32A CALC OF SEVRL VAR,6,955,10
"SALAZAR, R.",MATH,MATH 32A CALC OF SEVRL VAR,1,210,9
"RADKO, O.V.",MATH,MATH 32A CALC OF SEVRL VAR,1,166,8
"SCHROEDER, C.A.",MATH,MATH 32A CALC OF SEVRL VAR,1,200,8
"DE SAPIO, R.",MATH,MATH 32A CALC OF SEVRL VAR,1,204,7
"WEISBART, D.E.",MATH,MATH 32B CALC OF SEVRL VAR,1,215,50
"RENFREW, D.T.",MATH,MATH 32B CALC OF SEVRL VAR,1,200,25
"MCCALLA, S.G.",MATH,MATH 32B CALC OF SEVRL VAR,1,165,21
"RALSTON JR, J.V.",MATH,MATH 32B CALC OF SEVRL VAR,2,407,21
"GLEIZER, O.",MATH,MATH 32B CALC OF SEVRL VAR,3,260,19
"GILLES, J.",MATH,MATH 32B CALC OF SEVRL VAR,1,158,16
"KILLIP, R.B.",MATH,MATH 32B CALC OF SEVRL VAR,1,199,16
"ZHANG, Y.",MATH,MATH 32B CALC OF SEVRL VAR,2,319,14
"CONLEY, W.J.",MATH,MATH 32B CALC OF SEVRL VAR,2,420,13
"RADKO, O.V.",MATH,MATH 32B CALC OF SEVRL VAR,3,71,13
"WILLIAMS, M.B.",MATH,MATH 32B CALC OF SEVRL VAR,2,241,12
"HEILMAN, S.M.",MATH,MATH 32B CALC OF SEVRL VAR,1,211,10
"SIMMONS, W.D.",MATH,MATH 32B CALC OF SEVRL VAR,1,204,10
"GILMORE, A.L.",MATH,MATH 32B CALC OF SEVRL VAR,3,521,9
"GUERBEROFF, L.",MATH,MATH 32B CALC OF SEVRL VAR,1,55,8
"LIU, G.",MATH,MATH 32B CALC OF SEVRL VAR,2,374,7
"SALAZAR, R.",MATH,MATH 32B CALC OF SEVRL VAR,1,174,6
"DE SAPIO, R.",MATH,MATH 32B CALC OF SEVRL VAR,3,312,4
"WEISBART, D.E.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,339,63
"BROWN, T.H.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,214,47
"MEYERSON, W.P.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,189,37
"CASTELLA, F.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,404,32
"YIN, K.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,151,28
"ROBERTSON, M.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,203,22
"ROMBACH, M.P.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,221,20
"MINER, S.A.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,71,19
"LIU, K.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,198,18
"OUELLETTE, K.R.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,207,18
"TAYLOR, D.W.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,259,18
"LAUB, A.J.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,386,16
"KILLIP, R.B.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,196,15
"PENNEYS, D.S.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,169,14
"RADKO, O.V.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,242,14
"BONK, M.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,211,11
"NICOLE, M.H.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,354,10
"BURKE, J.T.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,214,8
"CONLEY, W.J.",MATH,MATH 33A LINEAR ALGBRA&APPLS,2,299,8
"DEARRICOTT, O.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,137,8
"MA, J.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,205,8
"QIN, J.",MATH,MATH 33A LINEAR ALGBRA&APPLS,1,197,8
"WEISBART, D.E.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,204,39
"MAVROMOUSTAKI, A.",MATH,MATH 33B DIFFERNTL EQUATIONS,4,791,35
"MADDOCK, Z.A.",MATH,MATH 33B DIFFERNTL EQUATIONS,2,397,26
"BAO, E.",MATH,MATH 33B DIFFERNTL EQUATIONS,3,443,24
"VISAN, M.",MATH,MATH 33B DIFFERNTL EQUATIONS,2,338,24
"KIM, S.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,150,23
"RADKO, O.V.",MATH,MATH 33B DIFFERNTL EQUATIONS,2,59,23
"TAYLOR, D.W.",MATH,MATH 33B DIFFERNTL EQUATIONS,2,259,23
"RADKE, E.M.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,60,19
"LEI, G.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,103,17
"HALL, M.A.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,127,16
"LIU, Y.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,105,15
"CONLEY, W.J.",MATH,MATH 33B DIFFERNTL EQUATIONS,2,439,14
"SALAZAR, R.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,143,12
"DEARRICOTT, O.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,75,10
"PENNEYS, D.S.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,192,10
"ZHANG, Y.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,60,10
"ANTUNOVIC, T.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,202,9
"FIORESI, R.",MATH,MATH 33B DIFFERNTL EQUATIONS,2,138,9
"YAN, B.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,215,6
"MESS, G.",MATH,MATH 33B DIFFERNTL EQUATIONS,1,139,4
"BROWN, T.H.",MATH,MATH 3A CALC LIFE SCI STDT,1,137,26
"KUNZE, A.",MATH,MATH 3A CALC LIFE SCI STDT,1,91,20
"GILLES, J.",MATH,MATH 3A CALC LIFE SCI STDT,1,115,19
"GREENE, M.P.",MATH,MATH 3A CALC LIFE SCI STDT,9,1373,19
"POPA, S.",MATH,MATH 3A CALC LIFE SCI STDT,2,350,18
"GLEIZER, O.",MATH,MATH 3A CALC LIFE SCI STDT,2,158,14
"SINCLAIR, T.J.",MATH,MATH 3A CALC LIFE SCI STDT,2,260,13
"HALL, M.A.",MATH,MATH 3A CALC LIFE SCI STDT,1,195,12
"WEISBART, D.E.",MATH,MATH 3A CALC LIFE SCI STDT,1,210,12
"MURFET, D.S.",MATH,MATH 3A CALC LIFE SCI STDT,1,118,11
"LEE, S.",MATH,MATH 3A CALC LIFE SCI STDT,1,131,10
"BRIZOLIS, D.",MATH,MATH 3A CALC LIFE SCI STDT,2,305,9
"CONLEY, W.J.",MATH,MATH 3A CALC LIFE SCI STDT,3,407,8
"XIANG, Z.",MATH,MATH 3B CALC LIFE SCI STDT,3,252,27
"GILLES, J.",MATH,MATH 3B CALC LIFE SCI STDT,1,169,26
"WEISBART, D.E.",MATH,MATH 3B CALC LIFE SCI STDT,1,198,25
"GREENE, M.P.",MATH,MATH 3B CALC LIFE SCI STDT,6,962,23
"POPA, S.",MATH,MATH 3B CALC LIFE SCI STDT,2,345,22
"ROPER, M.L.",MATH,MATH 3B CALC LIFE SCI STDT,2,343,21
"PENNEYS, D.S.",MATH,MATH 3B CALC LIFE SCI STDT,1,189,19
"SCHAEFFER, G.",MATH,MATH 3B CALC LIFE SCI STDT,1,207,18
"SINCLAIR, T.J.",MATH,MATH 3B CALC LIFE SCI STDT,1,208,18
"GUERBEROFF, L.",MATH,MATH 3B CALC LIFE SCI STDT,2,394,16
"LEARY, B.A.",MATH,MATH 3B CALC LIFE SCI STDT,1,85,16
"HALL, M.A.",MATH,MATH 3B CALC LIFE SCI STDT,1,128,15
"DENOMME, R.A.",MATH,MATH 3B CALC LIFE SCI STDT,1,122,14
"YAN, M.",MATH,MATH 3B CALC LIFE SCI STDT,1,115,11
"RADKO, O.V.",MATH,MATH 3B CALC LIFE SCI STDT,1,109,7
"UNGER, S.",MATH,MATH 3B CALC LIFE SCI STDT,1,196,7
"SASYK, R.J.",MATH,MATH 3B CALC LIFE SCI STDT,1,31,3
"GREENE, M.P.",MATH,MATH 3C PROB LIFE SCI STDT,3,651,50
"SCHAEFFER, G.",MATH,MATH 3C PROB LIFE SCI STDT,1,136,43
"WEISBART, D.E.",MATH,MATH 3C PROB LIFE SCI STDT,6,1085,42
"TASSY, M.",MATH,MATH 3C PROB LIFE SCI STDT,2,390,21
"CUCURINGU, M.",MATH,MATH 3C PROB LIFE SCI STDT,1,204,20
"ZHANG, Y.",MATH,MATH 3C PROB LIFE SCI STDT,1,101,18
"LEARY, B.A.",MATH,MATH 3C PROB LIFE SCI STDT,2,241,17
"RADKO, O.V.",MATH,MATH 3C PROB LIFE SCI STDT,2,65,17
"KIM, S.",MATH,MATH 3C PROB LIFE SCI STDT,1,110,14
"PENNEYS, D.S.",MATH,MATH 3C PROB LIFE SCI STDT,1,185,14
"DENOMME, R.A.",MATH,MATH 3C PROB LIFE SCI STDT,1,109,10
"KWIATKOWSKA, A.",MATH,MATH 3C PROB LIFE SCI STDT,3,511,10
"DEARRICOTT, O.",MATH,MATH 3C PROB LIFE SCI STDT,4,470,9
"CHOWDHURY, A.",MATH,MATH 3C PROB LIFE SCI STDT,3,617,8
"GUPTA, V.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,3,250,68
"LYNCH, C.S.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,70,50
"SEPULVEDA, A.E.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,16,42
"GOYAL, V.K.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,36,39
"PO, G.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,112,33
"MAL, A.K.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,38,29
"SHUGAR, T.A.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,62,16
"SCHAAL, C.A.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,98,10
"CHATTERJEE, A.K.",MECH&AE,MECH&AE 101 STTCS&STRNGTH-MTRLS,1,59,7
"SANTOS, V.",MECH&AE,MECH&AE 102 DYNM-PART&RIGID BOD,3,183,55
"KLUG, W.S.",MECH&AE,MECH&AE 102 DYNM-PART&RIGID BOD,1,54,36
"CHATTERJEE, A.K.",MECH&AE,MECH&AE 102 DYNM-PART&RIGID BOD,3,153,29
"GIBSON, J.S.",MECH&AE,MECH&AE 102 DYNM-PART&RIGID BOD,3,128,20
"CHONG, K.T.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,2,132,68
"KAVEHPOUR, H.P.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,3,245,39
"ELDREDGE, J.D.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,1,89,33
"KIM, J.J.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,1,119,28
"WILCOX, D.C.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,2,51,28
"TAGHAVI NEZHAD, S.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,1,92,12
"COLONNO, M.",MECH&AE,MECH&AE 103 ELEM FLUID MECHANIC,3,221,6
"WARRIER, G.R.",MECH&AE,MECH&AE 105A INT-ENGR THERMODYNC,1,21,82
"PILON, L.G.",MECH&AE,MECH&AE 105A INT-ENGR THERMODYNC,2,190,36
"THAM, Y.F.",MECH&AE,MECH&AE 105A INT-ENGR THERMODYNC,3,187,36
"ABDOU, M.A.",MECH&AE,MECH&AE 105A INT-ENGR THERMODYNC,2,179,31
"MARNER, W.J.",MECH&AE,MECH&AE 105A INT-ENGR THERMODYNC,2,161,23
"AMAR, R.C.",MECH&AE,MECH&AE 105A INT-ENGR THERMODYNC,3,210,19
"KIM, D.D.",MECH&AE,MECH&AE 107 DYNAMIC SYSTEMS,1,23,32
"TESCH, J.A.",MECH&AE,MECH&AE 107 DYNAMIC SYSTEMS,1,40,16
"M'CLOSKEY, R.T.",MECH&AE,MECH&AE 107 DYNAMIC SYSTEMS,4,251,15
"SEPULVEDA, A.E.",MECH&AE,MECH&AE 107 DYNAMIC SYSTEMS,2,105,13
