"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"DANCE C106A - WODOBODE, A.",0,0.727,0.182,0.091,0,0,0,0,0,0,0,0,0
"DANCE C113A - TOMITA, N.",0.2,0.533,0.2,0,0,0,0,0.067,0,0,0,0,0
"DANCE C115 - COAD, G.W.",0.158,0.632,0.158,0,0.053,0,0,0,0,0,0,0,0
"DANCE C122 - EEN, R.W.",0,1,0,0,0,0,0,0,0,0,0,0,0
"DANCE C184 - HORWITZ, A.M.",0.2,0.7,0,0,0,0.1,0,0,0,0,0,0,0
"DESMA 10 - HUHTAMO, E.I.",0.383,0.505,0.045,0.01,0.024,0.01,0,0.007,0.003,0,0,0,0.01
"DESMA 101 - HUHTAMO, E.I.",0.233,0.534,0.11,0.068,0.027,0,0,0.014,0,0,0,0,0.014
"DESMA 154 - ELLIOTT, B.A.",0,0.267,0.333,0.133,0.067,0.2,0,0,0,0,0,0,0
"DESMA 156 - GIL GOMEZ, J.",0.571,0.214,0.071,0,0,0,0,0,0,0,0,0,0.143
"DESMA 156 - STEINKAMP, J.J.",0.533,0.267,0.133,0.067,0,0,0,0,0,0,0,0,0
"DESMA 157 - STERN, E.I.",0.083,0.333,0.167,0.333,0.083,0,0,0,0,0,0,0,0
"DESMA 160 - LUCAS, W.H.",0.059,0.529,0.176,0.176,0,0.059,0,0,0,0,0,0,0
"DESMA 161 - CUELLAR, C.I.",0.211,0.526,0.158,0.105,0,0,0,0,0,0,0,0,0
"DESMA 171 - MITAL, P.K.",0.25,0.562,0.125,0.062,0,0,0,0,0,0,0,0,0
"DESMA 172 - NOGUEZ, G.",0.556,0.444,0,0,0,0,0,0,0,0,0,0,0
"DESMA 173 - GALE, N.",0.636,0.273,0.091,0,0,0,0,0,0,0,0,0,0
"DESMA 21 - JIANG, Y.",0.2,0.65,0.15,0,0,0,0,0,0,0,0,0,0
"DESMA 22 - MCWILLIAMS, C.B.",0,1,0,0,0,0,0,0,0,0,0,0,0
"DESMA 22 - MCWILLIAMS, C.B. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"DESMA 25 - ELLIOTT, B.A.",0,0.312,0.25,0.125,0.125,0.062,0.062,0.062,0,0,0,0,0
"DESMA 25 - TRIGO, C.N.",0.2,0.467,0.2,0,0.067,0,0.067,0,0,0,0,0,0
"DESMA 28 - REAS, C.",0.389,0.444,0.111,0.056,0,0,0,0,0,0,0,0,0
"DESMA 289 - WILLIS, H.L.",0,1,0,0,0,0,0,0,0,0,0,0,0
"DGT HUM 101 - SANDERS, A.",0.068,0.915,0,0.009,0,0.009,0,0,0,0,0,0,0
"DGT HUM 150 - CHO, S.",0.045,0.682,0.045,0.136,0,0.045,0,0,0.045,0,0,0,0
"DGT HUM 150 - KURTZ, W.",0,0.95,0,0,0,0,0,0.05,0,0,0,0,0
"DIS STD 101W - SOLONE, C.J.",0.239,0.418,0.209,0.03,0.052,0.03,0,0.022,0,0,0,0,0
"DIS STD 195CE - MARKS, V.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"DIS STD M139 - DEMER, L.L.",0.409,0.545,0.045,0,0,0,0,0,0,0,0,0,0
"DIS STD M183 - GIBBONS, S.L.",0.333,0.556,0,0.111,0,0,0,0,0,0,0,0,0
"DUTCH 103A - BRIER, M.F.",0.882,0.118,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 100 - RAZAVI, B.",0.28,0.22,0.193,0.12,0.027,0.06,0.02,0.02,0.02,0.02,0.013,0.007,0
"EC ENGR 101A - EMAMINEJAD, S.",0.037,0.167,0.194,0.269,0.139,0.083,0.046,0.046,0,0,0,0.019,0
"EC ENGR 102 - KAO, J.C.",0.081,0.304,0.143,0.174,0.093,0.093,0.05,0.006,0.012,0.019,0.012,0,0.012
"EC ENGR 10H - DARABI, H.",0.205,0.231,0.128,0.154,0.154,0.051,0.051,0,0,0.026,0,0,0
"EC ENGR 110L - MESGHALI, F.",0.1,0.1,0.3,0.25,0.2,0,0.05,0,0,0,0,0,0
"EC ENGR 110L - MESGHALI, F. LEC 19",0.062,0.25,0.25,0.188,0.25,0,0,0,0,0,0,0,0
"EC ENGR 110L - MESGHALI, F. LEC 2",0.067,0.333,0.333,0.133,0.133,0,0,0,0,0,0,0,0
"EC ENGR 112 - CASTANEDA, J.J.",0.69,0.31,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 113 - ALWAN, A.A.",0.05,0.35,0.15,0.2,0.2,0.05,0,0,0,0,0,0,0
"EC ENGR 113 - CABRIC, D.",0.086,0.224,0.155,0.172,0.121,0.121,0.034,0.052,0.017,0.017,0,0,0
"EC ENGR 114 - LORENZELLI, F.",0,0.413,0.28,0.16,0.04,0.027,0.04,0,0,0.013,0,0,0.027
"EC ENGR 115A - CHANG, M.F.",0.07,0.326,0.209,0.07,0.163,0.116,0.023,0.023,0,0,0,0,0
"EC ENGR 11L - DARABI, H.",0.256,0.538,0.128,0.077,0,0,0,0,0,0,0,0,0
"EC ENGR 121B - IYER, S.S.",0.029,0.2,0.143,0.143,0.114,0.143,0.057,0.057,0.029,0,0.029,0,0.057
"EC ENGR 123A - AIELLO, C.D.",0,0.909,0,0.091,0,0,0,0,0,0,0,0,0
"EC ENGR 131A - DOLECEK, L.",0.1,0.233,0.067,0.3,0.3,0,0,0,0,0,0,0,0
"EC ENGR 131A - WESEL, R.D.",0.081,0.628,0.128,0.047,0.047,0.035,0.012,0,0.012,0,0,0,0.012
"EC ENGR 132B - RUBIN, I.",0.157,0.471,0.059,0.118,0.078,0.059,0,0.02,0.02,0,0,0,0.02
"EC ENGR 132B - RUBIN, I. LEC 80",0.273,0.364,0,0.182,0.091,0.091,0,0,0,0,0,0,0
"EC ENGR 163A - BABAKHANI, A.",0.174,0.435,0.13,0.174,0.043,0.043,0,0,0,0,0,0,0
"EC ENGR 170A - JALALI, B.",0.25,0.219,0.375,0.062,0.031,0.031,0.031,0,0,0,0,0,0
"EC ENGR 189 - KAO, J.C.",0.16,0.84,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 194 - OZCAN, A.",0.053,0.947,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 2 - SOKOLICH, M.",0.028,0.514,0.139,0.097,0.139,0.069,0,0.014,0,0,0,0,0
"EC ENGR 205A - RAJATI, M.",0.156,0.484,0.125,0.109,0.078,0.031,0.016,0,0,0,0,0,0
"EC ENGR 209AS - CHEN, X.",0.125,0.25,0.25,0.292,0.042,0,0,0,0,0,0,0.042,0
"EC ENGR 209AS - MEHTA, A.M.",0.162,0.324,0.378,0.135,0,0,0,0,0,0,0,0,0
"EC ENGR 212A - PAMARTI, S.",0.211,0.316,0.211,0.105,0.158,0,0,0,0,0,0,0,0
"EC ENGR 215A - ABIDI, A.A.",0,0.118,0.176,0.412,0.176,0.059,0.059,0,0,0,0,0,0
"EC ENGR 223 - SOKOLICH, M.",0.1,0.65,0.25,0,0,0,0,0,0,0,0,0,0
"EC ENGR 230A - YAO, K.",0,0.08,0.2,0.48,0.2,0.04,0,0,0,0,0,0,0
"EC ENGR 236A - FRAGOULI, C.P.",0.013,0.293,0.333,0.16,0.16,0.04,0,0,0,0,0,0,0
"EC ENGR 239AS - KADAMBI, A.",0.121,0.667,0.167,0.015,0,0.015,0,0,0,0,0,0,0.015
"EC ENGR 239AS - TABUADA, P.",0.909,0,0,0,0,0,0,0,0,0,0,0,0.091
"EC ENGR 241A - YANG, L.",0.108,0.081,0.243,0.162,0.135,0.108,0,0.081,0.054,0,0,0,0.027
"EC ENGR 260A - RAHMAT-SAMII, Y.",0,0.308,0.231,0.154,0.231,0.077,0,0,0,0,0,0,0
"EC ENGR 270 - WILLIAMS, B.S.",0,0.444,0.389,0.111,0.056,0,0,0,0,0,0,0,0
"EC ENGR 279AS - WANG, Y.",0.125,0.542,0.208,0.125,0,0,0,0,0,0,0,0,0
"EC ENGR 3 - BRIGGS, D.M.",0.231,0.477,0.177,0.069,0.038,0.008,0,0,0,0,0,0,0
"EC ENGR M116C - GUPTA, P.",0.055,0.4,0.109,0.073,0.073,0.127,0.073,0.036,0.036,0,0.018,0,0
"EC ENGR M202A - SRIVASTAVA, M.B.",0.023,0.295,0.318,0.114,0.182,0.045,0.023,0,0,0,0,0,0
"EC ENGR M216A - MARKOVIC, D.",0,0.186,0.256,0.186,0.07,0.233,0.07,0,0,0,0,0,0
"EC ENGR M216A - MARKOVIC, D. LEC 80",0.043,0.13,0.304,0.087,0.217,0.217,0,0,0,0,0,0,0
"ECON 1 - MCDEVITT, E.P.",0.132,0.304,0.208,0.144,0.084,0.028,0.036,0.016,0.016,0.004,0.008,0.004,0.016
"ECON 101 - MCDEVITT, E.P.",0.029,0.17,0.131,0.199,0.078,0.049,0.023,0.183,0.029,0.065,0.023,0,0.02
"ECON 102 - GEEROLF, F.",0.054,0.105,0.101,0.09,0.166,0.105,0.097,0.079,0.072,0.058,0.029,0.011,0.032
"ECON 103 - MCDEVITT, E.P.",0.079,0.108,0.124,0.143,0.137,0.13,0.089,0.102,0.073,0,0,0,0.016
"ECON 103L - SANTOS, A.",0.079,0.108,0.124,0.143,0.137,0.13,0.089,0.102,0.073,0,0,0,0.016
"ECON 106F - CONVERY, P.D.",0.106,0.352,0.225,0.141,0.092,0.042,0.021,0.014,0.007,0,0,0,0
"ECON 106FB - CONVERY, P.D.",0.106,0.352,0.225,0.141,0.092,0.042,0.021,0.014,0.007,0,0,0,0
"ECON 106M - MCDEVITT, E.P.",0.02,0.245,0.184,0.102,0.327,0.041,0,0.061,0,0.02,0,0,0
"ECON 106ML - WILLIAMS, T.J.",0.02,0.245,0.184,0.102,0.327,0.041,0,0.061,0,0.02,0,0,0
"ECON 106P - MCDEVITT, E.P.",0.146,0.151,0.117,0.093,0.156,0.117,0.156,0.049,0.005,0,0.005,0,0.005
"ECON 106PL - MCDEVITT, E.P.",0.147,0.152,0.118,0.093,0.157,0.113,0.157,0.049,0.005,0,0.005,0,0.005
"ECON 11 - MAZZOCCO, M.",0.077,0.25,0.023,0.071,0.27,0.034,0.057,0.128,0.048,0.006,0.014,0,0.023
"ECON 11 - MCDEVITT, E.P.",0.031,0.17,0.099,0.112,0.148,0.135,0.076,0.121,0.058,0.009,0.013,0.004,0.022
"ECON 111 - MCDEVITT, E.P.",0.124,0.372,0.182,0.149,0.14,0.025,0.008,0,0,0,0,0,0
"ECON 123 - MCDEVITT, E.P.",0.447,0.255,0.106,0.128,0.021,0.021,0,0.021,0,0,0,0,0
"ECON 123L - TORNELL, A.",0.447,0.255,0.106,0.128,0.021,0.021,0,0.021,0,0,0,0,0
"ECON 130 - LLERAS-MUNEY, A.",0.25,0.442,0.173,0.067,0.029,0,0,0,0.01,0,0,0,0.029
"ECON 130L - LLERAS-MUNEY, A.",0.25,0.442,0.173,0.067,0.029,0,0,0,0.01,0,0,0,0.029
"ECON 134 - MCDEVITT, E.P.",0.043,0.471,0.196,0.094,0.109,0.051,0.007,0.029,0,0,0,0,0
"ECON 137 - MCDEVITT, E.P.",0.194,0.295,0.173,0.137,0.137,0.036,0.029,0,0,0,0,0,0
"ECON 143 - MATZKIN, R.L.",0.114,0.343,0.257,0.171,0.086,0.029,0,0,0,0,0,0,0
"ECON 165 - MCDEVITT, E.P.",0.207,0.659,0.111,0.007,0.007,0,0,0.007,0,0,0,0,0
"ECON 167 - ATKESON, A.G.",0,0.825,0.175,0,0,0,0,0,0,0,0,0,0
"ECON 168 - MCDEVITT, E.P.",0,0.7,0.3,0,0,0,0,0,0,0,0,0,0
"ECON 170 - ASKER, J.W.",0.044,0.484,0,0.187,0.143,0.033,0.044,0.044,0,0,0.011,0,0.011
"ECON 170L - ASKER, J.W.",0.043,0.478,0,0.185,0.141,0.033,0.043,0.043,0,0,0.011,0.011,0.011
"ECON 171 - HOPENHAYN, H.A.",0.182,0.091,0.182,0,0,0.273,0.091,0,0.091,0,0.091,0,0
"ECON 2 - MCDEVITT, E.P.",0.166,0.282,0.171,0.116,0.133,0.061,0.022,0.017,0.011,0.006,0.006,0,0.011
"ECON 201A - OBARA, I.",0.103,0.276,0.345,0.138,0.138,0,0,0,0,0,0,0,0
"ECON 202A - HANSEN, G.D.",0.048,0.286,0.19,0.19,0.238,0.048,0,0,0,0,0,0,0
"ECON 203A - HAHN, J.",0,0.5,0.278,0.111,0.111,0,0,0,0,0,0,0,0
"ECON 241 - GIORCELLI, M.",0.308,0.692,0,0,0,0,0,0,0,0,0,0,0
"ECON 261A - MAZZOCCO, M.",0,0.333,0.267,0.067,0.2,0.133,0,0,0,0,0,0,0
"ECON 262P - LLERAS-MUNEY, A.",0.231,0.462,0.308,0,0,0,0,0,0,0,0,0,0
"ECON 271A - ASKER, J.W.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ECON 401A - MEYER-TER-VEHN, M.",0.069,0.241,0.345,0.31,0.034,0,0,0,0,0,0,0,0
"ECON 402A - OHANIAN, L.",0.211,0.535,0.141,0.113,0,0,0,0,0,0,0,0,0
"ECON 41 - HAHN, J.",0.029,0.117,0.107,0.126,0.165,0.107,0.107,0.049,0.078,0.039,0.01,0.01,0.058
"ECON 41 - HAHN, J. LEC 2",0.024,0.12,0.108,0.12,0.169,0.12,0.096,0,0.072,0.048,0.036,0.024,0.06
"ECON 410 - TORNELL, A.",0.023,0.898,0.08,0,0,0,0,0,0,0,0,0,0
"ECON 430 - ROJAS, R.R.",0.151,0.209,0.14,0.186,0.198,0.081,0.023,0.012,0,0,0,0,0
"ECON 430 - ROJAS, R.R. LEC 2",0.105,0.184,0.329,0.197,0.132,0.039,0.013,0,0,0,0,0,0
"ECON 430 - ROJAS, R.R. LEC 3",0.273,0.182,0.364,0.182,0,0,0,0,0,0,0,0,0
"ECON 431 - CONVERY, P.D.",0.071,0.4,0.29,0.116,0.097,0.026,0,0,0,0,0,0,0
"ECON 431 - CONVERY, P.D. LEC 2",0.043,0.304,0.261,0.174,0.174,0.043,0,0,0,0,0,0,0
"ECON 441A - BORGHESE, S.R.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ECON 442A - BORGHESE, S.R.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ECON 89 - MAZZOCCO, M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ECON M188 - ATKESON, A.G.",0,0.958,0,0,0.042,0,0,0,0,0,0,0,0
"EDUC 10 - MANCEVICE, N.A.",0.463,0.421,0.074,0.017,0.017,0.008,0,0,0,0,0,0,0
"EDUC 120 - BLACKSTOCK-BERNSTE",0.214,0.214,0.262,0.19,0.048,0.071,0,0,0,0,0,0,0
"EDUC 129 - PURDY, W.C.",0.074,0.926,0,0,0,0,0,0,0,0,0,0,0
"EDUC 138 - GRAMMER, J.K.",0.259,0.389,0.157,0.074,0.102,0,0,0.009,0,0,0,0,0.009
"EDUC 150 - MARKOWITZ, A.J.",0.095,0.429,0.381,0.048,0.048,0,0,0,0,0,0,0,0
"EDUC 152A - DESJARDINS, R.",0.132,0.237,0.368,0.132,0.079,0.026,0,0,0,0.026,0,0,0
"EDUC 180 - DORIO, J.",0.971,0.029,0,0,0,0,0,0,0,0,0,0,0
"EDUC 187 - DENG, M.C.",0.458,0.417,0.125,0,0,0,0,0,0,0,0,0,0
"EDUC 187 - DORIO, J.",0.917,0,0.083,0,0,0,0,0,0,0,0,0,0
"EDUC 187 - SHARE, J.",0.25,0.679,0.071,0,0,0,0,0,0,0,0,0,0
"EDUC 187 - SHARE, J. LEC 3",0.071,0.857,0,0.036,0.036,0,0,0,0,0,0,0,0
"EDUC 191B - HARRISON, O.C.",0.267,0.133,0.133,0.2,0.133,0,0,0.067,0.067,0,0,0,0
"EDUC 196D - BANG, S.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 196D - SHEN, C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 204B - OMWAMI, E.S.",0.312,0.625,0.062,0,0,0,0,0,0,0,0,0,0
"EDUC 222A - GARCIA SANCHEZ, I.",0.263,0.737,0,0,0,0,0,0,0,0,0,0,0
"EDUC 222A - MCCARTY, T.L.",0.045,0.955,0,0,0,0,0,0,0,0,0,0,0
"EDUC 225A - KASARI, C.L.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 230A - HANSEN, M.P.",0,0.955,0.045,0,0,0,0,0,0,0,0,0,0
"EDUC 230A - WEBB, N.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 230A - WEBB, N.M. LEC 3",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 249 - GRAMMER, J.K.",0,0.875,0.125,0,0,0,0,0,0,0,0,0,0
"EDUC 250A - HURTADO, S.",0.071,0.929,0,0,0,0,0,0,0,0,0,0,0
"EDUC 250A - MCDONOUGH, P.M.",0.308,0.692,0,0,0,0,0,0,0,0,0,0,0
"EDUC 255C - SELTZER, M.H.",0.526,0.474,0,0,0,0,0,0,0,0,0,0,0
"EDUC 261F - HARRIS, J.C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 263 - JAQUETTE, O.",0,0.96,0.04,0,0,0,0,0,0,0,0,0,0
"EDUC 272 - KRATZER, C.C.",0.241,0.759,0,0,0,0,0,0,0,0,0,0,0
"EDUC 275 - HOWARD, T.C.",0.333,0.625,0,0,0.042,0,0,0,0,0,0,0,0
"EDUC 296J - MARTINEZ-FER0NDEZ",0.083,0.458,0.25,0.208,0,0,0,0,0,0,0,0,0
"EDUC 299A - EAGAN, K.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 299B - GRAHAM, S.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 315 - KERSEY, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 315 - KERSEY, S.E. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 319 - ARIAS, M.S.",0,0.938,0,0,0.062,0,0,0,0,0,0,0,0
"EDUC 319 - ARIAS, M.S. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - ALBER, R.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - BETZELBERGER, J.L.",0.3,0.7,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - PEREZ, E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 35 - MARTINEZ-FER0NDEZ",0.33,0.58,0.068,0.011,0,0.011,0,0,0,0,0,0,0
"EDUC 405A - ALBER, R.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - ARIAS, M.S.",0,0.941,0,0,0.059,0,0,0,0,0,0,0,0
"EDUC 405A - LEE, D.O.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - PARK, J.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - RAFI, F.H.",0,0.812,0,0,0.188,0,0,0,0,0,0,0,0
"EDUC 405B - KIM, J.W.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - HOWARD, T.C.",0.179,0.821,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - LOPEZ, E.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - SANTIBANEZ, L.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406B - GUILLEN, L.I.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - DARBY, J.T.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - FRANKE, M.L.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - ORELLA0, M.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - SANDOVAL, W.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 411 - FLORES, C.A.",0,0.939,0.061,0,0,0,0,0,0,0,0,0,0
"EDUC 413A - 0VARRO, B.A.",0,0.909,0.091,0,0,0,0,0,0,0,0,0,0
"EDUC 425 - RAFI, F.H.",0,0.971,0,0,0.029,0,0,0,0,0,0,0,0
"EDUC 448B - GARCIA, L.W.",0.114,0.857,0.029,0,0,0,0,0,0,0,0,0,0
"EDUC 451 - COOPER, R.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 452A - MCDONOUGH, P.M.",0.241,0.724,0.034,0,0,0,0,0,0,0,0,0,0
"EDUC 455 - DURKIN, D.",0.259,0.741,0,0,0,0,0,0,0,0,0,0,0
"EDUC 458A - DURKIN, D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 473 - DO0LDSON, K.E.",0.062,0.375,0.031,0,0.531,0,0,0,0,0,0,0,0
"EDUC 476 - MECHIKOFF, R.A.",0,0.364,0.364,0,0.045,0.045,0.045,0.045,0.091,0,0,0,0
"EDUC 490A - GREEN, R.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - KERSEY, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - KUSHON, S.D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - LOPEZ, E.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - GREEN, R.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - KERSEY, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - KUSHON, S.D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - LONON, E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - LOPEZ, E.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - PELIKHOVA, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - WILSON, C.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 499A - APIGO, M.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC C124 - CHANG, M.J.",0,0.25,0.375,0,0.062,0.125,0,0.062,0,0.062,0,0,0.062
"EDUC C124 - CHANG, M.J. LEC 2",0,0.625,0.062,0.312,0,0,0,0,0,0,0,0,0
"EDUC C209A - COLE, E.R.",0.042,0.875,0.083,0,0,0,0,0,0,0,0,0,0
"EDUC M102 - GARCIA, D.G.",0,0.4,0.314,0.029,0.057,0.143,0,0.029,0,0,0,0,0.029
"EE BIOL 100 - BLUMSTEIN, D.T.",0.076,0.342,0.243,0.151,0.125,0.026,0.016,0.016,0,0,0,0,0.003
"EE BIOL 100L - BLUMSTEIN, D.T.",0,0.778,0.167,0.056,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - BLUMSTEIN, D.T. LEC 2",0,0.889,0.111,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - BLUMSTEIN, D.T. LEC 3",0,0.611,0.333,0.056,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - BLUMSTEIN, D.T. LEC 4",0.059,0.941,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - BLUMSTEIN, D.T. LEC 5",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - BLUMSTEIN, D.T. LEC 6",0.111,0.722,0.111,0.056,0,0,0,0,0,0,0,0,0
"EE BIOL 109 - KANE, T.L.",0.093,0.759,0.078,0.035,0.019,0,0,0.008,0,0,0.008,0,0
"EE BIOL 109L - FONG, C.R.",0,0.389,0.222,0.111,0.222,0,0,0.056,0,0,0,0,0
"EE BIOL 109L - FONG, C.R. LEC 2",0,0.471,0.176,0.235,0.059,0,0,0.059,0,0,0,0,0
"EE BIOL 109L - FONG, C.R. LEC 3",0,0.421,0.263,0.105,0.105,0.053,0,0.053,0,0,0,0,0
"EE BIOL 109L - FONG, C.R. LEC 4",0,0.706,0.059,0.118,0.059,0.059,0,0,0,0,0,0,0
"EE BIOL 111 - GORLITSKY, L.E.",0.243,0.392,0.149,0.027,0.122,0.014,0.014,0.027,0.014,0,0,0,0
"EE BIOL 115 - DINES, J.P.",0.35,0.457,0.086,0.05,0.029,0.007,0.021,0,0,0,0,0,0
"EE BIOL 116 - LIPMAN, A.J.",0.021,0.458,0.237,0.081,0.14,0.047,0.008,0.008,0,0,0,0,0
"EE BIOL 120 - BUCCIARELLI, G.",0.159,0.58,0.167,0.036,0.029,0.014,0.007,0,0.007,0,0,0,0
"EE BIOL 122 - BUCCIARELLI, G.",0.592,0.224,0.071,0.031,0.031,0.02,0.01,0,0,0,0.01,0,0.01
"EE BIOL 129 - LARISON, B.J.",0.07,0.386,0.193,0.175,0.088,0.053,0.018,0.018,0,0,0,0,0
"EE BIOL 151A - GORLITSKY, L.E.",0.257,0.459,0.23,0.027,0.027,0,0,0,0,0,0,0,0
"EE BIOL 158 - BARBER, P.H.",0.889,0.111,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 18 - LIPMAN, A.J.",0.059,0.373,0.255,0.098,0.118,0.039,0.02,0.02,0,0,0.02,0,0
"EE BIOL 199 - BARBER, P.H.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 232 - AMARASEKARE, P.A.",0.9,0.1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 296 - BLUMSTEIN, D.T.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - GARUD, N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - LOHMUELLER, K.E.",0.286,0.429,0.286,0,0,0,0,0,0,0,0,0,0
"EE BIOL 87 - PALACIOS MEJIA, M.",0.696,0.304,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL M200A - YEH, P.J.",0,0.833,0,0.167,0,0,0,0,0,0,0,0,0
"ENGCOMP 1 - JOHNSON, D.",0.077,0.308,0.308,0.077,0.154,0.077,0,0,0,0,0,0,0
"ENGCOMP 1 - JOHNSON, D. LEC 2",0,0.062,0.312,0.25,0.125,0.188,0,0,0,0.062,0,0,0
"ENGCOMP 1 - JOHNSON, D. LEC 3",0.133,0.267,0.133,0.267,0.067,0.067,0.067,0,0,0,0,0,0
"ENGCOMP 130A - SAMUELSON, M.G.",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 130A - SAMUELSON, M.G. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 130C - RUBINSON, G.J.",0.095,0.714,0.143,0,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 130C - RUBINSON, G.J. LEC 2",0.111,0.611,0.278,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 131B - JULIANO, L.M.",0.684,0.316,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 131B - JULIANO, L.M. LEC 2",0.737,0.211,0,0.053,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - CROSBY, S.",0,0.81,0,0,0.095,0,0,0.048,0,0,0.048,0,0
"ENGCOMP 2 - CROSBY, S. LEC 4",0.273,0.591,0,0,0.045,0.045,0,0.045,0,0,0,0,0
"ENGCOMP 2 - DICKEY, D.",0,0.111,0.389,0.5,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - DICKEY, D. LEC 12",0,0.05,0.4,0.35,0.2,0,0,0,0,0,0,0,0
"ENGCOMP 2 - HITCHNER, T.A.",0,0.842,0.105,0.053,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - HITCHNER, T.A. LEC 6",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - LISOVSKY, K.F.",0,0.182,0.409,0.091,0.227,0,0.045,0.045,0,0,0,0,0
"ENGCOMP 2 - LISOVSKY, K.F. LEC 2",0,0.182,0.455,0.182,0.091,0.045,0,0,0,0,0,0,0.045
"ENGCOMP 2 - NEWBY, A.",0.19,0.619,0,0,0.19,0,0,0,0,0,0,0,0
