"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"COMM M144A - CLAYMAN, S.E.",0,0.259,0.185,0.259,0.259,0.037,0,0,0,0,0,0,0
"COMM M147 - ROSSMAN, G.",0.125,0.333,0.083,0.083,0.125,0.083,0,0.042,0.083,0,0.042,0,0
"COMPTNG 10A - ANDREWS, M.J.",0.038,0.266,0.076,0.165,0.076,0.051,0.013,0.051,0.025,0.051,0.063,0.051,0.076
"COMPTNG 10A - CHU, W.",0.063,0.159,0.143,0.095,0.127,0.095,0.063,0.063,0.032,0,0.079,0,0.079
"COMPTNG 10A - HYDE, D.",0.065,0.312,0.104,0.091,0.117,0.039,0.052,0.091,0.039,0.026,0.013,0,0.052
"COMPTNG 10A - LINDSTROM, M.R.",0.011,0.121,0.319,0.132,0.077,0.044,0.077,0.044,0.033,0.033,0.011,0,0.099
"COMPTNG 10A - WANG, B.",0,0.147,0.206,0.132,0.103,0.176,0.074,0.118,0.044,0,0,0,0
"COMPTNG 10B - CAI, H.",0,0.291,0.091,0.145,0.145,0.127,0.109,0.036,0.018,0,0.036,0,0
"COMPTNG 10B - FALCON, C.",0.02,0.176,0.098,0.137,0.157,0.078,0.059,0,0.059,0.039,0.039,0.039,0.098
"COMPTNG 10C - FALCON, C.",0,0.161,0.419,0.032,0.194,0.097,0.032,0.032,0,0,0,0,0.032
"COMPTNG 16 - JI, H.",0.055,0.145,0.364,0.073,0.164,0.018,0.073,0.036,0,0,0.036,0,0.036
"COMPTNG 20A - RYU, E.K.",0.148,0.259,0.148,0.111,0.037,0.111,0.037,0.111,0,0,0,0,0.037
"COMPTNG 40A - LINDSTROM, M.R.",0,0.12,0.2,0.08,0.08,0.28,0.04,0.08,0,0,0,0,0.12
"DANCE 1 - POPKIN, L.A.",0.097,0.742,0.065,0.032,0.065,0,0,0,0,0,0,0,0
"DANCE 10 - TSOU, J.C.",0.714,0.143,0.143,0,0,0,0,0,0,0,0,0,0
"DANCE 11 - BLU WAKPA, T.",0.421,0.579,0,0,0,0,0,0,0,0,0,0,0
"DANCE 117B - WARBY, R.K.",0.2,0.7,0.1,0,0,0,0,0,0,0,0,0,0
"DANCE 117C - EEN, R.W.",0.2,0.4,0.1,0.2,0.1,0,0,0,0,0,0,0,0
"DANCE 13 - CAUDILLO, V.M.",0.333,0.222,0.167,0.222,0,0,0.056,0,0,0,0,0,0
"DANCE 15 - YU, C.",0.333,0.429,0.19,0,0.048,0,0,0,0,0,0,0,0
"DANCE 15 - YU, C. LEC 2",0.875,0,0.125,0,0,0,0,0,0,0,0,0,0
"DANCE 16 - ROUSSEVE, D.J.",0.1,0.85,0.05,0,0,0,0,0,0,0,0,0,0
"DANCE 174B - LEWIS, L.M.",0.818,0.091,0.091,0,0,0,0,0,0,0,0,0,0
"DANCE 5 - EEN, R.W.",0,0.65,0.2,0.1,0.05,0,0,0,0,0,0,0,0
"DANCE 59 - LOPEZ, J.G.",0.167,0.778,0,0.056,0,0,0,0,0,0,0,0,0
"DANCE 6 - WODOBODE, A.",0.045,0.545,0,0.318,0.091,0,0,0,0,0,0,0,0
"DANCE 65 - COAD, G.W.",0.143,0.571,0,0.036,0.071,0.036,0,0.107,0.036,0,0,0,0
"DANCE 67A - YU, C.",0.2,0.467,0.133,0.2,0,0,0,0,0,0,0,0,0
"DANCE 9 - FOAAD, L.R.",0.355,0.645,0,0,0,0,0,0,0,0,0,0,0
"DANCE C106A - WODOBODE, A.",0.05,0.4,0.05,0.25,0.25,0,0,0,0,0,0,0,0
"DANCE C113A - TOMITA, N.",0.235,0.412,0.294,0.059,0,0,0,0,0,0,0,0,0
"DANCE C115 - COAD, G.W.",0.091,0.727,0,0,0.091,0,0,0.045,0,0,0.045,0,0
"DANCE C184 - HORWITZ, A.M.",0.071,0.571,0.071,0.071,0,0.071,0.071,0,0,0,0.071,0,0
"DESMA 10 - HUHTAMO, E.I.",0.032,0.414,0.26,0.147,0.081,0.025,0.025,0.007,0.007,0,0,0,0.004
"DESMA 101 - HUHTAMO, E.I.",0.07,0.282,0.296,0.155,0.085,0.028,0.028,0.014,0.042,0,0,0,0
"DESMA 152 - MCWILLIAMS, C.B.",0,0.857,0,0,0,0.071,0,0,0,0,0.071,0,0
"DESMA 156 - STEINKAMP, J.J.",0.19,0.333,0.238,0.048,0.143,0,0,0.048,0,0,0,0,0
"DESMA 157 - STERN, E.I.",0.071,0.143,0.429,0.286,0,0,0,0.071,0,0,0,0,0
"DESMA 160 - ALEKHUOGIE, D.O.",0.667,0.238,0.095,0,0,0,0,0,0,0,0,0,0
"DESMA 160 - TRIANTAFYLLIDIS, T",0.238,0.143,0.333,0.286,0,0,0,0,0,0,0,0,0
"DESMA 161 - MCCARTHY, L.",0.222,0.444,0.167,0,0,0.056,0,0.056,0,0,0,0,0.056
"DESMA 171 - REAS, C.",0.111,0.444,0.278,0.056,0.111,0,0,0,0,0,0,0,0
"DESMA 172 - JIANG, Y.",0.636,0,0.364,0,0,0,0,0,0,0,0,0,0
"DESMA 21 - JIANG, Y.",0.5,0.455,0.045,0,0,0,0,0,0,0,0,0,0
"DESMA 22 - ESPOSITO, P.C.",0.214,0.643,0.071,0,0,0.071,0,0,0,0,0,0,0
"DESMA 25 - LUCAS, W.H.",0.278,0.444,0.222,0,0.056,0,0,0,0,0,0,0,0
"DESMA 289 - WILLIS, H.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"DGT HUM 101 - SANDERS, A.",0.099,0.868,0.017,0.017,0,0,0,0,0,0,0,0,0
"DGT HUM 150 - CHO, S.",0.133,0.6,0,0.067,0.067,0.067,0.067,0,0,0,0,0,0
"DGT HUM 201 - POSNER, M.",0,0.75,0.062,0.062,0.062,0.062,0,0,0,0,0,0,0
"DIS STD 101W - HER0NDEZ, F.A.",0.481,0.351,0.091,0.026,0.026,0,0.013,0.013,0,0,0,0,0
"DIS STD 195CE - MARKS, V.E.",0,0.867,0.067,0.067,0,0,0,0,0,0,0,0,0
"DIS STD M103 - WOLF, S.M.",0.182,0.455,0.273,0.091,0,0,0,0,0,0,0,0,0
"DIS STD M148 - SCHOTTMILLER, C.D.",0,0.967,0.033,0,0,0,0,0,0,0,0,0,0
"DUTCH 103A - BRIER, M.F.",0.542,0.417,0,0,0.042,0,0,0,0,0,0,0,0
"EC ENGR 100 - PAMARTI, S.",0.043,0.11,0.153,0.196,0.163,0.115,0.1,0.062,0.014,0.019,0.01,0,0.014
"EC ENGR 101A - EMAMINEJAD, S.",0.037,0.224,0.336,0.206,0.093,0.037,0.065,0,0,0,0,0,0
"EC ENGR 102 - KAO, J.C.",0.053,0.317,0.143,0.127,0.111,0.116,0.032,0.016,0.026,0.011,0.021,0.011,0.016
"EC ENGR 10H - ABIDI, A.A.",0,0.118,0.294,0.118,0.294,0.176,0,0,0,0,0,0,0
"EC ENGR 110L - MESGHALI, F.",0,0.3,0.2,0.25,0.25,0,0,0,0,0,0,0,0
"EC ENGR 110L - MESGHALI, F. LEC 2",0,0.375,0.25,0.125,0.188,0.062,0,0,0,0,0,0,0
"EC ENGR 112 - CASTANEDA, J.J.",0.296,0.556,0.074,0.037,0.037,0,0,0,0,0,0,0,0
"EC ENGR 113 - ALWAN, A.A.",0.067,0.2,0.133,0,0.333,0.2,0,0,0,0,0,0,0.067
"EC ENGR 113 - CABRIC, D.",0.094,0.151,0.132,0.132,0.151,0.132,0.113,0.019,0.075,0,0,0,0
"EC ENGR 114 - LORENZELLI, F.",0,0.186,0.163,0.279,0.163,0.14,0.023,0.023,0,0.023,0,0,0
"EC ENGR 115A - DARABI, H.",0.195,0.195,0.134,0.122,0.146,0.061,0.061,0.037,0.037,0,0,0,0.012
"EC ENGR 11L - ABIDI, A.A.",0,0.85,0.15,0,0,0,0,0,0,0,0,0,0
"EC ENGR 121B - IYER, S.S.",0.136,0.136,0.136,0.091,0.091,0.227,0.045,0.045,0.045,0,0,0,0.045
"EC ENGR 123A - CANDLER, R.N.",0,0.242,0.152,0.152,0.212,0.03,0.182,0,0,0,0,0,0.03
"EC ENGR 131A - DOLECEK, L.",0.077,0.077,0.308,0.385,0.077,0.077,0,0,0,0,0,0,0
"EC ENGR 131A - PANDYA, A.N.",0.043,0.152,0.239,0.152,0.163,0.12,0.065,0.065,0,0,0,0,0
"EC ENGR 132B - RUBIN, I.",0.05,0.425,0.125,0.3,0.075,0,0,0.025,0,0,0,0,0
"EC ENGR 132B - RUBIN, I. LEC 80",0,0.333,0.333,0.333,0,0,0,0,0,0,0,0,0
"EC ENGR 133A - VANDENBERGHE, L.",0.065,0.306,0.097,0.081,0.161,0.097,0.032,0.048,0.048,0,0.016,0,0.048
"EC ENGR 163A - BABAKHANI, A.",0.182,0.136,0.227,0.409,0.045,0,0,0,0,0,0,0,0
"EC ENGR 170A - JALALI, B.",0.019,0.094,0.132,0.038,0.208,0.226,0.132,0.075,0.019,0,0.038,0,0.019
"EC ENGR 188 - BASIRKAZERUNI, S.",0.083,0.25,0,0.25,0.167,0,0.083,0,0.083,0,0,0,0.083
"EC ENGR 189 - KAO, J.C.",0.143,0.857,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 194 - OZCAN, A.",0.174,0.826,0,0,0,0,0,0,0,0,0,0,0
"EC ENGR 2 - SOKOLICH, M.",0.048,0.274,0.119,0.214,0.226,0.095,0.012,0.012,0,0,0,0,0
"EC ENGR 205A - RYU, E.K.",0.111,0.232,0.152,0.152,0.192,0.071,0.061,0.03,0,0,0,0,0
"EC ENGR 209AS - CHEN, X.",0.139,0.417,0.306,0.111,0.028,0,0,0,0,0,0,0,0
"EC ENGR 209AS - MEHTA, A.M.",0.032,0.387,0.323,0.161,0.065,0,0,0,0,0,0,0,0.032
"EC ENGR 215A - MOLOUDI, S.",0.067,0.1,0.2,0.333,0.167,0.033,0.033,0,0.067,0,0,0,0
"EC ENGR 215A - MOLOUDI, S. LEC 80",0.059,0.176,0.059,0.235,0.059,0.235,0,0.118,0,0,0,0,0.059
"EC ENGR 216B - MARKOVIC, D.",0.286,0.286,0.286,0.143,0,0,0,0,0,0,0,0,0
"EC ENGR 223 - WONG, C.",0.069,0.69,0.069,0.103,0,0.069,0,0,0,0,0,0,0
"EC ENGR 230A - YAO, K.",0,0.273,0.545,0.182,0,0,0,0,0,0,0,0,0
"EC ENGR 236A - FRAGOULI, C.P.",0.01,0.255,0.314,0.225,0.137,0.029,0.01,0.02,0,0,0,0,0
"EC ENGR 239AS - KADAMBI, A.",0.013,0.475,0.35,0.075,0.088,0,0,0,0,0,0,0,0
"EC ENGR 241A - DIGGAVI, S.N.",0.03,0.485,0.121,0.303,0.061,0,0,0,0,0,0,0,0
"EC ENGR 260A - RAHMAT-SAMII, Y.",0,0.4,0.2,0.267,0.133,0,0,0,0,0,0,0,0
"EC ENGR 262 - WANG, Y.",0.091,0.455,0.182,0.182,0.091,0,0,0,0,0,0,0,0
"EC ENGR 270 - WILLIAMS, B.S.",0,0.409,0.318,0.045,0.182,0.045,0,0,0,0,0,0,0
"EC ENGR 3 - BRIGGS, D.M.",0.09,0.314,0.199,0.192,0.103,0.051,0.019,0.019,0.006,0,0,0.006,0
"EC ENGR M116C - GUPTA, P.",0,0.344,0.156,0.062,0.125,0.094,0.062,0.031,0.031,0.062,0,0.031,0
"EC ENGR M202A - SRIVASTAVA, M.B.",0.217,0.261,0.391,0.087,0.043,0,0,0,0,0,0,0,0
"EC ENGR M216A - YANG, C.K.",0,0.233,0.233,0.367,0.1,0.067,0,0,0,0,0,0,0
"EC ENGR M240A - TABUADA, P.",0.1,0.4,0,0.1,0.2,0.1,0,0,0,0,0,0,0.1
"ECON 1 - OSEI TWUMASI, O.I.",0.066,0.157,0.099,0.182,0.157,0.083,0.066,0.116,0.066,0,0.008,0,0
"ECON 1 - ROJAS, R.R.",0.072,0.144,0.088,0.112,0.088,0.144,0.088,0.048,0.088,0.064,0.024,0.008,0.032
"ECON 101 - VOGEL, J.E.",0.087,0.219,0.082,0.153,0.112,0.107,0.122,0.031,0.02,0,0.041,0,0.026
"ECON 102 - GEEROLF, F.",0.048,0.119,0.119,0.075,0.137,0.119,0.097,0.097,0.075,0.035,0.031,0.009,0.04
"ECON 103 - CONVERY, P.D.",0.041,0.206,0.058,0.107,0.16,0.107,0.099,0.119,0.053,0.008,0.029,0.004,0.008
"ECON 103L - CONVERY, P.D.",0.041,0.206,0.058,0.107,0.16,0.107,0.099,0.119,0.053,0.008,0.029,0.004,0.008
"ECON 106M - WILLIAMS, T.J.",0.013,0.241,0.038,0.076,0.342,0.101,0.051,0.101,0.038,0,0,0,0
"ECON 106ML - WILLIAMS, T.J.",0.013,0.241,0.038,0.076,0.342,0.101,0.051,0.101,0.038,0,0,0,0
"ECON 106P - MCDEVITT, E.P.",0.131,0.153,0.109,0.131,0.213,0.131,0.071,0.055,0,0,0,0,0.005
"ECON 106PL - MCDEVITT, E.P.",0.131,0.153,0.109,0.131,0.213,0.131,0.071,0.055,0,0,0,0,0.005
"ECON 11 - MAZZOCCO, M.",0.079,0.357,0.091,0.099,0.19,0.032,0.044,0.064,0.023,0.006,0,0,0.015
"ECON 11 - MAZZOCCO, M. LEC 2",0.022,0.143,0.108,0.093,0.154,0.14,0.097,0.086,0.065,0.047,0.018,0.004,0.025
"ECON 111 - OSEI TWUMASI, O.I.",0.092,0.257,0.125,0.257,0.138,0.053,0.039,0.039,0,0,0,0,0
"ECON 121 - FAJGELBAUM, P.D.",0.036,0.096,0.241,0.253,0.205,0.133,0.012,0.012,0,0,0,0,0.012
"ECON 121L - FAJGELBAUM, P.D.",0.159,0.671,0.171,0,0,0,0,0,0,0,0,0,0
"ECON 130 - LLERAS-MUNEY, A.",0.301,0.344,0.151,0.108,0.043,0.032,0.011,0.011,0,0,0,0,0
"ECON 130L - LLERAS-MUNEY, A.",0.301,0.344,0.14,0.118,0.043,0.032,0.011,0.011,0,0,0,0,0
"ECON 134 - TAKATSUKA, Y.",0.014,0.152,0.145,0.109,0.304,0.072,0.065,0.08,0.036,0,0.022,0,0
"ECON 143 - MATZKIN, R.L.",0.267,0.167,0.167,0.15,0.15,0.033,0.017,0.017,0.033,0,0,0,0
"ECON 150 - MCDEVITT, E.P.",0.11,0.186,0.085,0.136,0.203,0.059,0.093,0.076,0.034,0,0.017,0,0
"ECON 160 - SAEIDINEZHAD, E.",0.043,0.077,0.137,0.179,0.197,0.12,0.128,0.06,0.026,0.009,0.026,0,0
"ECON 167 - ATKESON, A.G.",0,0.718,0.282,0,0,0,0,0,0,0,0,0,0
"ECON 168 - SIMON, W.E.",0,0.513,0.487,0,0,0,0,0,0,0,0,0,0
"ECON 2 - SAEIDINEZHAD, E.",0.029,0.059,0.11,0.287,0.221,0.118,0.074,0.059,0.022,0.022,0,0,0
"ECON 201A - OBARA, I.",0.091,0.273,0.242,0.212,0.152,0.03,0,0,0,0,0,0,0
"ECON 202A - HANSEN, G.D.",0.091,0.182,0.091,0.273,0.273,0.091,0,0,0,0,0,0,0
"ECON 203A - HAHN, J.",0,0.421,0.158,0.263,0.105,0.053,0,0,0,0,0,0,0
"ECON 211B - MEYER-TER-VEHN, M.",0.2,0.5,0.3,0,0,0,0,0,0,0,0,0,0
"ECON 221A - GEEROLF, F.",0.333,0.333,0.167,0.083,0.083,0,0,0,0,0,0,0,0
"ECON 241 - GIORCELLI, M.",0.467,0.533,0,0,0,0,0,0,0,0,0,0,0
"ECON 261A - MAZZOCCO, M.",0.077,0.308,0.154,0.462,0,0,0,0,0,0,0,0,0
"ECON 262P - LLERAS-MUNEY, A.",0.267,0.4,0.133,0.2,0,0,0,0,0,0,0,0,0
"ECON 401A - BOARD, S.A.",0.095,0.333,0.286,0.143,0.143,0,0,0,0,0,0,0,0
"ECON 402A - OHANIAN, L.",0.115,0.288,0.327,0.192,0.077,0,0,0,0,0,0,0,0
"ECON 41 - HAHN, J.",0.079,0.079,0.105,0.158,0.105,0.105,0.105,0.079,0.079,0.053,0,0,0.053
"ECON 41 - ROJAS, R.R.",0.132,0.04,0.126,0.146,0.106,0.086,0.099,0.06,0.04,0.066,0.02,0.013,0.066
"ECON 410 - TORNELL, A.",0.843,0.114,0.043,0,0,0,0,0,0,0,0,0,0
"ECON 429A - ROTHMAN, V.",0.077,0.538,0.282,0.103,0,0,0,0,0,0,0,0,0
"ECON 429A - SHATZER, N.J.",0.067,0.3,0.367,0.267,0,0,0,0,0,0,0,0,0
"ECON 430 - ROJAS, R.R.",0.138,0.103,0.276,0.241,0.069,0.103,0.069,0,0,0,0,0,0
"ECON 430 - ROJAS, R.R. LEC 2",0.125,0.125,0.35,0.2,0.2,0,0,0,0,0,0,0,0
"ECON 431 - CONVERY, P.D.",0.072,0.217,0.203,0.304,0.188,0.014,0,0,0,0,0,0,0
"ECON 89 - MAZZOCCO, M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ECON M188 - ATKESON, A.G.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 10 - MANCEVICE, N.A.",0.351,0.429,0.208,0,0,0.013,0,0,0,0,0,0,0
"EDUC 129 - PURDY, W.C.",0,0.967,0,0,0,0,0,0,0,0,0,0,0.033
"EDUC 152A - DESJARDINS, R.",0.083,0.222,0.25,0.25,0.139,0,0,0,0.056,0,0,0,0
"EDUC 187 - DENG, M.C.",0.385,0.308,0.231,0,0,0.077,0,0,0,0,0,0,0
"EDUC 187 - KARRAS, J.E.",0.324,0.265,0.235,0.059,0.059,0,0.029,0.029,0,0,0,0,0
"EDUC 187 - MARKOWITZ, A.J.",0.053,0.368,0.211,0.132,0.158,0.079,0,0,0,0,0,0,0
"EDUC 187 - MECHIKOFF, R.A.",0,0.375,0.188,0.125,0,0.312,0,0,0,0,0,0,0
"EDUC 187 - SUAREZ-OROZCO, C.E",0.071,0.619,0.19,0.071,0.024,0.024,0,0,0,0,0,0,0
"EDUC 191B - HARRISON, O.C.",0,0.158,0.263,0.368,0.211,0,0,0,0,0,0,0,0
"EDUC 196C - NIMMO-RAMIREZ, L.A",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 196D - BANG, S.H.",0,0.926,0.037,0,0.037,0,0,0,0,0,0,0,0
"EDUC 200B - MARTINEZ-FER0NDE",0.312,0.562,0.062,0.062,0,0,0,0,0,0,0,0,0
"EDUC 200D - GARCIA, D.G.",0,0.833,0.083,0.083,0,0,0,0,0,0,0,0,0
"EDUC 204A - DORIO, J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 204B - OMWAMI, E.S.",0.308,0.538,0.077,0.077,0,0,0,0,0,0,0,0,0
"EDUC 217D - BAILEY, A.",0.211,0.684,0.105,0,0,0,0,0,0,0,0,0,0
"EDUC 222A - GOMEZ, K.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 222A - MCCARTY, T.L.",0.042,0.917,0,0,0.042,0,0,0,0,0,0,0,0
"EDUC 229 - COOPER, R.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 229 - NOGUERA, P.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 230A - SELTZER, M.H.",0,0.967,0,0.033,0,0,0,0,0,0,0,0,0
"EDUC 230A - WEBB, N.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 234 - DESJARDINS, R.",0.083,0.417,0.5,0,0,0,0,0,0,0,0,0,0
"EDUC 250A - HURTADO, S.",0.143,0.643,0.143,0.071,0,0,0,0,0,0,0,0,0
"EDUC 250A - MCDONOUGH, P.M.",0.154,0.385,0.385,0.077,0,0,0,0,0,0,0,0,0
"EDUC 255C - JEON, M.",0.727,0.273,0,0,0,0,0,0,0,0,0,0,0
"EDUC 261F - HARRIS, J.C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"EDUC 263 - JAQUETTE, O.",0,0.938,0.062,0,0,0,0,0,0,0,0,0,0
"EDUC 296I - MCADOO, D.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 296J - MARTINEZ-FER0NDE",0,0.414,0.345,0.241,0,0,0,0,0,0,0,0,0
"EDUC 299A - JEON, M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 299A - RIOS AGUILAR, C.",0.312,0.688,0,0,0,0,0,0,0,0,0,0,0
"EDUC 299B - BAILEY, A.",0.267,0.733,0,0,0,0,0,0,0,0,0,0,0
"EDUC 315 - KERSEY, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 319 - ARIAS, M.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 319 - LEE, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - ALBER, R.L.",0.615,0.231,0.154,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - 0VA-LANDEROS, I.",0.444,0.444,0.111,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - PARK, J.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 320A - PEREZ, E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 35 - TOBIASON, G.A.",0.197,0.338,0.169,0.07,0.07,0.07,0.028,0.014,0.028,0,0,0,0.014
"EDUC 405A - ALBER, R.L.",0.462,0.385,0.154,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - ARIAS, M.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - LEE, D.O.",0,0.938,0.062,0,0,0,0,0,0,0,0,0,0
"EDUC 405A - PARK, J.J.",0.033,0.933,0,0,0,0,0,0,0.033,0,0,0,0
"EDUC 405A - RAFI, F.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - LOPEZ, E.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - NOGUERA, P.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 406 - SANTIBANEZ, L.",0.188,0.625,0.094,0.062,0,0.031,0,0,0,0,0,0,0
"EDUC 406B - GUILLEN, L.I.",0,0.933,0,0,0.067,0,0,0,0,0,0,0,0
"EDUC 407 - DARBY, J.T.",0.138,0.862,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - DARBY, J.T. LEC 4",0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - ORELLA0, M.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 407 - SANDOVAL, W.A.",0.077,0.5,0.308,0,0.038,0.038,0,0,0,0,0,0,0.038
"EDUC 411 - CHRISTIE, C.A.",0.138,0.793,0.069,0,0,0,0,0,0,0,0,0,0
"EDUC 413A - 0VARRO, B.A.",0,0.85,0.15,0,0,0,0,0,0,0,0,0,0
"EDUC 425 - RAFI, F.H.",0.184,0.816,0,0,0,0,0,0,0,0,0,0,0
"EDUC 448B - GOMEZ, L.M.",0.379,0.621,0,0,0,0,0,0,0,0,0,0,0
"EDUC 451 - COOPER, R.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 452A - MCDONOUGH, P.M.",0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
"EDUC 455 - DURKIN, D.",0.25,0.708,0.042,0,0,0,0,0,0,0,0,0,0
"EDUC 458A - DURKIN, D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - GREEN, R.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - KERSEY, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - LOPEZ, E.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 490A - 0VA-LANDEROS, I.",0.115,0.885,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - GREEN, R.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - KERSEY, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - LOPEZ, E.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - 0PLES, R.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC 498A - 0VA-LANDEROS, I.",0.448,0.483,0.069,0,0,0,0,0,0,0,0,0,0
"EDUC 499A - DURKIN, D.",0,0.962,0.038,0,0,0,0,0,0,0,0,0,0
"EDUC C209A - ALLEN, W.R.",0.103,0.828,0.069,0,0,0,0,0,0,0,0,0,0
"EDUC CM178 - HAMMER, R.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EDUC M102 - GARCIA, D.G.",0,0.29,0.29,0.226,0.032,0.161,0,0,0,0,0,0,0
"EDUC M102 - GARCIA, D.G. LEC 2",0,0.212,0.273,0.03,0.091,0.182,0.061,0.061,0.03,0.03,0,0,0.03
"EDUC M194B - ORELLA0, M.E.",0,0.632,0.368,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100 - GORLITSKY, L.E.",0.041,0.194,0.194,0.201,0.15,0.102,0.051,0.029,0.022,0.01,0.003,0,0.003
"EE BIOL 100L - GORLITSKY, L.E.",0.056,0.722,0.167,0,0.056,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 10",0.389,0.444,0.111,0,0.056,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 2",0,0.938,0.062,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 3",0.5,0.438,0.062,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 4",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 5",0.389,0.611,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 6",0.294,0.647,0.059,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 7",0.133,0.867,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 8",0.056,0.833,0.111,0,0,0,0,0,0,0,0,0,0
"EE BIOL 100L - GORLITSKY, L.E. LEC 9",0.235,0.706,0.059,0,0,0,0,0,0,0,0,0,0
"EE BIOL 109 - FONG, C.R.",0.041,0.211,0.237,0.124,0.15,0.102,0.056,0.038,0,0.011,0.015,0,0.015
"EE BIOL 109L - DEBOER, T.",0.6,0.25,0.1,0,0,0,0.05,0,0,0,0,0,0
"EE BIOL 109L - DEBOER, T. LEC 2",0.5,0.4,0.05,0,0,0,0.05,0,0,0,0,0,0
"EE BIOL 109L - DEBOER, T. LEC 3",0.7,0.3,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 109L - DEBOER, T. LEC 4",0.632,0.368,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 112 - BUTH, D.G.",0.182,0.545,0,0.091,0,0,0.091,0,0.091,0,0,0,0
"EE BIOL 115 - BROWN, C.A.",0.072,0.304,0.072,0.112,0.144,0.08,0.008,0.144,0.024,0,0.024,0,0.016
"EE BIOL 116 - LIPMAN, A.J.",0.192,0.316,0.192,0.112,0.116,0.048,0.016,0.004,0.004,0,0,0,0
"EE BIOL 120 - BUCCIARELLI, G.",0.183,0.323,0.25,0.11,0.067,0.018,0.03,0.018,0,0,0,0,0
"EE BIOL 122 - BUCCIARELLI, G.",0.126,0.337,0.232,0.137,0.126,0,0.042,0,0,0,0,0,0
"EE BIOL 123B - KANE, T.L.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 129 - PINTER-WOLLMAN, N.",0.015,0.149,0.209,0.134,0.269,0.119,0.045,0.03,0.03,0,0,0,0
"EE BIOL 132 - LARISON, B.J.",0,0.2,0.533,0.267,0,0,0,0,0,0,0,0,0
"EE BIOL 151A - GORLITSKY, L.E.",0.09,0.284,0.119,0.194,0.134,0.119,0.03,0.015,0.015,0,0,0,0
