Date,Location,Breakfast,Lunch/Brunch,Dinner,Extended Dinner
12/10/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Wafl,5 p.m. - 9 p.m.  StopBye Cafe  Uncle Al's Barbeque,9 p.m. - 12 a.m.  Smile Hotdog  Creamy Boys
12/11/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flaming Grain,5 p.m. - 9 p.m.  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  The Taco Cartel
12/11/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Yalla,9 p.m. - 12 a.m.  Perro 1-10 Tacos  BittieBitez Mini-Donuts
12/12/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Poppa Joe's Kitchen,5 p.m. - 9 p.m.  Habibi Shack,CLOSED
12/12/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  DD's Chick & Cat Shack  8E8 Thai Street Food,9 p.m. - 12 a.m.  Poutine Brothers  Dulce Europa Shaved Ice
12/13/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Original Herbivore,5 p.m. - 9 p.m.  Heritage Kitchen,9 p.m. - 12 a.m.  Flamin Hot Chicken
12/13/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  Aloha Fridays,9 p.m. - 12 a.m.  Smile Hotdog  Salpicon
12/14/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/14/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/15/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/15/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/16/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/16/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/17/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/17/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/18/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/18/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/19/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/19/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/20/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/20/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/21/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/21/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/22/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/22/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/23/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/23/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/24/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/24/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/25/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/25/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/26/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/26/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/27/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/27/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/28/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/28/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/29/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/29/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/30/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/30/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/31/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
12/31/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/1/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/1/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/2/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/2/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/3/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/3/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/4/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/4/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/5/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/5/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/6/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/6/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/7/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  StopBye Cafe,9 p.m. - 12 a.m.  StopBye Cafe
1/7/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  Pinch of Flavor,9 p.m. - 12 a.m.  Pinch of Flavor  BittieBitez Mini-Donuts
1/8/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Wafl
1/8/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Dina's Dumpling,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Creamy Boys
1/9/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flamin Hot Chicken,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Smile Hotdog
1/9/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque,5 p.m. - 9 p.m.  Habibi Shack  Uncle Al's Barbeque,9 p.m. - 12 a.m.  Habibi Shack  Creamy Boys
1/10/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Flamin Hot Chicken
1/10/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Yalla,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Salpicon
1/11/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Smile Hotdog,9 p.m. - 12 a.m.  Smile Hotdog
1/11/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  Cerda Vega Tacos  Heritage Kitchen,9 p.m. - 12 a.m.  The Taco Cartel  Dulce Europa Shaved Ice
1/12/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/12/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  Flamin Hot Chicken  BittieBitez Mini-Donuts
1/13/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/13/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  Wafl  Salpicon
1/14/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
1/14/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  StopBye Cafe  Creamy Boys
1/15/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  Smile Hotdog
1/15/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  Pinch of Flavor,9 p.m. - 12 a.m.  Wafl  BittieBitez Mini-Donuts
1/16/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Chicken King,9 p.m. - 12 a.m.  Uncle Al's Barbeque
1/16/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flamin Hot Chicken,5 p.m. - 9 p.m.  StopBye Cafe  Yalla,9 p.m. - 12 a.m.  Cerda Vega Tacos  Creamy Boys
1/17/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  Heritage Kitchen,9 p.m. - 12 a.m.  Smile Hotdog
1/17/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  The Taco Cartel,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Salpicon
1/18/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque,5 p.m. - 9 p.m.  Dina's Dumpling,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
1/18/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  Aloha Fridays  8E8 Thai Street Food,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Dulce Europa Shaved Ice
1/19/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Flamin Hot Chicken,9 p.m. - 12 a.m.  Dina's Dumpling
1/19/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Rice Balls of Fire,5 p.m. - 9 p.m.  Cerda Vega Tacos  Original Herbivore,9 p.m. - 12 a.m.  Cerda Vega Tacos  Salpicon
1/20/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Flamin Hot Chicken
1/20/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  The Taco Cartel  BittieBitez Mini-Donuts
1/21/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Wafl
1/21/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Rice Balls of Fire,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  Cerda Vega Tacos,9 p.m. - 12 a.m.  Dina's Dumpling  Salpicon
1/22/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Habibi Shack,5 p.m. - 9 p.m.  Yalla,9 p.m. - 12 a.m.  Smile Hotdog
1/22/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Original Herbivore,9 p.m. - 12 a.m.  Perro 1-10 Tacos  BittieBitez Mini-Donuts
1/23/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flamin Hot Chicken,5 p.m. - 9 p.m.  Dina's Dumpling,9 p.m. - 12 a.m.  Cerda Vega Tacos
1/23/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  The Taco Cartel  Aloha Fridays,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Creamy Boys
1/24/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Pinch of Flavor,9 p.m. - 12 a.m.  Dina's Dumpling
1/24/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Uncle Al's Barbeque,9 p.m. - 12 a.m.  Smile Hotdog  BittieBitez Mini-Donuts
1/25/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Wafl
1/25/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos,5 p.m. - 9 p.m.  Heritage Kitchen  Rice Balls of Fire,9 p.m. - 12 a.m.  Habibi Shack  Creamy Boys
1/26/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Original Herbivore,9 p.m. - 12 a.m.  Uncle Al's Barbeque
1/26/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Perro 1-10 Tacos,5 p.m. - 9 p.m.  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  StopBye Cafe  BittieBitez Mini-Donuts
1/27/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Smile Hotdog,9 p.m. - 12 a.m.  Flamin Hot Chicken
1/27/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  The Taco Cartel  Dulce Europa Shaved Ice
1/28/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,CLOSED,9 p.m. - 12 a.m.  Pinch of Flavor
1/28/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Habibi Shack,5 p.m. - 9 p.m.  Cerda Vega Tacos  Aloha Fridays,9 p.m. - 12 a.m.  Wafl  BittieBitez Mini-Donuts
1/29/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Original Herbivore,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
1/29/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Rice Balls of Fire,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Dulce Europa Shaved Ice
1/30/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Habibi Shack
1/30/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food  Heritage Kitchen,9 p.m. - 12 a.m.  The Taco Cartel  Creamy Boys
1/31/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
1/31/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Fat Boys,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Smile Hotdog,9 p.m. - 12 a.m.  Smile Hotdog  Creamy Boys
2/1/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Pinch of Flavor,9 p.m. - 12 a.m.  Wafl
2/1/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Habibi Shack,9 p.m. - 12 a.m.  The Taco Cartel  Salpicon
2/2/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  StopBye Cafe,9 p.m. - 12 a.m.  Wafl
2/2/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Rice Balls of Fire,5 p.m. - 9 p.m.  Yalla,9 p.m. - 12 a.m.  Cerda Vega Tacos  BittieBitez Mini-Donuts
2/3/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Uncle Al's Barbeque
2/3/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Smile Hotdog  Salpicon
2/4/2024,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Wafl,5 p.m. - 9 p.m.  Dina's Dumpling,9 p.m. - 12 a.m.  StopBye Cafe
2/4/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Aloha Fridays  The Taco Cartel,9 p.m. - 12 a.m.  Flamin Hot Chicken  Creamy Boys
2/5/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Habibi Shack,9 p.m. - 12 a.m.  Smile Hotdog
2/5/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  Rice Balls of Fire  Flamin Hot Chicken,9 p.m. - 12 a.m.  Cerda Vega Tacos  BittieBitez Mini-Donuts
2/6/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Dina's Dumpling
2/6/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food  Pinch of Flavor,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Dulce Europa Shaved Ice
2/7/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  StopBye Cafe,9 p.m. - 12 a.m.  Wafl
2/7/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Uncle Al's Barbeque,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  Creamy Boys
2/8/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Yuna's Bob,9 p.m. - 12 a.m.  Flamin Hot Chicken
2/8/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Chicken King,9 p.m. - 12 a.m.  Uncle Al's Barbeque  BittieBitez Mini-Donuts
2/9/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Wafl
2/9/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Fat Boys,5 p.m. - 9 p.m.  Yalla,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  Dulce Europa Shaved Ice
2/10/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Smile Hotdog
2/10/2024,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos,5 p.m. - 9 p.m.  The Taco Cartel,9 p.m. - 12 a.m.  Aloha Fridays  Salpicon
2/11/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Rice Balls of Fire,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
2/11/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Cerda Vega Tacos  Pinch of Flavor,9 p.m. - 12 a.m.  Flamin Hot Chicken  BittieBitez Mini-Donuts
2/12/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  StopBye Cafe,9 p.m. - 12 a.m.  Wafl
2/12/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Perro 1-10 Tacos  Yuna's Bob,9 p.m. - 12 a.m.  Dina's Dumpling  Creamy Boys
2/13/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Uncle Al's Barbeque
2/13/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Flamin Hot Chicken  Aloha Fridays,9 p.m. - 12 a.m.  Pinch of Flavor  BittieBitez Mini-Donuts
2/14/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Rice Balls of Fire,9 p.m. - 12 a.m.  Smile Hotdog
2/14/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Perro 1-10 Tacos  Habibi Shack,9 p.m. - 12 a.m.  Cerda Vega Tacos  Creamy Boys
2/15/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Smile Hotdog
2/15/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  8E8 Thai Street Food  Mikhuna,9 p.m. - 12 a.m.  The Taco Cartel  Salpicon
2/16/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
2/16/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Aloha Fridays  Dulce Europa Shaved Ice
2/17/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
2/17/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  Dina's Dumpling  Salpicon
2/18/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
2/18/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Perro 1-10 Tacos,9 p.m. - 12 a.m.  BittieBitez Mini-Donuts  Wafl
2/19/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Mikhuna,9 p.m. - 12 a.m.  Pinch of Flavor
2/19/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Fat Boys  The Taco Cartel,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Creamy Boys
2/20/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  StopBye Cafe,9 p.m. - 12 a.m.  Smile Hotdog
2/20/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  8E8 Thai Street Food  Aloha Fridays,9 p.m. - 12 a.m.  Cerda Vega Tacos  Dulce Europa Shaved Ice
2/21/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Chicken King,9 p.m. - 12 a.m.  Uncle Al's Barbeque
2/21/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Perro 1-10 Tacos  Yalla,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Salpicon
2/22/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Pinch of Flavor
2/22/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  DD's Chick & Cat Shack  Yuna's Bob,9 p.m. - 12 a.m.  The Taco Cartel  Salpicon
2/23/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Habibi Shack,9 p.m. - 12 a.m.  Wafl
2/23/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Cerda Vega Tacos,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  BittieBitez Mini-Donuts
2/24/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Rice Balls of Fire,9 p.m. - 12 a.m.  Smile Hotdog
2/24/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Creamy Boys  Kalamaki Greek Street Food
2/25/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Pinch of Flavor,9 p.m. - 12 a.m.  Smile Hotdog
2/25/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Cerda Vega Tacos  Aloha Fridays,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  Creamy Boys
2/26/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Mikhuna,9 p.m. - 12 a.m.  Habibi Shack
2/26/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Flamin Hot Chicken,9 p.m. - 12 a.m.  BittieBitez Mini-Donuts  Cerda Vega Tacos
2/27/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  StopBye Cafe,9 p.m. - 12 a.m.  The Taco Cartel
2/27/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  8E8 Thai Street Food  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Pinch of Flavor  Creamy Boys
2/28/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Heritage Kitchen,9 p.m. - 12 a.m.  Wafl
2/28/2024,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  Uncle Al's Barbeque  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Cerda Vega Tacos  Salpicon
2/29/2024,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 8:30 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Flamin Hot Chicken
